tag,band,song,pct_major_pct,pct_major_pct_661,chord_change_rate_pct,chord_change_rate_pct_661,borrowed_chord_rate_pct,borrowed_chord_rate_pct_661,mode_score_pct,mode_score_pct_661
poppin_party__375,poppin_party,Yes! BanG_Dream!,57.89473684210526,,47.36842105263158,,68.42105263157895,,47.36842105263158,4.236006051437216
hello_happy_world__111,hello_happy_world,にこ×にこ=ハイパースマイルパワー！,31.57894736842105,,42.10526315789474,,5.2631578947368425,,52.63157894736842,24.05446293494705
hello_happy_world__109,hello_happy_world,えがお･シング･あ･ソング,89.47368421052632,,78.94736842105263,,100.0,,57.89473684210526,39.03177004538578
