idx,band,song,duration_sec,speech_median,speech_p10,speech_p90,speech_std,n_frames,error,vad_speech_ratio,vad_n_frames,vad_error
137,hello_happy_world,オレンジ,278.4,0.0757891610264778,0.0065560191869735,0.2707472145557403,0.1080795302987098,555,,0.0396551724137931,73,
138,hello_happy_world,Happy Girl,238.13333333333333,0.0736454427242279,0.0109726283699274,0.21132892370224,0.0817572250962257,475,,0.2823627725429075,34,
139,hello_happy_world,ン・パカマーチ,156.0,0.121697761118412,0.0224792342633008,0.3984787166118622,0.1457672119140625,311,,0.1525641025641026,27,
140,hello_happy_world,サンバロハッピ〜！,216.5,0.0941443890333175,0.0141401290893554,0.2391187399625778,0.0972799733281135,432,,0.0093302540415704,29,
141,hello_happy_world,ボクらの夏's☆ショーたいむっ！！,206.8,0.0634418874979019,0.0067120851017534,0.2270524352788925,0.0904651507735252,412,,0.03568665377176,37,
142,hello_happy_world,むすんでわらって,241.96666666666667,0.0623971000313758,0.0078232008963823,0.2600208520889282,0.1055252104997634,482,,0.2108554715822192,48,
143,hello_happy_world,キミを れっつ・はぶ・ふぁん♪,235.0,0.0645472258329391,0.007137217093259,0.2140510380268097,0.0856392756104469,469,,0.2321702127659575,27,
144,hello_happy_world,らいふ・いず・みゅーじかるっ♪♪♪,237.7,0.0544462874531745,0.0058984030038118,0.2046399265527725,0.079058438539505,474,,0.0263357172907025,21,
145,hello_happy_world,れっつ・スマイル・すとり〜みんぐっ♪,227.63333333333333,0.0822929292917251,0.009949741885066,0.2123890668153762,0.0864467546343803,454,,0.2578707977246305,44,
146,hello_happy_world,やっほー！いっぽ！わんだふぉー！,212.3333333333333,0.0778710916638374,0.0078181708231568,0.2169118225574493,0.0876712501049041,423,,0.1623861533779134,35,
147,hello_happy_world,とーくとぅみー・とーくとぅゆー,208.56666666666663,0.0729160457849502,0.0092147849500179,0.2498537898063659,0.1004054844379425,416,,0.0593575136489618,23,
148,hello_happy_world,ハイタッチ／＼びりーばーず☆,254.36666666666667,0.0656342580914497,0.0096683176234364,0.2142047882080078,0.0864790827035904,507,,0.104337561890843,56,
149,hello_happy_world,Listen to Smile!,244.16666666666663,0.0509666912257671,0.0069573139771819,0.1767734736204147,0.0712669342756271,487,,0.1014061346923093,28,
150,hello_happy_world,スマイリーキャロル,247.06666666666663,0.087482064962387,0.0129786431789398,0.2626375555992126,0.1067389994859695,493,,0.0727738740577886,34,
151,hello_happy_world,えがお、み〜っけた！,270.2,0.0714641287922859,0.0112467417493462,0.2436365187168121,0.0960450395941734,539,,0.227683197631384,37,
152,hello_happy_world,上海ハニー (Cover),178.23333333333332,0.0852470099925994,0.0255208704620599,0.2437155842781067,0.0899059325456619,355,,0.1472227073072032,14,
153,hello_happy_world,シル・ヴ・プレジデント (Cover),193.5,0.0809707716107368,0.016085872426629,0.2463033497333526,0.089274376630783,386,,0.1102842377260982,38,
154,hello_happy_world,ヒャダインのじょーじょーゆーじょー (Cover),251.1,0.0731401145458221,0.008888647891581,0.2699986696243286,0.1086484268307685,501,,0.2767821585025886,39,
