idx,band,song,duration_sec,speech_median,speech_p10,speech_p90,speech_std,n_frames,error,vad_speech_ratio,vad_n_frames,vad_error
375,poppin_party,Yes! BanG_Dream!,309.96666666666664,0.09508970379829407,0.012067917734384537,0.2852127254009247,0.11520508676767349,618,,,,
376,poppin_party,STAR BEAT!～ホシノコドウ～,320.73333333333335,0.039469800889492035,0.004307654686272144,0.20196424424648285,0.08404254168272018,640,,,,
377,poppin_party,走り始めたばかりのキミに,260.96666666666664,0.056526362895965576,0.006635554134845734,0.20325656235218048,0.0788755938410759,520,,,,
378,poppin_party,ティアドロップス,,,,,,,no_stem,,,
379,poppin_party,ときめきエクスペリエンス！,,,,,,,no_stem,,,
380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,,,,,,,no_stem,,,
381,poppin_party,私の心はチョココロネ,,,,,,,no_stem,,,
382,poppin_party,前へススメ！,,,,,,,no_stem,,,
383,poppin_party,夢みるSunflower,,,,,,,no_stem,,,
384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,,,,,,,no_stem,,,
385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,,,,,,,no_stem,,,
386,poppin_party,Time Lapse,,,,,,,no_stem,,,
387,poppin_party,八月のif,,,,,,,no_stem,,,
388,poppin_party,クリスマスのうた,,,,,,,no_stem,,,
389,poppin_party,B.O.F,,,,,,,no_stem,,,
390,poppin_party,CiRCLING,,,,,,,no_stem,,,
391,poppin_party,二重の虹(ダブル レインボウ),,,,,,,no_stem,,,
392,poppin_party,最高(さあ行こう)！,,,,,,,no_stem,,,
393,poppin_party,ガールズコード,,,,,,,no_stem,,,
394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,,,,,,,no_stem,,,
395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,,,,,,,no_stem,,,
396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,,,,,,,no_stem,,,
397,poppin_party,Breakthrough!,,,,,,,no_stem,,,
398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,,,,,,,no_stem,,,
399,poppin_party,イニシャル,,,,,,,no_stem,,,
400,poppin_party,Hello! Wink!,,,,,,,no_stem,,,
401,poppin_party,Step×Step!,,,,,,,no_stem,,,
402,poppin_party,Jumpin',,,,,,,no_stem,,,
403,poppin_party,White Afternoon,,,,,,,no_stem,,,
404,poppin_party,キラキラスター！,,,,,,,no_stem,,,
405,poppin_party,Returns,,,,,,,no_stem,,,
406,poppin_party,Dreamers Go!,,,,,,,no_stem,,,
407,poppin_party,キズナミュージック♪,,,,,,,no_stem,,,
408,poppin_party,ミライトレイン,,,,,,,no_stem,,,
409,poppin_party,夢を撃ち抜く瞬間に！,,,,,,,no_stem,,,
410,poppin_party,ぽっぴん'しゃっふる,,,,,,,no_stem,,,
411,poppin_party,夏空 SUN! SUN! SEVEN!,,,,,,,no_stem,,,
412,poppin_party,1000回潤んだ空,,,,,,,no_stem,,,
413,poppin_party,HAPPY HAPPY PARTY!,,,,,,,no_stem,,,
414,poppin_party,夏のドーン！,,,,,,,no_stem,,,
415,poppin_party,キミにもらったもの,,,,,,,no_stem,,,
416,poppin_party,Light Delight,,,,,,,no_stem,,,
417,poppin_party,切ないSandglass,,,,,,,no_stem,,,
418,poppin_party,Home Street,,,,,,,no_stem,,,
419,poppin_party,What's the POPIPA!?,,,,,,,no_stem,,,
420,poppin_party,SAKURA MEMORIES,,,,,,,no_stem,,,
421,poppin_party,アニバーサリー,,,,,,,no_stem,,,
422,poppin_party,Tomorrow's Door,,,,,,,no_stem,,,
423,poppin_party,イントロダクション,,,,,,,no_stem,,,
424,poppin_party,TARINAI,,,,,,,no_stem,,,
425,poppin_party,DOKI DOKI SCARY,,,,,,,no_stem,,,
426,poppin_party,Photograph,,,,,,,no_stem,,,
427,poppin_party,夏に閉じこめて,,,,,,,no_stem,,,
428,poppin_party,ぽっぴん'どりーむ！,,,,,,,no_stem,,,
429,poppin_party,星の約束,,,,,,,no_stem,,,
430,poppin_party,新しい季節に,,,,,,,no_stem,,,
431,poppin_party,トレモロアイズ,,,,,,,no_stem,,,
432,poppin_party,雨上がり、キミと,,,,,,,no_stem,,,
433,poppin_party,花咲く未来に,,,,,,,no_stem,,,
434,poppin_party,Live Beyond!!,,,,,,,no_stem,,,
435,poppin_party,Sweets BAN!,,,,,,,no_stem,,,
436,poppin_party,キミが始まる！,,,,,,,no_stem,,,
437,poppin_party,Moonlight Walk,,,,,,,no_stem,,,
438,poppin_party,ここから先は歌にならない,,,,,,,no_stem,,,
439,poppin_party,青春 To Be Continued,,,,,,,no_stem,,,
440,poppin_party,Future Place,,,,,,,no_stem,,,
441,poppin_party,大好き！,,,,,,,no_stem,,,
442,poppin_party,Five Letters,,,,,,,no_stem,,,
443,poppin_party,最強☆ソング,,,,,,,no_stem,,,
444,poppin_party,RiNG A BELL,,,,,,,no_stem,,,
445,poppin_party,Drive Your Heart,,,,,,,no_stem,,,
446,poppin_party,とっておきAnswer,,,,,,,no_stem,,,
447,poppin_party,START!! True dreams,,,,,,,no_stem,,,
448,poppin_party,どきどきデエト,,,,,,,no_stem,,,
449,poppin_party,チョコレイトの低音レシピ,,,,,,,no_stem,,,
450,poppin_party,Chu Chueen!,,,,,,,no_stem,,,
451,poppin_party,どきどきSING OUT!,,,,,,,no_stem,,,
452,poppin_party,Freedom,,,,,,,no_stem,,,
453,poppin_party,Game Changer,,,,,,,no_stem,,,
454,poppin_party,花園電気ギター！！！,,,,,,,no_stem,,,
455,poppin_party,す、好きなんかじゃない！,,,,,,,no_stem,,,
456,poppin_party,遠い音楽 ～ハートビート～,,,,,,,no_stem,,,
457,poppin_party,ほな！,,,,,,,no_stem,,,
458,poppin_party,世界中の青空をあつめて,,,,,,,no_stem,,,
459,poppin_party,勇気Limit！,,,,,,,no_stem,,,
460,poppin_party,開けたらDream!,,,,,,,no_stem,,,
461,poppin_party,絆色のアンサンブル,,,,,,,no_stem,,,
462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),,,,,,,no_stem,,,
463,poppin_party,ちゅ、多様性。 (Cover),,,,,,,no_stem,,,
464,poppin_party,フィクション (Cover),,,,,,,no_stem,,,
465,poppin_party,幾億光年 (Cover),,,,,,,no_stem,,,
466,poppin_party,心絵 (Cover),,,,,,,no_stem,,,
467,poppin_party,じょいふる (Cover),,,,,,,no_stem,,,
468,poppin_party,MATSURI BAYASHI (Cover),,,,,,,no_stem,,,
469,poppin_party,私は最強 (Cover),,,,,,,no_stem,,,
470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),,,,,,,no_stem,,,
471,poppin_party,夜行性ハイズ (Cover),,,,,,,no_stem,,,
472,poppin_party,メランコリック (Cover),,,,,,,no_stem,,,
473,poppin_party,怪獣の花唄 (Cover),,,,,,,no_stem,,,
474,poppin_party,光るなら (Cover),,,,,,,no_stem,,,
475,poppin_party,ミュージック・アワー (Cover),,,,,,,no_stem,,,
476,poppin_party,only my railgun (Cover),,,,,,,no_stem,,,
477,poppin_party,ロミオとシンデレラ (Cover),,,,,,,no_stem,,,
478,poppin_party,Daydream café (Cover),,,,,,,no_stem,,,
479,poppin_party,君じゃなきゃダメみたい (Cover),,,,,,,no_stem,,,
480,poppin_party,＊〜アスタリスク〜 (Cover),,,,,,,no_stem,,,
481,poppin_party,DAYS of DASH (Cover),,,,,,,no_stem,,,
482,poppin_party,檄！帝国華撃団 (Cover),,,,,,,no_stem,,,
483,poppin_party,DAYS (Cover),,,,,,,no_stem,,,
484,poppin_party,ディスカバリー！ (Cover),,,,,,,no_stem,,,
485,poppin_party,チェリボム (Cover),,,,,,,no_stem,,,
486,poppin_party,ヴァンパイア (Cover),,,,,,,no_stem,,,
487,poppin_party,怪物 (Cover),,,,,,,no_stem,,,
488,poppin_party,大河よ共に泣いてくれ (Cover),,,,,,,no_stem,,,
489,poppin_party,空色デイズ (Cover),,,,,,,no_stem,,,
490,raise_a_suilen,Invincible Fighter,250.86666666666667,0.07244735956192017,0.008549382910132408,0.23987868428230286,0.09284181892871857,500,,,,
491,raise_a_suilen,A DECLARATION OF ×××,315.76666666666665,0.056521035730838776,0.0038171689957380295,0.22021634876728058,0.08992978185415268,630,,,,
492,raise_a_suilen,SOUL SOLDIER,239.93333333333334,0.05338360741734505,0.007153193932026625,0.19222138822078705,0.08005532622337341,478,,,,
493,raise_a_suilen,UNSTOPPABLE,,,,,,,no_stem,,,
494,raise_a_suilen,HELL! or HELL?,,,,,,,no_stem,,,
495,raise_a_suilen,Beautiful Birthday,,,,,,,no_stem,,,
496,raise_a_suilen,Takin’ my Heart,,,,,,,no_stem,,,
497,raise_a_suilen,DRIVE US CRAZY,,,,,,,no_stem,,,
498,raise_a_suilen,!NVADE SHOW!,,,,,,,no_stem,,,
499,raise_a_suilen,REIGNING,,,,,,,no_stem,,,
500,raise_a_suilen,EXPOSE ‘Burn out!!!’,,,,,,,no_stem,,,
501,raise_a_suilen,R・I・O・T,,,,,,,no_stem,,,
502,raise_a_suilen,V.I.P MONSTER,,,,,,,no_stem,,,
503,raise_a_suilen,mind of Prominence,,,,,,,no_stem,,,
504,raise_a_suilen,Ray of hope,,,,,,,no_stem,,,
505,raise_a_suilen,EXIST,,,,,,,no_stem,,,
506,raise_a_suilen,Sacred world,,,,,,,no_stem,,,
507,raise_a_suilen,-N-E-M-E-S-I-S-,,,,,,,no_stem,,,
508,raise_a_suilen,DANCING DARING,,,,,,,no_stem,,,
509,raise_a_suilen,BATTLE CRY,,,,,,,no_stem,,,
510,raise_a_suilen,Domination to world,,,,,,,no_stem,,,
511,raise_a_suilen,THE WAY OF LIFE,,,,,,,no_stem,,,
512,raise_a_suilen,灼熱 Bonfire!,,,,,,,no_stem,,,
513,raise_a_suilen,Repaint,,,,,,,no_stem,,,
514,raise_a_suilen,Life on the Lotus,,,,,,,no_stem,,,
515,raise_a_suilen,CORUSCATE -DNA-,,,,,,,no_stem,,,
516,raise_a_suilen,That Is How I Roll!,,,,,,,no_stem,,,
517,raise_a_suilen,しゅわりん☆どり～みん,,,,,,,no_stem,,,
518,raise_a_suilen,パスパレボリューションず☆,,,,,,,no_stem,,,
519,raise_a_suilen,えがおのオーケストラっ！,,,,,,,no_stem,,,
520,raise_a_suilen,Don't be afraid!,,,,,,,no_stem,,,
521,raise_a_suilen,ゆら・ゆらRing-Dong-Dance,,,,,,,no_stem,,,
522,raise_a_suilen,Hey-day狂騒曲(カプリチオ),,,,,,,no_stem,,,
523,raise_a_suilen,Scarlet Sky,,,,,,,no_stem,,,
524,raise_a_suilen,ゴーカ！ごーかい！？ファントムシーフ！,,,,,,,no_stem,,,
526,raise_a_suilen,That Is How I Roll! (ライブ / アンコール),,,,,,,no_stem,,,
527,raise_a_suilen,R･I･O･T (ライブ / アンコール),,,,,,,no_stem,,,
528,raise_a_suilen,Apocalypse,,,,,,,no_stem,,,
529,raise_a_suilen,TWIN TALE,,,,,,,no_stem,,,
530,raise_a_suilen,STRAY CERBERUS,,,,,,,no_stem,,,
531,raise_a_suilen,BERSER-KEY,,,,,,,no_stem,,,
532,raise_a_suilen,POLARIS,,,,,,,no_stem,,,
533,raise_a_suilen,HOWLING AMBITION,,,,,,,no_stem,,,
534,raise_a_suilen,VIVID FIRST TIME,,,,,,,no_stem,,,
535,raise_a_suilen,'FIGHT' ADDICT,,,,,,,no_stem,,,
536,raise_a_suilen,Drown Out the Noise and Push Through the Trash,,,,,,,no_stem,,,
537,raise_a_suilen,FIVE as ONE,,,,,,,no_stem,,,
538,raise_a_suilen,EXPOSE 'Burn out!!!' (English),,,,,,,no_stem,,,
539,raise_a_suilen,Takin' my Heart (English),,,,,,,no_stem,,,
540,raise_a_suilen,WELCOME TO PANDEMONIUM,,,,,,,no_stem,,,
541,raise_a_suilen,WHAT AN EXPLOSION,,,,,,,no_stem,,,
542,raise_a_suilen,RUNAWAY STAR,,,,,,,no_stem,,,
543,raise_a_suilen,Bad Kids All Bet,,,,,,,no_stem,,,
544,raise_a_suilen,Light a fire,,,,,,,no_stem,,,
545,raise_a_suilen,Embrace of light,,,,,,,no_stem,,,
546,raise_a_suilen,OUTSIDER RODEO,,,,,,,no_stem,,,
547,raise_a_suilen,JUST THE WAY I AM,,,,,,,no_stem,,,
548,raise_a_suilen,ラスハピーポー！,,,,,,,no_stem,,,
549,raise_a_suilen,1/3の純情な感情 (Cover),,,,,,,no_stem,,,
550,raise_a_suilen,ヒトリノ夜 (Cover),,,,,,,no_stem,,,
551,raise_a_suilen,激動 (Cover),,,,,,,no_stem,,,
552,raise_a_suilen,メギツネ (Cover),,,,,,,no_stem,,,
553,raise_a_suilen,Bling-Bang-Bang-Born (Cover),,,,,,,no_stem,,,
554,raise_a_suilen,第六感 (Cover),,,,,,,no_stem,,,
555,raise_a_suilen,革命道中 (Cover),,,,,,,no_stem,,,
556,raise_a_suilen,Get Wild (Cover),,,,,,,no_stem,,,
557,raise_a_suilen,ボッカデラべリタ (Cover),,,,,,,no_stem,,,
558,raise_a_suilen,第ゼロ感 (Cover),,,,,,,no_stem,,,
559,raise_a_suilen,劣等上等 (Cover),,,,,,,no_stem,,,
560,raise_a_suilen,Just Awake (Cover),,,,,,,no_stem,,,
561,raise_a_suilen,Keep the Heat and Fire Yourself Up (Cover),,,,,,,no_stem,,,
562,raise_a_suilen,ボッカデラベリタ (Cover),,,,,,,no_stem,,,
563,raise_a_suilen,VORACITY (Cover),,,,,,,no_stem,,,
564,raise_a_suilen,神っぽいな (Cover),,,,,,,no_stem,,,
565,raise_a_suilen,狂乱 Hey Kids!! (Cover),,,,,,,no_stem,,,
566,raise_a_suilen,SAVIOR OF SONG (Cover),,,,,,,no_stem,,,
567,raise_a_suilen,恋しさとせつなさと心強さと (Cover),,,,,,,no_stem,,,
568,raise_a_suilen,DEPARTURES (Cover),,,,,,,no_stem,,,
569,raise_a_suilen,CORE PRIDE (Cover),,,,,,,no_stem,,,
570,roselia,Neo-Aspect,307.2903401360544,0.0609670989215374,0.008236551657319069,0.2177313268184662,0.08810402452945709,613,,,,
571,roselia,BLACK SHOUT,247.05102040816325,0.07391903549432755,0.011055750772356987,0.19859297573566437,0.08108549565076828,493,,,,
572,roselia,Opera of the wasteland,284.8,0.047775525599718094,0.00786222331225872,0.19294582307338715,0.08476109057664871,568,,,,
573,roselia,陽だまりロードナイト,,,,,,,no_stem,,,
574,roselia,ONENESS,,,,,,,no_stem,,,
575,roselia,Re:birth day,,,,,,,no_stem,,,
576,roselia,Legendary,,,,,,,no_stem,,,
577,roselia,- HEROIC ADVENT -,,,,,,,no_stem,,,
578,roselia,Determination Symphony,,,,,,,no_stem,,,
579,roselia,熱色スターマイン,,,,,,,no_stem,,,
580,roselia,軌跡,,,,,,,no_stem,,,
581,roselia,LOUDER,,,,,,,no_stem,,,
582,roselia,R,,,,,,,no_stem,,,
583,roselia,BRAVE JEWEL,,,,,,,no_stem,,,
584,roselia,FIRE BIRD,,,,,,,no_stem,,,
585,roselia,Safe and Sound,,,,,,,no_stem,,,
586,roselia,Avant-garde HISTORY,,,,,,,no_stem,,,
587,roselia,Break your desire,,,,,,,no_stem,,,
589,roselia,約束,,,,,,,no_stem,,,
590,roselia,"""UNIONS"" Road",,,,,,,no_stem,,,
591,roselia,Song I am.,,,,,,,no_stem,,,
592,roselia,Sage der Rosen,,,,,,,no_stem,,,
593,roselia,覚悟のLiberation,,,,,,,no_stem,,,
594,roselia,Keep Heart,,,,,,,no_stem,,,
595,roselia,Original Call,,,,,,,no_stem,,,
596,roselia,Always recall.,,,,,,,no_stem,,,
597,roselia,Floral Haven,,,,,,,no_stem,,,
598,roselia,Sprechchor,,,,,,,no_stem,,,
599,roselia,閃光,,,,,,,no_stem,,,
600,roselia,THE HISTORIC...,,,,,,,no_stem,,,
601,roselia,ROZEN HORIZON,,,,,,,no_stem,,,
602,roselia,廻廻奇譚,,,,,,,no_stem,,,
603,roselia,鳥の詩,,,,,,,no_stem,,,
604,roselia,Synchrogazer,,,,,,,no_stem,,,
605,roselia,名前のない怪物,,,,,,,no_stem,,,
606,roselia,Dazzle the Destiny,,,,,,,no_stem,,,
607,roselia,Grateful Melting,,,,,,,no_stem,,,
608,roselia,Second to None,,,,,,,no_stem,,,
609,roselia,Steadfast Spirits,,,,,,,no_stem,,,
610,roselia,紫炎,,,,,,,no_stem,,,
611,roselia,XV,,,,,,,no_stem,,,
612,roselia,Blessing Chord,,,,,,,no_stem,,,
613,roselia,Fear Nothing,,,,,,,no_stem,,,
614,roselia,PASSIONATE ANTHEM,,,,,,,no_stem,,,
615,roselia,Requiem for Fate,,,,,,,no_stem,,,
616,roselia,Sanctuary,,,,,,,no_stem,,,
617,roselia,Sunlit Musical,,,,,,,no_stem,,,
618,roselia,Talk to My Tone,,,,,,,no_stem,,,
619,roselia,一逢のFull Glory,,,,,,,no_stem,,,
620,roselia,礎の花冠,,,,,,,no_stem,,,
621,roselia,FRONTIER FANTASIA,,,,,,,no_stem,,,
622,roselia,Dear Gleam,,,,,,,no_stem,,,
623,roselia,Call the shots,,,,,,,no_stem,,,
624,roselia,THRONE OF ROSE,,,,,,,no_stem,,,
625,roselia,VIOLET LINE,,,,,,,no_stem,,,
626,roselia,Ringing Bloom,,,,,,,no_stem,,,
627,roselia,ZEAL of proud,,,,,,,no_stem,,,
628,roselia,Singing “OURS”,,,,,,,no_stem,,,
629,roselia,競宴Red×Violet,,,,,,,no_stem,,,
630,roselia,overtuRe,,,,,,,no_stem,,,
631,roselia,Proud of oneself,,,,,,,no_stem,,,
632,roselia,Sing Alive,,,,,,,no_stem,,,
633,roselia,Swear ～Night & Day～,,,,,,,no_stem,,,
634,roselia,Reweave (Cover),,,,,,,no_stem,,,
635,roselia,ヒバナ -Reloaded- (Cover),,,,,,,no_stem,,,
636,roselia,ファタール (Cover),,,,,,,no_stem,,,
637,roselia,HONEY (Cover),,,,,,,no_stem,,,
638,roselia,悪魔の子 (Cover),,,,,,,no_stem,,,
639,roselia,slash (Cover),,,,,,,no_stem,,,
640,roselia,右肩の蝶 (Cover),,,,,,,no_stem,,,
641,roselia,乙女解剖 (Cover),,,,,,,no_stem,,,
642,roselia,六兆年と一夜物語 (Cover),,,,,,,no_stem,,,
643,roselia,残酷な天使のテーゼ (Cover),,,,,,,no_stem,,,
644,roselia,海色 (Cover),,,,,,,no_stem,,,
645,roselia,ETERNAL BLAZE (Cover),,,,,,,no_stem,,,
646,roselia,魂のルフラン (Cover),,,,,,,no_stem,,,
647,roselia,This game (Cover),,,,,,,no_stem,,,
648,roselia,スカイクラッドの観測者 (Cover),,,,,,,no_stem,,,
649,roselia,シャルル (Cover),,,,,,,no_stem,,,
650,roselia,新時代 (Cover),,,,,,,no_stem,,,
651,roselia,革命デュアリズム (Cover),,,,,,,no_stem,,,
652,roselia,Red fraction (Cover),,,,,,,no_stem,,,
653,roselia,深愛 (Cover),,,,,,,no_stem,,,
654,roselia,Paradisus‐Paradoxum (Cover),,,,,,,no_stem,,,
655,roselia,Realize (Cover),,,,,,,no_stem,,,
656,roselia,Preserved Roses (Cover),,,,,,,no_stem,,,
657,roselia,My Dearest (Cover),,,,,,,no_stem,,,
658,roselia,Shangri-La (Cover),,,,,,,no_stem,,,
659,roselia,KING (Cover),,,,,,,no_stem,,,
660,mygo,素寄曲,,,,,,,no_stem,,,
661,mygo,羅永線,,,,,,,no_stem,,,
662,mygo,騒混出,,,,,,,no_stem,,,
