idx,band,song,m1-duration_sec,m1-bpm_madmom,m1-beat_count,expected_beat_count,diff_beat_count,abs_diff_beat_count
46,afterglow,メンタルチェンソー (Cover),177.1,187.5,556.0,553.4375,2.5625,2.5625
47,afterglow,Bunny Girl (Cover),216.92,162.16216216216017,580.0,586.270270270263,-6.27027027026304,6.27027027026304
48,afterglow,オレンジ (Cover),235.31,199.9999999999924,627.0,784.366666666637,-157.366666666637,157.366666666637
49,afterglow,カゲロウデイズ (Cover),233.48,200.00000000000043,779.0,778.2666666666682,0.7333333333317569,0.7333333333317569
50,afterglow,DAY×DAY (Cover),218.77,193.5483870967728,704.0,705.7096774193499,-1.7096774193498732,1.7096774193498732
51,afterglow,ロキ (Cover),229.61,149.99999999999787,572.0,574.0249999999919,-2.0249999999919055,2.0249999999919055
52,afterglow,CHAINSAW BLOOD (Cover),202.68,146.34146341463537,497.0,494.3414634146383,2.6585365853616736,2.6585365853616736
53,afterglow,チルドレンレコード (Re:boot) (Cover),189.42,206.89655172413347,584.0,653.1724137930893,-69.17241379308928,69.17241379308928
54,afterglow,青のすみか (Cover),197.15,153.846153846148,503.0,505.51282051280134,-2.5128205128013406,2.5128205128013406
55,afterglow,GO!!! (Cover),239.34,133.3333333333367,535.0,531.8666666666801,3.1333333333199107,3.1333333333199107
56,afterglow,天ノ弱 (Cover),187.52,200.0000000000019,625.0,625.0666666666726,-0.06666666667263144,0.06666666667263144
57,afterglow,アスノヨゾラ哨戒班 (Cover),191.76,187.49999999999568,592.0,599.2499999999861,-7.24999999998613,7.24999999998613
58,afterglow,瞬間センチメンタル (Cover),230.69,166.66666666666694,648.0,640.8055555555566,7.194444444443434,7.194444444443434
59,afterglow,プライド革命 (Cover),238.25,187.49999999999568,735.0,744.531249999983,-9.531249999982947,9.531249999982947
60,afterglow,命に嫌われている。 (Cover),273.82,199.99999999999952,821.0,912.7333333333312,-91.73333333333119,91.73333333333119
61,afterglow,Redo (Cover),261.28,187.500000000004,755.0,816.5000000000174,-61.500000000017394,61.500000000017394
62,afterglow,インフェルノ (Cover),214.04,187.49999999999568,661.0,668.8749999999847,-7.874999999984652,7.874999999984652
63,afterglow,ドラマツルギー (Cover),238.23,150.0000000000032,704.0,595.5750000000128,108.42499999998722,108.42499999998722
64,afterglow,COLORS (Cover),218.32,136.36363636363706,495.0,496.1818181818207,-1.181818181820688,1.181818181820688
65,afterglow,午夜の待ち合わせ (Cover),171.24,187.500000000004,542.0,535.1250000000115,6.874999999988518,6.874999999988518
66,afterglow,サムライハート（Some Like It Hot!!） (Cover),190.43,113.20754716981108,360.0,359.3018867924521,0.6981132075479195,0.6981132075479195
67,afterglow,ベノム (Cover),198.07,153.846153846148,502.0,507.8717948717756,-5.871794871775592,5.871794871775592
68,afterglow,Don't say “lazy” (Cover),275.52,181.81818181818275,833.0,834.9090909090952,-1.9090909090951982,1.9090909090951982
69,afterglow,Part of the Life,88.46,187.49999999999983,273.0,276.4374999999998,-3.4374999999997726,3.4374999999997726
70,afterglow,Punchline Halloween!!!,233.89,181.8181818181749,702.0,708.7575757575488,-6.757575757548807,6.757575757548807
71,afterglow,I love your way！,263.4,260.8695652173868,1117.0,1145.2173913043282,-28.217391304328203,28.217391304328203
72,ave_mujica,KiLLKiSS,208.53,199.9999999999972,663.0,695.0999999999901,-32.09999999999013,32.09999999999013
73,ave_mujica,"Georgette Me, Georgette You",234.22,142.85714285714226,554.0,557.6666666666644,-3.666666666664355,3.666666666664355
74,ave_mujica,Imprisoned XII,191.57,105.2631578947368,335.0,336.0877192982455,-1.0877192982454744,1.0877192982454744
75,ave_mujica,Crucifix X,298.51,103.44827586206674,504.0,514.6724137930923,-10.672413793092346,10.672413793092346
76,ave_mujica,八芒星ダンス,231.17,115.38461538461311,455.0,444.5576923076835,10.44230769231649,10.44230769231649
77,ave_mujica,顔,241.73,139.53488372093034,565.0,562.1627906976748,2.8372093023251637,2.8372093023251637
78,ave_mujica,天球のMúsica,279.9,98.36065573770271,455.0,458.85245901638314,-3.8524590163831363,3.8524590163831363
79,ave_mujica,黒のバースデイ,233.96,199.9999999999924,751.0,779.8666666666371,-28.866666666637116,28.866666666637116
80,ave_mujica,ふたつの月 ~Deep Into The Forest~,304.68,181.8181818181749,916.0,923.2727272726921,-7.272727272692123,7.272727272692123
81,ave_mujica,Choir ‘S’ Choir,287.66,149.99999999999787,733.0,719.1499999999899,13.85000000001014,13.85000000001014
82,ave_mujica,神さま、バカ,223.67,181.8181818181749,672.0,677.787878787853,-5.7878787878529465,5.7878787878529465
83,ave_mujica,Mas?uerade Rhapsody Re?uest,249.65,187.500000000004,744.0,780.1562500000167,-36.15625000001671,36.15625000001671
84,ave_mujica,Ave Mujica,277.68,113.2075471698126,644.0,523.9245283018928,120.07547169810721,120.07547169810721
85,ave_mujica,Symbol I : △,311.71,117.64705882353152,614.0,611.1960784313835,2.803921568616488,2.803921568616488
86,ave_mujica,Symbol II : Air,212.59,199.9999999999924,699.0,708.6333333333064,-9.633333333306382,9.633333333306382
