idx,band,song,duration_sec,acoustic_median,acoustic_p10,acoustic_p90,acoustic_std,n_patches,extract_sec,error
185,morfonica,fly with the night,240.67,0.0017687792424112558,3.913276486855466e-06,0.1895572990179062,0.19651193916797638,160,6.69,
183,morfonica,ブルームブルーム,276.9,1.6860000187080004e-06,6.596737733843838e-08,0.00019675919611472636,0.07443486154079437,185,7.62,
186,morfonica,金色へのプレリュード,271.23,1.2814783985959366e-05,4.794404162566934e-07,0.0022183877881616354,0.018053820356726646,181,6.95,
188,morfonica,ハーモニー・デイ,219.17,7.373788685072213e-05,1.5323475963668898e-06,0.08391658216714859,0.14507360756397247,146,6.37,
187,morfonica,The Circle Of Butterflies,258.77,0.016797062009572983,0.00017547307652421296,0.29271945357322693,0.1914689540863037,172,7.59,
190,morfonica,"寄る辺のSunny, Sunny",215.97,0.0005274798022583127,1.7761278741090791e-06,0.03999374434351921,0.10997770726680756,144,6.65,
189,morfonica,Sweet Cheers!,224.33,0.002463698387145996,0.00010710083734011278,0.053275980055332184,0.17942467331886292,149,6.9,
191,morfonica,誓いのWingbeat,255.0,5.313075962476432e-05,9.767729807208525e-07,0.00850815512239933,0.07170865684747696,170,7.18,
192,morfonica,Ever Sky Blue,241.13,9.823083382798359e-05,3.593559995351825e-06,0.49592310190200806,0.26114532351493835,161,6.66,
193,morfonica,Polyphonyscape,251.43,1.2526293176051695e-05,2.836438284248288e-07,0.16077303886413574,0.18160800635814667,167,6.5,
195,morfonica,Merry Merry Thanks!!,257.73,0.00010981102241203189,4.7484431320299336e-07,0.6511930227279663,0.2798291742801666,172,7.14,
194,morfonica,Wreath of Brave,263.23,0.0002759021008387208,1.2174778930784669e-05,0.019109034910798073,0.14803418517112732,175,7.6,
197,morfonica,両翼のBrilliance,239.8,1.6524563761777245e-05,6.316461735877965e-07,0.0022628381848335266,0.040752310305833817,160,7.32,
196,morfonica,Sonorous,313.27,0.003929342608898878,8.924187568482012e-05,0.18487133085727692,0.23133112490177155,209,8.69,
198,morfonica,Steer to Utopia,216.27,8.938728569773957e-06,5.721395268665219e-07,0.00014264527999330312,0.09190116822719574,144,6.7,
200,morfonica,ティリカモニカリラ,204.07,0.00040324049768969417,3.050031182283419e-06,0.4122675061225891,0.23332037031650543,136,4.51,
199,morfonica,Fateful...,286.83,0.0002457159571349621,4.836510470340727e-06,0.06489789485931396,0.12418841570615768,191,7.89,
201,morfonica,Secret Dawn,238.44,0.0005013378686271608,7.195249963842798e-06,0.3908972144126892,0.24652443826198578,159,6.39,
202,morfonica,Angel's Ladder,253.4,1.9225737560191192e-05,2.2710372604706208e-07,0.001645581447519362,0.005836907774209976,169,6.56,
203,morfonica,One step at a time,263.74,0.00041930441511794925,1.03059719549492e-05,0.07193440943956375,0.09115462005138397,176,6.94,
204,morfonica,Tempest,252.2,7.582725629617926e-06,4.664719881475321e-07,0.0029188315384089947,0.09377685189247131,168,6.87,
205,morfonica,フレージング ミラージュ,263.63,3.220170765416697e-05,7.006796067798859e-07,0.031147310510277748,0.03923455998301506,176,7.32,
206,morfonica,MUGEN Reverberate!,230.33,2.2655796783510596e-05,1.4446537761614309e-06,0.0022284951992332935,0.06725101917982101,153,5.8,
208,morfonica,esora no clover,193.87,0.001459954190067947,9.000179124996066e-05,0.7176279425621033,0.29825153946876526,129,5.48,
207,morfonica,わたしまちがいさがし,273.01,5.278866592561826e-05,1.521655690339685e-06,0.014060196466743946,0.0988423153758049,182,7.91,
209,morfonica,きょうもMerry go rounD,238.04,3.3918581721081864e-06,1.2187006959152313e-08,0.062287166714668274,0.11572375893592834,158,6.4,
210,morfonica,Feathered Dreams,226.37,6.999327888479456e-05,2.1720752556575462e-06,0.0012232851004227996,0.0069384765811264515,151,6.48,
212,morfonica,ビューティ・フォー,189.33,0.00011881052341777831,1.931224687723443e-06,0.0104823037981987,0.11247694492340088,126,4.57,
213,morfonica,胡蝶翔る星月夜,204.67,3.296099748695269e-05,1.272026395326975e-07,0.001917512621730566,0.011034026741981506,136,4.89,
211,morfonica,Portray Empathy,253.3,3.220136204618029e-05,3.725965314060886e-07,0.004390623886138201,0.007038318086415529,169,7.41,
216,morfonica,Shining Leaves,217.97,2.962702274089679e-05,5.669513711836771e-07,0.003565027844160795,0.03244892880320549,145,5.81,
215,morfonica,Resonant Strings,240.38,3.3943062589969486e-05,9.535398248772253e-08,0.0016211190959438682,0.03580315411090851,160,6.13,
214,morfonica,Color of Us,233.73,0.00015414180234074593,2.071786639135098e-06,0.02864808216691017,0.07137496769428253,156,6.5,
219,morfonica,QUEEN (Cover),145.77,4.8418853111797944e-05,3.313915840408299e-06,0.015532130375504494,0.011363659985363483,96,3.65,
218,morfonica,蒼穹へのトレイル,219.17,7.157660547818523e-06,2.2396829990611877e-07,0.0002445376303512603,0.020611675456166267,146,5.86,
217,morfonica,音がえしのセレナーデ,301.77,0.0004944568499922752,8.362675544049125e-06,0.09820722043514252,0.15542162954807281,201,7.36,
220,morfonica,again (Cover),250.8,9.813534416025504e-05,3.241239028284326e-06,0.014840057119727135,0.08105667680501938,167,6.64,
222,morfonica,メロウ (Cover),249.2,0.0020501031540334225,1.5623805666109547e-05,0.18025898933410645,0.18480144441127777,166,7.07,
223,morfonica,祝福 (Cover),194.27,0.0009825152810662985,1.72195395862218e-05,0.28985676169395447,0.22938916087150574,129,5.8,
221,morfonica,輪舞-revolution (Cover),273.5,0.0001126466304413043,3.0722203518962488e-06,0.006621385458856821,0.008634485304355621,182,7.92,
224,morfonica,Overdose (Cover),194.03,0.00042881991248577833,4.96399006806314e-05,0.016720280051231384,0.026759548112750053,129,5.14,
225,morfonica,かくれんぼ (Cover),298.7,2.0967934688087553e-05,4.828731334782788e-07,0.037617914378643036,0.14273138344287872,199,7.4,
226,morfonica,chAngE (Cover),249.57,7.215316873043776e-05,9.026686029756092e-07,0.08338824659585953,0.1805964559316635,166,6.47,
227,morfonica,ALIVE (Cover),216.03,3.27170237142127e-05,1.0716939868871123e-06,0.0019530638819560409,0.02970609813928604,144,6.05,
228,morfonica,Nameless Story (Cover),243.03,0.00014986813766881824,2.9720420116063906e-06,0.01491026021540165,0.1448560506105423,162,6.72,
229,morfonica,青空のラプソディ (Cover),277.37,9.43188788369298e-05,2.4790738279989455e-06,0.003488681511953473,0.06889156997203827,185,7.42,
230,morfonica,Nevereverland (Cover),287.4,4.7589579480700195e-05,2.537694399507018e-06,0.18450042605400085,0.27488017082214355,192,7.72,
231,morfonica,メリッサ (Cover),256.83,7.807692600181326e-05,2.1630830815411173e-06,0.018255263566970825,0.05036136135458946,171,7.27,
232,morfonica,COLORFUL BOX (Cover),238.4,0.00022172590252012014,1.2889139725302812e-05,0.01571572571992874,0.019020546227693558,159,7.16,
233,morfonica,unravel (Cover),237.4,4.293094389140606e-05,3.5447925483822473e-07,0.4431813657283783,0.21646256744861603,158,7.02,
235,morfonica,V.I.P (Cover),193.5,0.0004346574132796377,3.3985681511694565e-05,0.007053789682686329,0.041526444256305695,129,6.11,
236,morfonica,CQCQ (Cover),221.77,8.349772542715073e-06,2.593041870113666e-07,0.00024049775674939156,0.07789487391710281,148,6.12,
234,morfonica,アゲハ蝶 (Cover),280.67,0.00026154390070587397,1.7260585991607513e-06,0.011619721539318562,0.020540952682495117,187,7.87,
237,mugendai_mutype,アイの夢限,200.5,0.0010985640110448003,5.6375258282059804e-05,0.10681253671646118,0.11381503194570541,133,5.04,
238,mugendai_mutype,どんがらがっしゃん,196.53,0.00024597591254860163,4.298071416997118e-06,0.007472672499716282,0.10552006959915161,131,4.8,
239,mugendai_mutype,みゅーたんとミュータント,220.27,1.846053964982275e-05,4.5959825456520775e-07,0.004709470551460981,0.04569540545344353,147,5.03,
240,mugendai_mutype,チューニング,196.02,0.0006379445549100637,5.26766507391585e-06,0.4894683361053467,0.24761071801185608,130,5.01,
242,mugendai_mutype,グラディエント,201.02,0.019560396671295166,0.0010203853016719222,0.18032371997833252,0.11269848048686981,134,5.17,
243,mugendai_mutype,LET'Sあちあちトレーニング！,206.5,5.429043994809035e-06,4.825636779060005e-08,0.004337544087320566,0.07646573334932327,137,5.47,
241,mugendai_mutype,Dream Voyage,262.32,0.00014488476153928787,7.180276497820159e-07,0.11180446296930313,0.1500452160835266,175,6.42,
244,mugendai_mutype,真夜中遊園地,230.0,7.485636615456315e-06,2.3681019456489594e-07,0.00029061600798740983,0.026165174320340157,153,5.61,
245,mugendai_mutype,テレパシー,254.0,0.06327444314956665,0.002323510590940714,0.5917648077011108,0.25147318840026855,169,7.2,
246,mugendai_mutype,TRASH LIFE,213.02,0.00015439189155586064,1.9936601347581018e-06,0.956487774848938,0.3897457420825958,142,6.37,
249,mugendai_mutype,Calling,182.22,1.4376362287293887e-06,1.4629880240590865e-07,2.368088098592125e-05,0.015756873413920403,121,5.39,
248,mugendai_mutype,コミュ着火Fire!,185.02,1.0187178531850805e-06,5.0460347011949125e-08,4.180345422355458e-05,5.821475133416243e-05,123,5.62,
247,mugendai_mutype,新人類は仮想世界の夢を見るか?,234.02,4.219095899316017e-06,1.1839838975902239e-07,6.285702693276107e-05,0.0002992725931107998,156,6.61,
250,mugendai_mutype,Hi-Vision,180.5,4.0168182749766856e-05,1.7370716705045197e-06,0.008568983525037766,0.03982994705438614,120,4.72,
252,mugendai_mutype,✞animaるパーティ✞開催中✞,177.02,3.5064813346252777e-06,7.637654420022955e-08,0.00309733091853559,0.06267625093460083,117,4.2,
251,mugendai_mutype,コハク,220.02,0.0008699962636455894,3.923373697034549e-06,0.07252058386802673,0.08788111060857773,146,6.02,
255,mugendai_mutype,ビッグマウス,173.02,2.656857986949035e-06,1.926093915471938e-07,9.690500155556947e-05,0.0006811987259425223,115,4.68,
253,mugendai_mutype,エンプティパペット,186.02,2.4092085368465632e-05,1.9475795909329463e-07,0.0010238627437502146,0.003297490067780018,124,4.86,
254,mugendai_mutype,限界現実サバイブ天使,196.02,3.7642501411028206e-05,2.193120508309221e-06,0.0025756547693163157,0.0548226535320282,130,5.46,
256,mugendai_mutype,夢現妄想世界,212.19,3.739412932191044e-06,4.228682541906892e-07,7.619085226906464e-05,0.016131693497300148,141,5.19,
257,mugendai_mutype,やわやわNERD 超FreQuency,187.6,1.4830829059064854e-05,9.191599019686691e-07,0.0007360990275628865,0.04939489811658859,125,4.77,
258,mugendai_mutype,超惑星Xへの旅,173.63,3.458379069343209e-05,4.203736807539826e-07,0.0048944964073598385,0.05967641994357109,115,4.0,
261,mygo,壱雫空,189.59,5.003251862945035e-05,2.160765689041e-06,0.01298968493938446,0.12301085144281387,126,4.87,
260,mygo,迷星叫,211.37,6.278631190070882e-05,3.2791219837235985e-06,0.1189604252576828,0.1674959659576416,141,5.63,
259,mugendai_mutype,これはぼくたちの生存のあらすじ,234.77,2.6114155843970366e-05,1.7073404023904004e-06,0.00033288687700405717,0.0004611055483110249,156,6.26,
262,mygo,碧天伴走,218.87,5.25764116900973e-05,2.936126293207053e-06,0.0018759934464469552,0.015032612718641758,146,6.12,
263,mygo,影色舞,209.45,9.787543240236118e-05,1.6565086298214737e-06,0.008920684456825256,0.07470861077308655,139,5.61,
264,mygo,歌いましょう鳴らしましょう,176.49,1.182600772153819e-05,5.455180129843029e-08,0.0012479181168600917,0.01048023346811533,117,4.85,
265,mygo,潜在表明,262.12,0.00018928450299426913,1.0346009730710648e-05,0.004185907077044249,0.011051059700548649,175,6.79,
266,mygo,音一会,282.01,0.0007169542368501425,8.824734322843142e-06,0.02928183041512966,0.1271468997001648,188,7.46,
267,mygo,春日影 (MyGO!!!!! ver.),256.61,0.13815876841545105,0.010977956466376781,0.8327051401138306,0.3283987045288086,171,7.56,
268,mygo,詩超絆,237.2,2.1137195290066302e-05,4.78380854929128e-07,0.5684236288070679,0.26078125834465027,158,6.88,
269,mygo,迷路日々,215.45,0.00011457358777988702,5.306389084580587e-06,0.015423300676047802,0.09248358756303787,143,6.27,
270,mygo,無路矢,222.93,0.0008878789376467466,3.823108636424877e-05,0.02142799086868763,0.027834882959723473,148,6.5,
272,mygo,栞,266.41,0.4662819504737854,0.061139196157455444,0.9457824230194092,0.3482576310634613,178,6.96,
271,mygo,名無声,271.65,0.00010043807560577989,6.328845302050468e-06,0.16693691909313202,0.19567574560642242,181,8.16,
275,mygo,孤壊牢,215.57,2.781311923172325e-05,4.4279568101046607e-07,0.0016017216257750988,0.06633342057466507,143,6.31,
273,mygo,歩拾道,260.28,0.0021193246357142925,3.5026932891923934e-05,0.029977945610880852,0.027942143380641937,173,7.56,
276,mygo,霧周途,222.17,4.304538742871955e-05,2.492635985618108e-06,0.000611160765402019,0.006248220801353455,148,6.41,
274,mygo,明弦音,243.92,0.00013416112051345408,4.120262474316405e-06,0.003075473941862583,0.010695825330913067,162,6.96,
278,mygo,処救生,217.49,8.005394920473918e-05,4.896779046248412e-06,0.007221186999231577,0.049447622150182724,145,5.84,
280,mygo,夜隠染,200.97,0.0007350732339546084,1.6479996702400967e-05,0.05713118985295296,0.10229763388633728,134,5.66,
279,mygo,輪符雨,207.57,3.5204422601964325e-05,2.68763233179925e-06,0.000523636001162231,0.025851020589470863,138,5.81,
277,mygo,端程山,260.97,0.00014147030015010387,1.467286710976623e-05,0.005819614510983229,0.19852745532989502,174,7.13,
281,mygo,過惰幻,237.61,0.8795555830001831,0.12181005626916885,0.9989542365074158,0.3328150510787964,158,6.01,
282,mygo,回層浮,261.24,0.0001908165868371725,4.968364464730257e-06,0.0060687619261443615,0.007394124288111925,174,6.37,
283,mygo,砂寸奏,223.6,1.2868447811342776e-05,8.36548906590906e-07,0.0009015341056510806,0.004945741966366768,149,5.93,
287,mygo,証命讃歌,192.2,5.870715995115461e-06,1.3353593431020272e-07,0.00013807759387418628,0.0008828776772134006,128,5.68,
286,mygo,掌心正銘,221.47,5.7247752920375206e-06,9.976375281439687e-08,0.0003129027027171105,0.02416214346885681,147,6.33,
284,mygo,焚音打,242.92,9.511759708402678e-05,2.0998370473535033e-06,0.0037005841732025146,0.12300571799278259,162,6.75,
285,mygo,残痕字,255.07,3.215255856048316e-05,5.203389150665316e-07,0.0011124593438580632,0.03481152281165123,170,7.08,
288,mygo,エガクミライ,239.41,0.047881852835416794,0.001925829448737204,0.32986781001091003,0.1881377100944519,159,6.35,
294,mygo,雑踏、僕らの街 (Cover),188.23,0.0002461399126332253,1.004851765173953e-05,0.007653623353689909,0.1324038952589035,125,5.33,
290,mygo,聿日箋秋,236.36,0.0003394066297914833,1.7338970792479813e-05,0.020208150148391724,0.13192018866539001,157,6.44,
289,mygo,静降想,278.19,0.00031078082975000143,6.170332198962569e-06,0.16889964044094086,0.20148590207099915,185,7.91,
292,mygo,だれかの心臓になれたなら (Cover),236.37,0.00012996960140299052,9.73987198449322e-07,0.09247811883687973,0.22232738137245178,157,6.52,
293,mygo,遥か彼方 (Cover),249.23,0.0003217491612304002,2.107688123942353e-05,0.006664971821010113,0.007583640515804291,166,6.65,
291,mygo,往欄印,298.15,2.130445409420645e-06,3.79073448186773e-08,0.00019608954607974738,0.0509343147277832,199,7.68,
300,mygo,春日影,123.01,0.7577958106994629,0.15855950117111206,0.978183925151825,0.3091660141944885,81,3.35,
297,mygo,ノンブレス・オブリージュ (Cover),207.25,0.0018473814707249403,0.00012491953384596854,0.6934565305709839,0.26611775159835815,138,5.68,
298,mygo,swim (Cover),209.55,2.3014304133539554e-06,1.0562667540625625e-07,0.00037291081389412284,0.059891633689403534,139,6.07,
295,mygo,過去を喰らう (Cover),240.48,2.8865810236311518e-05,8.214827857955243e-07,0.0009089927771128714,0.021059805527329445,160,7.3,
296,mygo,君の神様になりたい。 (Cover),249.33,0.00011878626537509263,9.922832759912126e-06,0.0025454089045524597,0.006221192888915539,166,7.25,
299,mygo,猛独が襲う (Cover),254.32,3.2302611998602515e-06,5.266013545224268e-07,0.00014556040696334094,0.013770751655101776,169,6.63,
301,pastel_palettes,TITLE IDOL,268.37,0.007076967973262072,0.0002475043584126979,0.14482039213180542,0.17816980183124542,179,6.92,
302,pastel_palettes,ワクワクmeetsトリップ,247.3,0.00020719922031275928,1.6207839507842436e-05,0.005002921912819147,0.05505606532096863,165,7.15,
303,pastel_palettes,ゆら・ゆらRing-Dong-Dance,265.14,8.759424963500351e-05,1.8187655541623826e-06,0.017432762309908867,0.08289685100317001,177,7.7,
306,pastel_palettes,天下トーイツ A to Z☆,218.57,2.9559885661001317e-05,8.533208983863005e-07,0.0023091761395335197,0.012008518911898136,145,6.67,
304,pastel_palettes,もういちど ルミナス,260.04,4.908090704702772e-05,1.0500295957172057e-06,0.39285996556282043,0.25097712874412537,173,7.28,
305,pastel_palettes,あっつあつ 常夏 らぶ☆サマー！,246.87,0.001060806680470705,4.200916373520158e-05,0.04062923043966293,0.04501907154917717,164,7.33,
307,pastel_palettes,しゅわりん☆どり〜みん,236.37,1.7939517420018092e-05,9.082152132577903e-07,0.004449949599802494,0.12690158188343048,157,5.84,
308,pastel_palettes,Power of LOVE!!!,231.7,2.3836028049117886e-05,1.653673507462372e-06,0.002303950022906065,0.03465224429965019,154,5.9,
309,pastel_palettes,きゅ～まい＊flower,220.6,0.0018182771746069193,2.3707683794782497e-05,0.057243019342422485,0.08033062517642975,147,5.52,
312,pastel_palettes,はなまる◎アンダンテ,226.47,0.003051779931411147,0.00027315568877384067,0.5311643481254578,0.26833248138427734,151,5.93,
310,pastel_palettes,Winking☆Cheer,310.07,0.23169641196727753,0.018388301134109497,0.924793004989624,0.3339184820652008,207,7.39,
311,pastel_palettes,ゆめゆめグラデーション,284.73,0.0006227282574400306,1.3683418728760444e-05,0.06178721785545349,0.15463018417358398,190,7.24,
313,pastel_palettes,パスパレボリューションず☆,231.33,0.003100234316661954,0.00012433792289812118,0.07132481038570404,0.13431614637374878,154,5.89,
314,pastel_palettes,SURVIVOR ねばーぎぶあっぷ!,248.63,0.0001588946470292285,8.074738616414834e-06,0.0025091376155614853,0.005350784864276648,166,6.5,
316,pastel_palettes,ゼッタイ宣言～Recital～,241.53,0.00012999102182220668,3.286441597083467e-06,0.028349174186587334,0.10511693358421326,161,6.59,
315,pastel_palettes,Wonderland Girl,271.03,4.843295391765423e-05,8.942269573708472e-07,0.0013908261898905039,0.003500658553093672,181,7.69,
318,pastel_palettes,Wonderful Sweet!,247.4,1.0335085789847653e-05,4.6840304435136204e-07,0.0007015953888185322,0.01317762304097414,165,7.13,
317,pastel_palettes,ぎゅっDAYS♪,251.63,0.00019720912678167224,1.898765731311869e-05,0.004612477961927652,0.021056804805994034,168,7.15,
319,pastel_palettes,るんっ♪てぃてぃー！,229.27,6.323276465991512e-06,4.075258175362251e-07,0.0003500563034322113,0.13362649083137512,153,6.46,
320,pastel_palettes,パッパレ☆人生！バーン万歳！,239.53,0.0006647354457527399,2.432988003420178e-05,0.03362806886434555,0.12171924114227295,159,5.98,
322,pastel_palettes,あこがれacross,234.57,0.0004856507002841681,6.0383358686522115e-06,0.03957829251885414,0.11157218366861343,156,5.98,
321,pastel_palettes,Brand new Pastel Road!,255.5,1.1295331205474213e-05,1.7588909884125314e-07,0.02594347856938839,0.17081260681152344,170,6.78,
323,pastel_palettes,ハレハレ☆フォーチュン,270.47,0.00010072265285998583,2.1648961592291016e-06,0.03731793165206909,0.04839186370372772,180,7.3,
324,pastel_palettes,ハナヒバナ,274.2,0.01826748065650463,0.0006894452380947769,0.50457364320755,0.2339962273836136,183,7.39,
325,pastel_palettes,そばかす,250.57,0.0011292643612250686,8.90460614755284e-06,0.18509438633918762,0.15061625838279724,167,7.08,
328,pastel_palettes,ラムのラブソング,162.4,0.006791990250349045,0.0003772981290239841,0.07819516956806183,0.08841980248689651,108,4.8,
326,pastel_palettes,気まぐれロマンティック,243.77,0.0007498959312215447,2.8027532607666217e-05,0.7387019991874695,0.3147399127483368,162,6.97,
327,pastel_palettes,ドリームパレード,234.7,0.00015297136269509792,7.917185939732008e-06,0.002824990311637521,0.02529863268136978,156,6.03,
329,pastel_palettes,DANCE! おジャ魔女,196.5,0.0011529569746926427,8.312337740790099e-05,0.027115391567349434,0.02035585790872574,131,5.04,
330,pastel_palettes,DISCOTHEQUE,243.27,0.0009390937048010528,7.561689562862739e-05,0.031024053692817688,0.03465969115495682,162,6.37,
331,pastel_palettes,ゆりゆららららゆるゆり大事件,229.27,0.000503573683090508,1.0082954986501136e-06,0.008971644565463066,0.013530382886528969,153,5.79,
332,pastel_palettes,SAKURAスキップ,228.83,0.0003073133702855557,2.198244328610599e-05,0.009166837669909,0.04607703909277916,152,5.96,
333,pastel_palettes,Stay Alive,263.97,0.0013268685434013605,7.793283657520078e-06,0.79189133644104,0.31147804856300354,176,6.78,
334,pastel_palettes,秘密の扉から会いにきて,218.6,4.622299093171023e-05,2.3033689444673655e-07,0.001275600865483284,0.012330295518040657,145,5.97,
335,pastel_palettes,トリドリ＊パレット,252.23,0.0005838673678226769,8.332999277627096e-05,0.01830538734793663,0.03397473692893982,168,6.41,
337,pastel_palettes,Radiate Warriors,240.33,0.0003897669957950711,6.829352514614584e-06,0.010228014551103115,0.014666215516626835,160,6.47,
336,pastel_palettes,ドラマチック！アライブ,259.53,0.0007037514005787671,7.125051524781156e-06,0.016673075035214424,0.020146839320659637,173,7.76,
338,pastel_palettes,ReReReエボリューションず☆,214.47,4.1724029870238155e-05,1.1326010280754417e-06,0.046932194381952286,0.22569096088409424,143,5.79,
339,pastel_palettes,everyday flower,240.3,0.006406533066183329,0.0003268715227022767,0.16489697992801666,0.15901322662830353,160,6.38,
340,pastel_palettes,With〜きみとわたしたちの物語〜,245.87,0.004828700330108404,0.00024769495939835906,0.5246906876564026,0.24278372526168823,164,6.81,
341,pastel_palettes,フレっとパレットFight Song!!,241.97,0.0003461344458628446,4.834458650293527e-06,0.015645146369934082,0.021758712828159332,161,5.73,
342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,243.7,0.006551365368068218,0.0004064407548867166,0.13829049468040466,0.15349023044109344,162,5.93,
343,pastel_palettes,ホワイト ノスタルジア,283.83,0.004241079557687044,0.0001365277566947043,0.3531508147716522,0.2159978151321411,189,7.66,
344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),268.87,0.0036580662708729506,0.00014925762661732733,0.04130448400974274,0.06689458340406418,179,7.66,
346,pastel_palettes,Sparkling Daydream (Cover),249.23,2.467683589202352e-05,8.074568569327312e-08,0.0013010273687541485,0.14680041372776031,166,7.27,
347,pastel_palettes,春を告げる (Cover),198.93,0.0005956693203188479,7.388367066596402e-06,0.06875854730606079,0.1077788919210434,132,6.43,
345,pastel_palettes,奏（かなで） (Cover),294.37,0.3955630660057068,0.0382431223988533,0.8768409490585327,0.30817756056785583,196,8.42,
348,pastel_palettes,だから、ひとりじゃない (Cover),230.13,0.033750999718904495,0.002327893627807498,0.46317780017852783,0.24253018200397491,153,6.22,
349,pastel_palettes,サインはB (Cover),215.4,0.00015135320427361876,7.224542173389636e-07,0.0019816868007183075,0.008884962648153305,143,5.44,
350,pastel_palettes,愛包ダンスホール (Cover),222.8,8.740389603190124e-06,6.324734158624779e-07,0.0004921943764202297,0.01725052297115326,148,6.01,
351,pastel_palettes,最上級にかわいいの！ (Cover),191.33,0.016042441129684448,0.0012705205008387566,0.21620655059814453,0.15132828056812286,127,4.94,
352,pastel_palettes,♡桃色片想い♡ (Cover),257.57,0.0003522728511597961,1.544242877571378e-05,0.02102508582174778,0.04537416249513626,172,7.04,
353,pastel_palettes,金曜日のおはよう (Cover),241.73,0.0009376191883347929,1.1519003237481229e-05,0.10983237624168396,0.13919271528720856,161,6.88,
354,pastel_palettes,魔法少女とチョコレゐト (Cover),187.96,6.229684368008748e-05,2.594611260064994e-06,0.005123451817780733,0.07451605796813965,125,5.8,
357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),103.53,1.7172460502479225e-05,8.071830848166428e-07,0.007633980363607407,0.01957712695002556,68,2.9,
355,pastel_palettes,可愛くてごめん (Cover),220.27,0.0068715219385921955,0.00043423252645879984,0.13157406449317932,0.21732215583324432,147,5.4,
356,pastel_palettes,からくりピエロ (Cover),252.23,0.0021426714956760406,4.5384666009340435e-05,0.18275269865989685,0.16585078835487366,168,5.72,
359,pastel_palettes,アイドル (Cover),214.37,1.386685744364513e-05,5.924550805502804e-07,0.00043923023622483015,0.10260605067014694,143,5.28,
358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),242.0,9.749974560691044e-05,3.6042270039615687e-06,0.035556141287088394,0.1859559267759323,161,6.54,
361,pastel_palettes,ふわふわ時間 (Cover),245.23,7.174775964813307e-05,5.870450650036219e-07,0.002998886862769723,0.17809222638607025,163,6.62,
362,pastel_palettes,Fantastic future (Cover),246.9,0.0005973458755761385,1.4901924259902444e-05,0.03126543387770653,0.07215365767478943,164,6.44,
360,pastel_palettes,secret base ～君がくれたもの～ (Cover),322.0,0.6723062992095947,0.05318169668316841,0.9760695695877075,0.3478976786136627,215,8.35,
363,pastel_palettes,Baby Sweet Berry Love (Cover),244.23,0.00013186558499000967,1.1083063327532727e-05,0.058691252022981644,0.060723114758729935,163,6.62,
366,pastel_palettes,惑星ループ (Cover),206.77,1.6811716704978608e-05,5.108221898808551e-07,0.0047260732389986515,0.048266712576150894,137,5.19,
365,pastel_palettes,ヒトリゴト (Cover),235.27,0.0017140922136604786,1.0175003808399197e-05,0.038131725043058395,0.04277438297867775,157,5.97,
364,pastel_palettes,Q＆A　リサイタル！ (Cover),291.2,4.480457573663443e-05,3.966481926909182e-06,0.0011278525926172733,0.07174018025398254,194,7.58,
368,pastel_palettes,ハッピーシンセサイザ (Cover),238.0,3.0023817089386284e-05,4.4621432948588335e-07,0.0004430491535458714,0.005918231327086687,158,6.4,
367,pastel_palettes,世界は恋に落ちている (Cover),313.2,0.03296402096748352,0.00012643651280086488,0.3818639814853668,0.17785100638866425,209,8.05,
369,pastel_palettes,春擬き (Cover),269.03,0.000675579474773258,1.7895321434480138e-05,0.0820939689874649,0.18501721322536469,179,7.42,
371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),251.1,5.732053978135809e-05,1.9397919004404685e-06,0.03505660593509674,0.1481887400150299,167,7.16,
370,pastel_palettes,Make it! (Cover),252.4,5.8172561693936586e-05,1.222220102903293e-08,0.005872179754078388,0.11838354170322418,168,7.37,
372,pastel_palettes,夜に駆ける (Cover),262.6,0.002795248292386532,7.801818719599396e-05,0.1197696328163147,0.13788005709648132,175,7.16,
373,pastel_palettes,徒花ネクロマンシー (Cover),242.7,2.0955335457983892e-06,1.377613187969473e-07,2.7538462745724246e-05,0.04113277420401573,162,6.29,
374,pastel_palettes,ノスタルジックレインフォール (Cover),237.03,0.0021245810203254223,5.005449565942399e-05,0.536999523639679,0.26761776208877563,158,6.2,
375,poppin_party,Yes! BanG_Dream!,309.97,1.7006606867653318e-05,4.22282312229072e-07,0.00028792174998670816,0.006430689711123705,207,8.13,
378,poppin_party,ティアドロップス,217.13,2.7847897854371695e-06,2.2117291109680082e-08,0.00011086719314334914,0.030467675998806953,144,6.2,
377,poppin_party,走り始めたばかりのキミに,260.97,5.4216452554101124e-05,2.8168966537123197e-07,0.23246179521083832,0.2479131668806076,174,6.99,
376,poppin_party,STAR BEAT!～ホシノコドウ～,320.73,0.00012930291995871812,3.598962393880356e-06,0.016959795728325844,0.19612926244735718,214,8.17,
379,poppin_party,ときめきエクスペリエンス！,257.67,7.668530088267289e-06,2.7806450475509337e-07,0.001479228027164936,0.1600366234779358,172,6.92,
380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,305.9,0.00019389449153095484,2.8120382467022864e-06,0.02936250902712345,0.061619579792022705,204,7.63,
381,poppin_party,私の心はチョココロネ,252.9,0.0006497496506199241,3.736875805770978e-05,0.15757247805595398,0.20612376928329468,168,6.41,
