idx,tag,band,song,selected_bpm_m2,selected_bpm_m5,switched
362,pastel_palettes__362,pastel_palettes,Fantastic future (Cover),172.2,172.2,False
363,pastel_palettes__363,pastel_palettes,Baby Sweet Berry Love (Cover),169.4,169.4,False
364,pastel_palettes__364,pastel_palettes,Q＆A　リサイタル！ (Cover),181.4,60.46666666666667,True
365,pastel_palettes__365,pastel_palettes,ヒトリゴト (Cover),166.7,166.7,False
366,pastel_palettes__366,pastel_palettes,惑星ループ (Cover),169.4,169.4,False
367,pastel_palettes__367,pastel_palettes,世界は恋に落ちている (Cover),129.2,129.2,False
368,pastel_palettes__368,pastel_palettes,ハッピーシンセサイザ (Cover),126.0,126.0,False
369,pastel_palettes__369,pastel_palettes,春擬き (Cover),172.3,172.3,False
370,pastel_palettes__370,pastel_palettes,Make it! (Cover),172.2,172.2,False
371,pastel_palettes__371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),161.5,161.5,False
372,pastel_palettes__372,pastel_palettes,夜に駆ける (Cover),129.2,129.2,False
373,pastel_palettes__373,pastel_palettes,徒花ネクロマンシー (Cover),172.2,172.2,False
374,pastel_palettes__374,pastel_palettes,ノスタルジックレインフォール (Cover),166.7,166.7,False
375,poppin_party__375,poppin_party,Yes! BanG_Dream!,184.6,184.6,False
376,poppin_party__376,poppin_party,STAR BEAT!～ホシノコドウ～,195.0,195.0,False
377,poppin_party__377,poppin_party,走り始めたばかりのキミに,166.7,166.7,False
378,poppin_party__378,poppin_party,ティアドロップス,191.4,191.4,False
379,poppin_party__379,poppin_party,ときめきエクスペリエンス！,181.4,181.4,False
380,poppin_party__380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,181.4,181.4,False
381,poppin_party__381,poppin_party,私の心はチョココロネ,132.5,132.5,False
382,poppin_party__382,poppin_party,前へススメ！,181.4,181.4,False
383,poppin_party__383,poppin_party,夢みるSunflower,164.0,164.0,False
384,poppin_party__384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,178.2,178.2,False
385,poppin_party__385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,215.4,71.8,True
386,poppin_party__386,poppin_party,Time Lapse,191.4,191.4,False
387,poppin_party__387,poppin_party,八月のif,120.2,120.2,False
388,poppin_party__388,poppin_party,クリスマスのうた,139.7,139.7,False
389,poppin_party__389,poppin_party,B.O.F,175.2,175.2,False
390,poppin_party__390,poppin_party,CiRCLING,159.0,159.0,False
391,poppin_party__391,poppin_party,二重の虹(ダブル レインボウ),188.0,188.0,False
392,poppin_party__392,poppin_party,最高(さあ行こう)！,181.4,181.4,False
393,poppin_party__393,poppin_party,ガールズコード,126.0,126.0,False
394,poppin_party__394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,169.4,169.4,False
395,poppin_party__395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,161.5,161.5,False
396,poppin_party__396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,175.2,175.2,False
397,poppin_party__397,poppin_party,Breakthrough!,184.6,184.6,False
398,poppin_party__398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,191.4,191.4,False
399,poppin_party__399,poppin_party,イニシャル,191.4,191.4,False
400,poppin_party__400,poppin_party,Hello! Wink!,152.0,152.0,False
401,poppin_party__401,poppin_party,Step×Step!,147.7,147.7,False
402,poppin_party__402,poppin_party,Jumpin',195.0,195.0,False
403,poppin_party__403,poppin_party,White Afternoon,143.6,143.6,False
404,poppin_party__404,poppin_party,キラキラスター！,149.8,49.93333333333334,True
405,poppin_party__405,poppin_party,Returns,184.6,184.6,False
406,poppin_party__406,poppin_party,Dreamers Go!,184.6,184.6,False
407,poppin_party__407,poppin_party,キズナミュージック♪,188.0,188.0,False
408,poppin_party__408,poppin_party,ミライトレイン,175.2,175.2,False
409,poppin_party__409,poppin_party,夢を撃ち抜く瞬間に！,202.6,202.6,False
410,poppin_party__410,poppin_party,ぽっぴん'しゃっふる,220.0,220.0,False
411,poppin_party__411,poppin_party,夏空 SUN! SUN! SEVEN!,175.2,175.2,False
412,poppin_party__412,poppin_party,1000回潤んだ空,181.4,60.46666666666667,True
413,poppin_party__413,poppin_party,HAPPY HAPPY PARTY!,139.6,139.6,False
414,poppin_party__414,poppin_party,夏のドーン！,159.0,159.0,False
415,poppin_party__415,poppin_party,キミにもらったもの,147.7,147.7,False
416,poppin_party__416,poppin_party,Light Delight,181.4,181.4,False
417,poppin_party__417,poppin_party,切ないSandglass,184.6,184.6,False
418,poppin_party__418,poppin_party,Home Street,211.0,211.0,False
419,poppin_party__419,poppin_party,What's the POPIPA!?,184.6,184.6,False
420,poppin_party__420,poppin_party,SAKURA MEMORIES,175.2,175.2,False
421,poppin_party__421,poppin_party,アニバーサリー,169.4,169.4,False
422,poppin_party__422,poppin_party,Tomorrow's Door,178.2,178.2,False
423,poppin_party__423,poppin_party,イントロダクション,164.0,164.0,False
424,poppin_party__424,poppin_party,TARINAI,191.4,191.4,False
425,poppin_party__425,poppin_party,DOKI DOKI SCARY,143.6,143.6,False
426,poppin_party__426,poppin_party,Photograph,152.0,152.0,False
427,poppin_party__427,poppin_party,夏に閉じこめて,191.4,191.4,False
428,poppin_party__428,poppin_party,ぽっぴん'どりーむ！,198.8,198.8,False
429,poppin_party__429,poppin_party,星の約束,175.2,175.2,False
430,poppin_party__430,poppin_party,新しい季節に,126.0,126.0,False
431,poppin_party__431,poppin_party,トレモロアイズ,164.0,164.0,False
432,poppin_party__432,poppin_party,雨上がり、キミと,188.0,188.0,False
433,poppin_party__433,poppin_party,花咲く未来に,139.6,139.6,False
434,poppin_party__434,poppin_party,Live Beyond!!,191.4,191.4,False
435,poppin_party__435,poppin_party,Sweets BAN!,156.6,156.6,False
436,poppin_party__436,poppin_party,キミが始まる！,178.2,178.2,False
437,poppin_party__437,poppin_party,Moonlight Walk,191.4,191.4,False
438,poppin_party__438,poppin_party,ここから先は歌にならない,191.4,191.4,False
439,poppin_party__439,poppin_party,青春 To Be Continued,132.5,132.5,False
440,poppin_party__440,poppin_party,Future Place,184.6,184.6,False
441,poppin_party__441,poppin_party,大好き！,166.7,166.7,False
442,poppin_party__442,poppin_party,Five Letters,129.2,129.2,False
443,poppin_party__443,poppin_party,最強☆ソング,181.4,181.4,False
444,poppin_party__444,poppin_party,RiNG A BELL,181.4,60.46666666666667,True
445,poppin_party__445,poppin_party,Drive Your Heart,147.7,147.7,False
446,poppin_party__446,poppin_party,とっておきAnswer,191.4,191.4,False
447,poppin_party__447,poppin_party,START!! True dreams,178.2,178.2,False
448,poppin_party__448,poppin_party,どきどきデエト,184.6,184.6,False
449,poppin_party__449,poppin_party,チョコレイトの低音レシピ,191.4,191.4,False
450,poppin_party__450,poppin_party,Chu Chueen!,211.0,211.0,False
451,poppin_party__451,poppin_party,どきどきSING OUT!,195.0,195.0,False
452,poppin_party__452,poppin_party,Freedom,159.0,159.0,False
453,poppin_party__453,poppin_party,Game Changer,198.8,198.8,False
454,poppin_party__454,poppin_party,花園電気ギター！！！,188.0,188.0,False
455,poppin_party__455,poppin_party,す、好きなんかじゃない！,166.8,166.8,False
456,poppin_party__456,poppin_party,遠い音楽 ～ハートビート～,169.4,169.4,False
457,poppin_party__457,poppin_party,ほな！,184.6,184.6,False
458,poppin_party__458,poppin_party,世界中の青空をあつめて,195.0,195.0,False
459,poppin_party__459,poppin_party,勇気Limit！,112.3,112.3,False
460,poppin_party__460,poppin_party,開けたらDream!,139.7,139.7,False
461,poppin_party__461,poppin_party,絆色のアンサンブル,188.0,62.66666666666666,True
462,poppin_party__462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),191.4,191.4,False
463,poppin_party__463,poppin_party,ちゅ、多様性。 (Cover),152.0,152.0,False
464,poppin_party__464,poppin_party,フィクション (Cover),123.0,123.0,False
465,poppin_party__465,poppin_party,幾億光年 (Cover),191.4,191.4,False
466,poppin_party__466,poppin_party,心絵 (Cover),191.4,191.4,False
467,poppin_party__467,poppin_party,じょいふる (Cover),159.0,159.0,False
468,poppin_party__468,poppin_party,MATSURI BAYASHI (Cover),152.0,152.0,False
469,poppin_party__469,poppin_party,私は最強 (Cover),191.4,63.8,True
470,poppin_party__470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),136.0,136.0,False
471,poppin_party__471,poppin_party,夜行性ハイズ (Cover),132.5,132.5,False
472,poppin_party__472,poppin_party,メランコリック (Cover),139.7,139.7,False
473,poppin_party__473,poppin_party,怪獣の花唄 (Cover),149.8,49.93333333333334,True
474,poppin_party__474,poppin_party,光るなら (Cover),159.0,159.0,False
475,poppin_party__475,poppin_party,ミュージック・アワー (Cover),136.0,136.0,False
476,poppin_party__476,poppin_party,only my railgun (Cover),143.6,143.6,False
477,poppin_party__477,poppin_party,ロミオとシンデレラ (Cover),169.4,169.4,False
478,poppin_party__478,poppin_party,Daydream café (Cover),147.7,147.7,False
479,poppin_party__479,poppin_party,君じゃなきゃダメみたい (Cover),132.5,132.5,False
480,poppin_party__480,poppin_party,＊〜アスタリスク〜 (Cover),129.2,129.2,False
481,poppin_party__481,poppin_party,DAYS of DASH (Cover),159.0,159.0,False
482,poppin_party__482,poppin_party,檄！帝国華撃団 (Cover),143.6,47.86666666666666,True
483,poppin_party__483,poppin_party,DAYS (Cover),136.0,136.0,False
484,poppin_party__484,poppin_party,ディスカバリー！ (Cover),172.2,172.2,False
485,poppin_party__485,poppin_party,チェリボム (Cover),191.4,191.4,False
486,poppin_party__486,poppin_party,ヴァンパイア (Cover),164.0,164.0,False
487,poppin_party__487,poppin_party,怪物 (Cover),169.4,169.4,False
488,poppin_party__488,poppin_party,大河よ共に泣いてくれ (Cover),175.2,175.2,False
489,poppin_party__489,poppin_party,空色デイズ (Cover),175.2,175.2,False
490,raise_a_suilen__490,raise_a_suilen,Invincible Fighter,198.8,198.8,False
491,raise_a_suilen__491,raise_a_suilen,A DECLARATION OF ×××,152.0,152.0,False
492,raise_a_suilen__492,raise_a_suilen,SOUL SOLDIER,191.4,63.8,True
493,raise_a_suilen__493,raise_a_suilen,UNSTOPPABLE,169.4,169.4,False
494,raise_a_suilen__494,raise_a_suilen,HELL! or HELL?,198.8,198.8,False
495,raise_a_suilen__495,raise_a_suilen,Beautiful Birthday,175.2,175.2,False
496,raise_a_suilen__496,raise_a_suilen,Takin’ my Heart,184.6,61.53333333333333,True
497,raise_a_suilen__497,raise_a_suilen,DRIVE US CRAZY,211.0,211.0,False
498,raise_a_suilen__498,raise_a_suilen,!NVADE SHOW!,169.4,56.46666666666667,True
499,raise_a_suilen__499,raise_a_suilen,REIGNING,181.4,181.4,False
500,raise_a_suilen__500,raise_a_suilen,EXPOSE ‘Burn out!!!’,191.4,191.4,False
501,raise_a_suilen__501,raise_a_suilen,R・I・O・T,139.7,139.7,False
502,raise_a_suilen__502,raise_a_suilen,V.I.P MONSTER,172.3,172.3,False
503,raise_a_suilen__503,raise_a_suilen,mind of Prominence,188.0,188.0,False
504,raise_a_suilen__504,raise_a_suilen,Ray of hope,126.0,126.0,False
505,raise_a_suilen__505,raise_a_suilen,EXIST,139.7,139.7,False
506,raise_a_suilen__506,raise_a_suilen,Sacred world,141.6,141.6,False
507,raise_a_suilen__507,raise_a_suilen,-N-E-M-E-S-I-S-,143.6,143.6,False
508,raise_a_suilen__508,raise_a_suilen,DANCING DARING,188.0,188.0,False
509,raise_a_suilen__509,raise_a_suilen,BATTLE CRY,188.0,188.0,False
510,raise_a_suilen__510,raise_a_suilen,Domination to world,198.8,198.8,False
511,raise_a_suilen__511,raise_a_suilen,THE WAY OF LIFE,169.4,169.4,False
512,raise_a_suilen__512,raise_a_suilen,灼熱 Bonfire!,156.6,156.6,False
513,raise_a_suilen__513,raise_a_suilen,Repaint,206.8,206.8,False
514,raise_a_suilen__514,raise_a_suilen,Life on the Lotus,136.0,136.0,False
515,raise_a_suilen__515,raise_a_suilen,CORUSCATE -DNA-,147.7,147.7,False
516,raise_a_suilen__516,raise_a_suilen,That Is How I Roll!,181.4,181.4,False
517,raise_a_suilen__517,raise_a_suilen,しゅわりん☆どり～みん,175.2,175.2,False
518,raise_a_suilen__518,raise_a_suilen,パスパレボリューションず☆,175.2,175.2,False
519,raise_a_suilen__519,raise_a_suilen,えがおのオーケストラっ！,139.7,139.7,False
520,raise_a_suilen__520,raise_a_suilen,Don't be afraid!,181.4,181.4,False
521,raise_a_suilen__521,raise_a_suilen,ゆら・ゆらRing-Dong-Dance,172.2,172.2,False
522,raise_a_suilen__522,raise_a_suilen,Hey-day狂騒曲(カプリチオ),159.0,159.0,False
523,raise_a_suilen__523,raise_a_suilen,Scarlet Sky,181.4,181.4,False
524,raise_a_suilen__524,raise_a_suilen,ゴーカ！ごーかい！？ファントムシーフ！,215.4,215.4,False
526,raise_a_suilen__526,raise_a_suilen,That Is How I Roll! (ライブ / アンコール),181.4,181.4,False
527,raise_a_suilen__527,raise_a_suilen,R･I･O･T (ライブ / アンコール),139.6,139.6,False
528,raise_a_suilen__528,raise_a_suilen,Apocalypse,152.0,152.0,False
529,raise_a_suilen__529,raise_a_suilen,TWIN TALE,198.8,198.8,False
530,raise_a_suilen__530,raise_a_suilen,STRAY CERBERUS,181.4,181.4,False
531,raise_a_suilen__531,raise_a_suilen,BERSER-KEY,120.2,120.2,False
532,raise_a_suilen__532,raise_a_suilen,POLARIS,184.6,184.6,False
533,raise_a_suilen__533,raise_a_suilen,HOWLING AMBITION,136.0,136.0,False
534,raise_a_suilen__534,raise_a_suilen,VIVID FIRST TIME,198.8,198.8,False
535,raise_a_suilen__535,raise_a_suilen,'FIGHT' ADDICT,195.0,195.0,False
536,raise_a_suilen__536,raise_a_suilen,Drown Out the Noise and Push Through the Trash,191.4,191.4,False
537,raise_a_suilen__537,raise_a_suilen,FIVE as ONE,191.4,191.4,False
538,raise_a_suilen__538,raise_a_suilen,EXPOSE 'Burn out!!!' (English),191.4,191.4,False
539,raise_a_suilen__539,raise_a_suilen,Takin' my Heart (English),184.6,61.53333333333333,True
540,raise_a_suilen__540,raise_a_suilen,WELCOME TO PANDEMONIUM,202.6,202.6,False
541,raise_a_suilen__541,raise_a_suilen,WHAT AN EXPLOSION,191.4,191.4,False
542,raise_a_suilen__542,raise_a_suilen,RUNAWAY STAR,198.8,198.8,False
543,raise_a_suilen__543,raise_a_suilen,Bad Kids All Bet,169.4,169.4,False
544,raise_a_suilen__544,raise_a_suilen,Light a fire,139.7,139.7,False
545,raise_a_suilen__545,raise_a_suilen,Embrace of light,202.6,151.95,True
546,raise_a_suilen__546,raise_a_suilen,OUTSIDER RODEO,147.7,147.7,False
547,raise_a_suilen__547,raise_a_suilen,JUST THE WAY I AM,181.4,181.4,False
548,raise_a_suilen__548,raise_a_suilen,ラスハピーポー！,195.0,195.0,False
549,raise_a_suilen__549,raise_a_suilen,1/3の純情な感情 (Cover),152.0,152.0,False
550,raise_a_suilen__550,raise_a_suilen,ヒトリノ夜 (Cover),175.2,175.2,False
551,raise_a_suilen__551,raise_a_suilen,激動 (Cover),112.3,112.3,False
552,raise_a_suilen__552,raise_a_suilen,メギツネ (Cover),143.6,143.6,False
553,raise_a_suilen__553,raise_a_suilen,Bling-Bang-Bang-Born (Cover),156.6,156.6,False
554,raise_a_suilen__554,raise_a_suilen,第六感 (Cover),132.5,132.5,False
555,raise_a_suilen__555,raise_a_suilen,革命道中 (Cover),188.0,188.0,False
556,raise_a_suilen__556,raise_a_suilen,Get Wild (Cover),132.5,132.5,False
557,raise_a_suilen__557,raise_a_suilen,ボッカデラべリタ (Cover),169.4,169.4,False
558,raise_a_suilen__558,raise_a_suilen,第ゼロ感 (Cover),152.0,152.0,False
559,raise_a_suilen__559,raise_a_suilen,劣等上等 (Cover),161.5,161.5,False
560,raise_a_suilen__560,raise_a_suilen,Just Awake (Cover),191.4,191.4,False
561,raise_a_suilen__561,raise_a_suilen,Keep the Heat and Fire Yourself Up (Cover),152.0,152.0,False
562,raise_a_suilen__562,raise_a_suilen,ボッカデラベリタ (Cover),169.4,169.4,False
563,raise_a_suilen__563,raise_a_suilen,VORACITY (Cover),198.8,66.26666666666667,True
564,raise_a_suilen__564,raise_a_suilen,神っぽいな (Cover),143.6,143.6,False
565,raise_a_suilen__565,raise_a_suilen,狂乱 Hey Kids!! (Cover),143.6,143.6,False
566,raise_a_suilen__566,raise_a_suilen,SAVIOR OF SONG (Cover),191.4,191.4,False
567,raise_a_suilen__567,raise_a_suilen,恋しさとせつなさと心強さと (Cover),129.2,129.2,False
568,raise_a_suilen__568,raise_a_suilen,DEPARTURES (Cover),198.8,198.8,False
569,raise_a_suilen__569,raise_a_suilen,CORE PRIDE (Cover),184.6,184.6,False
570,roselia__570,roselia,Neo-Aspect,120.2,180.3,True
571,roselia__571,roselia,BLACK SHOUT,184.6,184.6,False
572,roselia__572,roselia,Opera of the wasteland,136.0,136.0,False
573,roselia__573,roselia,陽だまりロードナイト,143.6,143.6,False
574,roselia__574,roselia,ONENESS,191.4,191.4,False
575,roselia__575,roselia,Re:birth day,169.4,169.4,False
576,roselia__576,roselia,Legendary,143.6,143.6,False
577,roselia__577,roselia,- HEROIC ADVENT -,181.4,181.4,False
578,roselia__578,roselia,Determination Symphony,191.4,191.4,False
579,roselia__579,roselia,熱色スターマイン,188.0,188.0,False
580,roselia__580,roselia,軌跡,169.4,56.46666666666667,True
581,roselia__581,roselia,LOUDER,195.0,195.0,False
582,roselia__582,roselia,R,188.0,188.0,False
583,roselia__583,roselia,BRAVE JEWEL,191.4,191.4,False
584,roselia__584,roselia,FIRE BIRD,152.0,152.0,False
585,roselia__585,roselia,Safe and Sound,181.4,60.46666666666667,True
586,roselia__586,roselia,Avant-garde HISTORY,152.0,152.0,False
587,roselia__587,roselia,Break your desire,206.8,206.8,False
589,roselia__589,roselia,約束,123.0,123.0,False
590,roselia__590,roselia,"""UNIONS"" Road",136.0,90.66666666666666,True
591,roselia__591,roselia,Song I am.,191.4,191.4,False
592,roselia__592,roselia,Sage der Rosen,159.0,159.0,False
593,roselia__593,roselia,覚悟のLiberation,184.6,184.6,False
594,roselia__594,roselia,Keep Heart,198.8,198.8,False
595,roselia__595,roselia,Original Call,172.3,172.3,False
596,roselia__596,roselia,Always recall.,123.0,123.0,False
597,roselia__597,roselia,Floral Haven,191.4,191.4,False
598,roselia__598,roselia,Sprechchor,147.7,147.7,False
599,roselia__599,roselia,閃光,178.2,178.2,False
600,roselia__600,roselia,THE HISTORIC...,175.2,175.2,False
601,roselia__601,roselia,ROZEN HORIZON,161.5,161.5,False
602,roselia__602,roselia,廻廻奇譚,184.6,61.53333333333333,True
603,roselia__603,roselia,鳥の詩,123.0,123.0,False
604,roselia__604,roselia,Synchrogazer,159.0,53.0,True
605,roselia__605,roselia,名前のない怪物,181.4,181.4,False
606,roselia__606,roselia,Dazzle the Destiny,191.4,191.4,False
607,roselia__607,roselia,Grateful Melting,120.2,120.2,False
608,roselia__608,roselia,Second to None,184.6,184.6,False
609,roselia__609,roselia,Steadfast Spirits,191.4,191.4,False
610,roselia__610,roselia,紫炎,191.4,191.4,False
611,roselia__611,roselia,XV,191.4,191.4,False
612,roselia__612,roselia,Blessing Chord,152.0,152.0,False
613,roselia__613,roselia,Fear Nothing,114.8,114.8,False
614,roselia__614,roselia,PASSIONATE ANTHEM,195.0,195.0,False
615,roselia__615,roselia,Requiem for Fate,152.0,152.0,False
616,roselia__616,roselia,Sanctuary,120.2,120.2,False
617,roselia__617,roselia,Sunlit Musical,184.6,61.53333333333333,True
618,roselia__618,roselia,Talk to My Tone,139.7,209.55,True
619,roselia__619,roselia,一逢のFull Glory,198.8,198.8,False
620,roselia__620,roselia,礎の花冠,172.3,172.3,False
621,roselia__621,roselia,FRONTIER FANTASIA,178.2,178.2,False
622,roselia__622,roselia,Dear Gleam,195.0,195.0,False
623,roselia__623,roselia,Call the shots,188.0,62.66666666666666,True
624,roselia__624,roselia,THRONE OF ROSE,161.5,161.5,False
625,roselia__625,roselia,VIOLET LINE,198.8,198.8,False
626,roselia__626,roselia,Ringing Bloom,195.0,195.0,False
627,roselia__627,roselia,ZEAL of proud,195.0,195.0,False
628,roselia__628,roselia,Singing “OURS”,126.0,84.0,True
629,roselia__629,roselia,競宴Red×Violet,147.7,147.7,False
630,roselia__630,roselia,overtuRe,191.4,191.4,False
631,roselia__631,roselia,Proud of oneself,191.4,191.4,False
632,roselia__632,roselia,Sing Alive,195.0,195.0,False
633,roselia__633,roselia,Swear ～Night & Day～,112.3,112.3,False
634,roselia__634,roselia,Reweave (Cover),184.6,184.6,False
635,roselia__635,roselia,ヒバナ -Reloaded- (Cover),198.8,198.8,False
636,roselia__636,roselia,ファタール (Cover),156.6,156.6,False
637,roselia__637,roselia,HONEY (Cover),181.4,181.4,False
638,roselia__638,roselia,悪魔の子 (Cover),178.2,178.2,False
639,roselia__639,roselia,slash (Cover),143.6,143.6,False
640,roselia__640,roselia,右肩の蝶 (Cover),139.7,139.7,False
641,roselia__641,roselia,乙女解剖 (Cover),134.2,134.2,False
642,roselia__642,roselia,六兆年と一夜物語 (Cover),184.6,184.6,False
643,roselia__643,roselia,残酷な天使のテーゼ (Cover),139.7,139.7,False
644,roselia__644,roselia,海色 (Cover),195.0,195.0,False
645,roselia__645,roselia,ETERNAL BLAZE (Cover),156.6,156.6,False
646,roselia__646,roselia,魂のルフラン (Cover),129.2,129.2,False
647,roselia__647,roselia,This game (Cover),147.7,147.7,False
648,roselia__648,roselia,スカイクラッドの観測者 (Cover),166.8,166.8,False
649,roselia__649,roselia,シャルル (Cover),145.6,145.6,False
650,roselia__650,roselia,新時代 (Cover),175.2,175.2,False
651,roselia__651,roselia,革命デュアリズム (Cover),206.8,206.8,False
652,roselia__652,roselia,Red fraction (Cover),143.6,143.6,False
653,roselia__653,roselia,深愛 (Cover),139.7,139.7,False
654,roselia__654,roselia,Paradisus‐Paradoxum (Cover),202.6,67.53333333333333,True
655,roselia__655,roselia,Realize (Cover),206.8,206.8,False
656,roselia__656,roselia,Preserved Roses (Cover),166.8,166.8,False
657,roselia__657,roselia,My Dearest (Cover),166.7,166.7,False
658,roselia__658,roselia,Shangri-La (Cover),156.6,156.6,False
659,roselia__659,roselia,KING (Cover),166.8,166.8,False
660,mygo__660,mygo,素寄曲,117.5,117.5,False
661,mygo__661,mygo,羅永線,191.4,191.4,False
662,mygo__662,mygo,騒混出,181.4,181.4,False
