idx,tag,threshold,selected_bpm_m4,switched
153,hello_happy_world__153,0.15,58.39999999999999,True
153,hello_happy_world__153,0.2,58.39999999999999,True
154,hello_happy_world__154,0.01,99.4,False
154,hello_happy_world__154,0.02,99.4,False
154,hello_happy_world__154,0.05,99.4,False
154,hello_happy_world__154,0.08,99.4,False
154,hello_happy_world__154,0.1,66.26666666666667,True
154,hello_happy_world__154,0.15,66.26666666666667,True
154,hello_happy_world__154,0.2,66.26666666666667,True
155,hello_happy_world__155,0.01,73.85,False
155,hello_happy_world__155,0.02,73.85,False
155,hello_happy_world__155,0.05,98.46666666666664,True
155,hello_happy_world__155,0.08,98.46666666666664,True
155,hello_happy_world__155,0.1,98.46666666666664,True
155,hello_happy_world__155,0.15,98.46666666666664,True
155,hello_happy_world__155,0.2,98.46666666666664,True
156,hello_happy_world__156,0.01,92.3,False
156,hello_happy_world__156,0.02,61.53333333333333,True
156,hello_happy_world__156,0.05,61.53333333333333,True
156,hello_happy_world__156,0.08,61.53333333333333,True
156,hello_happy_world__156,0.1,61.53333333333333,True
156,hello_happy_world__156,0.15,61.53333333333333,True
156,hello_happy_world__156,0.2,61.53333333333333,True
157,hello_happy_world__157,0.01,136.0,False
157,hello_happy_world__157,0.02,136.0,False
157,hello_happy_world__157,0.05,90.66666666666666,True
157,hello_happy_world__157,0.08,90.66666666666666,True
157,hello_happy_world__157,0.1,90.66666666666666,True
157,hello_happy_world__157,0.15,90.66666666666666,True
157,hello_happy_world__157,0.2,90.66666666666666,True
158,hello_happy_world__158,0.01,132.5,False
158,hello_happy_world__158,0.02,132.5,False
158,hello_happy_world__158,0.05,88.33333333333333,True
158,hello_happy_world__158,0.08,88.33333333333333,True
158,hello_happy_world__158,0.1,88.33333333333333,True
158,hello_happy_world__158,0.15,88.33333333333333,True
158,hello_happy_world__158,0.2,88.33333333333333,True
159,hello_happy_world__159,0.01,147.7,False
159,hello_happy_world__159,0.02,147.7,False
159,hello_happy_world__159,0.05,147.7,False
159,hello_happy_world__159,0.08,98.46666666666664,True
159,hello_happy_world__159,0.1,98.46666666666664,True
159,hello_happy_world__159,0.15,98.46666666666664,True
159,hello_happy_world__159,0.2,98.46666666666664,True
160,hello_happy_world__160,0.01,156.6,False
160,hello_happy_world__160,0.02,156.6,False
160,hello_happy_world__160,0.05,104.4,True
160,hello_happy_world__160,0.08,104.4,True
160,hello_happy_world__160,0.1,104.4,True
160,hello_happy_world__160,0.15,104.4,True
160,hello_happy_world__160,0.2,104.4,True
161,hello_happy_world__161,0.01,126.0,False
161,hello_happy_world__161,0.02,126.0,False
161,hello_happy_world__161,0.05,189.0,True
161,hello_happy_world__161,0.08,189.0,True
161,hello_happy_world__161,0.1,189.0,True
161,hello_happy_world__161,0.15,189.0,True
161,hello_happy_world__161,0.2,189.0,True
162,hello_happy_world__162,0.01,27.5,False
162,hello_happy_world__162,0.02,27.5,False
162,hello_happy_world__162,0.05,27.5,False
162,hello_happy_world__162,0.08,27.5,False
162,hello_happy_world__162,0.1,73.33333333333333,True
162,hello_happy_world__162,0.15,73.33333333333333,True
162,hello_happy_world__162,0.2,73.33333333333333,True
163,hello_happy_world__163,0.01,34.925,False
163,hello_happy_world__163,0.02,34.925,False
163,hello_happy_world__163,0.05,34.925,False
163,hello_happy_world__163,0.08,34.925,False
163,hello_happy_world__163,0.1,34.925,False
163,hello_happy_world__163,0.15,93.13333333333333,True
163,hello_happy_world__163,0.2,93.13333333333333,True
164,hello_happy_world__164,0.01,38.0,False
164,hello_happy_world__164,0.02,38.0,False
164,hello_happy_world__164,0.05,38.0,False
164,hello_happy_world__164,0.08,38.0,False
164,hello_happy_world__164,0.1,101.33333333333331,True
164,hello_happy_world__164,0.15,101.33333333333331,True
164,hello_happy_world__164,0.2,101.33333333333331,True
165,hello_happy_world__165,0.01,71.8,False
165,hello_happy_world__165,0.02,71.8,False
165,hello_happy_world__165,0.05,95.73333333333332,True
165,hello_happy_world__165,0.08,95.73333333333332,True
165,hello_happy_world__165,0.1,95.73333333333332,True
165,hello_happy_world__165,0.15,95.73333333333332,True
165,hello_happy_world__165,0.2,95.73333333333332,True
166,hello_happy_world__166,0.01,79.5,False
166,hello_happy_world__166,0.02,79.5,False
166,hello_happy_world__166,0.05,79.5,False
166,hello_happy_world__166,0.08,79.5,False
166,hello_happy_world__166,0.1,79.5,False
166,hello_happy_world__166,0.15,53.0,True
166,hello_happy_world__166,0.2,53.0,True
167,hello_happy_world__167,0.01,132.5,False
167,hello_happy_world__167,0.02,132.5,False
167,hello_happy_world__167,0.05,132.5,False
167,hello_happy_world__167,0.08,132.5,False
167,hello_happy_world__167,0.1,88.33333333333333,True
167,hello_happy_world__167,0.15,88.33333333333333,True
167,hello_happy_world__167,0.2,88.33333333333333,True
168,hello_happy_world__168,0.01,132.5,False
168,hello_happy_world__168,0.02,132.5,False
168,hello_happy_world__168,0.05,88.33333333333333,True
168,hello_happy_world__168,0.08,88.33333333333333,True
168,hello_happy_world__168,0.1,88.33333333333333,True
168,hello_happy_world__168,0.15,88.33333333333333,True
168,hello_happy_world__168,0.2,88.33333333333333,True
169,hello_happy_world__169,0.01,126.0,False
169,hello_happy_world__169,0.02,126.0,False
169,hello_happy_world__169,0.05,84.0,True
169,hello_happy_world__169,0.08,84.0,True
169,hello_happy_world__169,0.1,84.0,True
169,hello_happy_world__169,0.15,84.0,True
169,hello_happy_world__169,0.2,84.0,True
170,hello_happy_world__170,0.01,123.0,False
170,hello_happy_world__170,0.02,123.0,False
170,hello_happy_world__170,0.05,123.0,False
170,hello_happy_world__170,0.08,82.0,True
170,hello_happy_world__170,0.1,82.0,True
170,hello_happy_world__170,0.15,82.0,True
170,hello_happy_world__170,0.2,82.0,True
171,hello_happy_world__171,0.01,84.7,False
171,hello_happy_world__171,0.02,84.7,False
171,hello_happy_world__171,0.05,56.46666666666667,True
171,hello_happy_world__171,0.08,56.46666666666667,True
171,hello_happy_world__171,0.1,56.46666666666667,True
171,hello_happy_world__171,0.15,56.46666666666667,True
171,hello_happy_world__171,0.2,56.46666666666667,True
172,hello_happy_world__172,0.01,84.7,False
172,hello_happy_world__172,0.02,84.7,False
172,hello_happy_world__172,0.05,84.7,False
172,hello_happy_world__172,0.08,84.7,False
172,hello_happy_world__172,0.1,56.46666666666667,True
172,hello_happy_world__172,0.15,56.46666666666667,True
172,hello_happy_world__172,0.2,56.46666666666667,True
173,hello_happy_world__173,0.01,73.85,False
173,hello_happy_world__173,0.02,73.85,False
173,hello_happy_world__173,0.05,73.85,False
173,hello_happy_world__173,0.08,98.46666666666664,True
173,hello_happy_world__173,0.1,98.46666666666664,True
173,hello_happy_world__173,0.15,98.46666666666664,True
173,hello_happy_world__173,0.2,98.46666666666664,True
174,hello_happy_world__174,0.01,152.0,False
174,hello_happy_world__174,0.02,152.0,False
174,hello_happy_world__174,0.05,101.33333333333331,True
174,hello_happy_world__174,0.08,101.33333333333331,True
174,hello_happy_world__174,0.1,101.33333333333331,True
174,hello_happy_world__174,0.15,101.33333333333331,True
174,hello_happy_world__174,0.2,101.33333333333331,True
175,hello_happy_world__175,0.01,78.3,False
175,hello_happy_world__175,0.02,78.3,False
175,hello_happy_world__175,0.05,104.4,True
175,hello_happy_world__175,0.08,104.4,True
175,hello_happy_world__175,0.1,104.4,True
175,hello_happy_world__175,0.15,104.4,True
175,hello_happy_world__175,0.2,104.4,True
176,hello_happy_world__176,0.01,27.5,False
176,hello_happy_world__176,0.02,27.5,False
176,hello_happy_world__176,0.05,73.33333333333333,True
176,hello_happy_world__176,0.08,73.33333333333333,True
176,hello_happy_world__176,0.1,73.33333333333333,True
176,hello_happy_world__176,0.15,73.33333333333333,True
176,hello_happy_world__176,0.2,73.33333333333333,True
177,hello_happy_world__177,0.01,92.3,False
177,hello_happy_world__177,0.02,92.3,False
177,hello_happy_world__177,0.05,92.3,False
177,hello_happy_world__177,0.08,92.3,False
177,hello_happy_world__177,0.1,92.3,False
177,hello_happy_world__177,0.15,61.53333333333333,True
177,hello_happy_world__177,0.2,61.53333333333333,True
178,ikka_dumb_rock__178,0.01,64.6,False
178,ikka_dumb_rock__178,0.02,64.6,False
178,ikka_dumb_rock__178,0.05,64.6,False
178,ikka_dumb_rock__178,0.08,64.6,False
178,ikka_dumb_rock__178,0.1,64.6,False
178,ikka_dumb_rock__178,0.15,86.13333333333333,True
178,ikka_dumb_rock__178,0.2,86.13333333333333,True
179,millsage__179,0.01,112.3,False
179,millsage__179,0.02,112.3,False
179,millsage__179,0.05,168.45,True
179,millsage__179,0.08,168.45,True
179,millsage__179,0.1,168.45,True
179,millsage__179,0.15,168.45,True
179,millsage__179,0.2,168.45,True
180,morfonica__180,0.01,46.15,False
180,morfonica__180,0.02,61.53333333333333,True
180,morfonica__180,0.05,61.53333333333333,True
180,morfonica__180,0.08,61.53333333333333,True
180,morfonica__180,0.1,61.53333333333333,True
180,morfonica__180,0.15,61.53333333333333,True
180,morfonica__180,0.2,61.53333333333333,True
181,morfonica__181,0.01,90.7,False
181,morfonica__181,0.02,60.46666666666667,True
181,morfonica__181,0.05,60.46666666666667,True
181,morfonica__181,0.08,60.46666666666667,True
181,morfonica__181,0.1,60.46666666666667,True
181,morfonica__181,0.15,60.46666666666667,True
181,morfonica__181,0.2,60.46666666666667,True
182,morfonica__182,0.01,95.7,False
182,morfonica__182,0.02,95.7,False
182,morfonica__182,0.05,95.7,False
182,morfonica__182,0.08,63.8,True
182,morfonica__182,0.1,63.8,True
182,morfonica__182,0.15,63.8,True
182,morfonica__182,0.2,63.8,True
183,morfonica__183,0.01,90.7,False
183,morfonica__183,0.02,90.7,False
183,morfonica__183,0.05,90.7,False
183,morfonica__183,0.08,90.7,False
183,morfonica__183,0.1,90.7,False
183,morfonica__183,0.15,60.46666666666667,True
183,morfonica__183,0.2,60.46666666666667,True
184,morfonica__184,0.01,92.3,False
184,morfonica__184,0.02,92.3,False
184,morfonica__184,0.05,92.3,False
184,morfonica__184,0.08,61.53333333333333,True
184,morfonica__184,0.1,61.53333333333333,True
184,morfonica__184,0.15,61.53333333333333,True
184,morfonica__184,0.2,61.53333333333333,True
185,morfonica__185,0.01,84.7,False
185,morfonica__185,0.02,84.7,False
185,morfonica__185,0.05,56.46666666666667,True
185,morfonica__185,0.08,56.46666666666667,True
185,morfonica__185,0.1,56.46666666666667,True
185,morfonica__185,0.15,56.46666666666667,True
185,morfonica__185,0.2,56.46666666666667,True
186,morfonica__186,0.01,43.8,False
186,morfonica__186,0.02,43.8,False
186,morfonica__186,0.05,58.39999999999999,True
186,morfonica__186,0.08,58.39999999999999,True
186,morfonica__186,0.1,58.39999999999999,True
186,morfonica__186,0.15,58.39999999999999,True
186,morfonica__186,0.2,58.39999999999999,True
187,morfonica__187,0.01,87.6,False
187,morfonica__187,0.02,87.6,False
187,morfonica__187,0.05,87.6,False
187,morfonica__187,0.08,58.39999999999999,True
187,morfonica__187,0.1,58.39999999999999,True
187,morfonica__187,0.15,58.39999999999999,True
187,morfonica__187,0.2,58.39999999999999,True
188,morfonica__188,0.01,90.7,False
188,morfonica__188,0.02,90.7,False
188,morfonica__188,0.05,60.46666666666667,True
188,morfonica__188,0.08,60.46666666666667,True
188,morfonica__188,0.1,60.46666666666667,True
188,morfonica__188,0.15,60.46666666666667,True
188,morfonica__188,0.2,60.46666666666667,True
189,morfonica__189,0.01,73.33333333333333,True
189,morfonica__189,0.02,73.33333333333333,True
189,morfonica__189,0.05,73.33333333333333,True
189,morfonica__189,0.08,73.33333333333333,True
189,morfonica__189,0.1,73.33333333333333,True
189,morfonica__189,0.15,73.33333333333333,True
189,morfonica__189,0.2,73.33333333333333,True
190,morfonica__190,0.01,92.3,False
190,morfonica__190,0.02,61.53333333333333,True
190,morfonica__190,0.05,61.53333333333333,True
190,morfonica__190,0.08,61.53333333333333,True
190,morfonica__190,0.1,61.53333333333333,True
190,morfonica__190,0.15,61.53333333333333,True
190,morfonica__190,0.2,61.53333333333333,True
191,morfonica__191,0.01,206.8,False
191,morfonica__191,0.02,68.93333333333334,True
191,morfonica__191,0.05,68.93333333333334,True
191,morfonica__191,0.08,68.93333333333334,True
191,morfonica__191,0.1,68.93333333333334,True
191,morfonica__191,0.15,68.93333333333334,True
191,morfonica__191,0.2,68.93333333333334,True
192,morfonica__192,0.01,97.5,False
192,morfonica__192,0.02,97.5,False
192,morfonica__192,0.05,65.0,True
192,morfonica__192,0.08,65.0,True
192,morfonica__192,0.1,65.0,True
192,morfonica__192,0.15,65.0,True
192,morfonica__192,0.2,65.0,True
193,morfonica__193,0.01,101.33333333333331,True
193,morfonica__193,0.02,101.33333333333331,True
193,morfonica__193,0.05,101.33333333333331,True
193,morfonica__193,0.08,101.33333333333331,True
193,morfonica__193,0.1,101.33333333333331,True
193,morfonica__193,0.15,101.33333333333331,True
193,morfonica__193,0.2,101.33333333333331,True
194,morfonica__194,0.01,68.0,False
194,morfonica__194,0.02,68.0,False
194,morfonica__194,0.05,68.0,False
194,morfonica__194,0.08,68.0,False
194,morfonica__194,0.1,90.66666666666666,True
194,morfonica__194,0.15,90.66666666666666,True
194,morfonica__194,0.2,90.66666666666666,True
195,morfonica__195,0.01,143.6,False
195,morfonica__195,0.02,143.6,False
195,morfonica__195,0.05,143.6,False
195,morfonica__195,0.08,95.73333333333332,True
195,morfonica__195,0.1,95.73333333333332,True
195,morfonica__195,0.15,95.73333333333332,True
195,morfonica__195,0.2,95.73333333333332,True
196,morfonica__196,0.01,66.25,False
196,morfonica__196,0.02,66.25,False
196,morfonica__196,0.05,66.25,False
196,morfonica__196,0.08,88.33333333333333,True
196,morfonica__196,0.1,88.33333333333333,True
196,morfonica__196,0.15,88.33333333333333,True
196,morfonica__196,0.2,88.33333333333333,True
197,morfonica__197,0.01,86.1,False
197,morfonica__197,0.02,86.1,False
197,morfonica__197,0.05,86.1,False
197,morfonica__197,0.08,57.39999999999999,True
197,morfonica__197,0.1,57.39999999999999,True
197,morfonica__197,0.15,57.39999999999999,True
197,morfonica__197,0.2,57.39999999999999,True
198,morfonica__198,0.01,65.0,True
198,morfonica__198,0.02,65.0,True
198,morfonica__198,0.05,65.0,True
198,morfonica__198,0.08,65.0,True
198,morfonica__198,0.1,65.0,True
198,morfonica__198,0.15,65.0,True
198,morfonica__198,0.2,65.0,True
199,morfonica__199,0.01,66.25,False
199,morfonica__199,0.02,66.25,False
199,morfonica__199,0.05,66.25,False
199,morfonica__199,0.08,66.25,False
199,morfonica__199,0.1,88.33333333333333,True
199,morfonica__199,0.15,88.33333333333333,True
199,morfonica__199,0.2,88.33333333333333,True
200,morfonica__200,0.01,93.13333333333333,True
200,morfonica__200,0.02,93.13333333333333,True
200,morfonica__200,0.05,93.13333333333333,True
200,morfonica__200,0.08,93.13333333333333,True
200,morfonica__200,0.1,93.13333333333333,True
200,morfonica__200,0.15,93.13333333333333,True
200,morfonica__200,0.2,93.13333333333333,True
201,morfonica__201,0.01,66.25,False
201,morfonica__201,0.02,66.25,False
201,morfonica__201,0.05,88.33333333333333,True
201,morfonica__201,0.08,88.33333333333333,True
201,morfonica__201,0.1,88.33333333333333,True
201,morfonica__201,0.15,88.33333333333333,True
201,morfonica__201,0.2,88.33333333333333,True
202,morfonica__202,0.01,99.4,False
202,morfonica__202,0.02,99.4,False
202,morfonica__202,0.05,99.4,False
202,morfonica__202,0.08,66.26666666666667,True
202,morfonica__202,0.1,66.26666666666667,True
202,morfonica__202,0.15,66.26666666666667,True
202,morfonica__202,0.2,66.26666666666667,True
203,morfonica__203,0.01,87.6,False
203,morfonica__203,0.02,87.6,False
203,morfonica__203,0.05,87.6,False
203,morfonica__203,0.08,87.6,False
203,morfonica__203,0.1,58.39999999999999,True
203,morfonica__203,0.15,58.39999999999999,True
203,morfonica__203,0.2,58.39999999999999,True
204,morfonica__204,0.01,101.3,False
204,morfonica__204,0.02,101.3,False
204,morfonica__204,0.05,67.53333333333333,True
204,morfonica__204,0.08,67.53333333333333,True
204,morfonica__204,0.1,67.53333333333333,True
204,morfonica__204,0.15,67.53333333333333,True
204,morfonica__204,0.2,67.53333333333333,True
205,morfonica__205,0.01,95.7,False
205,morfonica__205,0.02,95.7,False
205,morfonica__205,0.05,95.7,False
205,morfonica__205,0.08,63.8,True
205,morfonica__205,0.1,63.8,True
205,morfonica__205,0.15,63.8,True
205,morfonica__205,0.2,63.8,True
206,morfonica__206,0.01,47.0,False
206,morfonica__206,0.02,47.0,False
206,morfonica__206,0.05,47.0,False
206,morfonica__206,0.08,62.66666666666666,True
206,morfonica__206,0.1,62.66666666666666,True
206,morfonica__206,0.15,62.66666666666666,True
206,morfonica__206,0.2,62.66666666666666,True
207,morfonica__207,0.01,120.2,False
207,morfonica__207,0.02,120.2,False
207,morfonica__207,0.05,180.3,True
207,morfonica__207,0.08,180.3,True
207,morfonica__207,0.1,180.3,True
207,morfonica__207,0.15,180.3,True
207,morfonica__207,0.2,180.3,True
208,morfonica__208,0.01,80.75,False
208,morfonica__208,0.02,80.75,False
208,morfonica__208,0.05,107.66666666666666,True
208,morfonica__208,0.08,107.66666666666666,True
208,morfonica__208,0.1,107.66666666666666,True
208,morfonica__208,0.15,107.66666666666666,True
208,morfonica__208,0.2,107.66666666666666,True
209,morfonica__209,0.01,68.0,False
209,morfonica__209,0.02,68.0,False
209,morfonica__209,0.05,68.0,False
209,morfonica__209,0.08,90.66666666666666,True
209,morfonica__209,0.1,90.66666666666666,True
209,morfonica__209,0.15,90.66666666666666,True
209,morfonica__209,0.2,90.66666666666666,True
210,morfonica__210,0.01,43.8,False
210,morfonica__210,0.02,43.8,False
210,morfonica__210,0.05,58.39999999999999,True
210,morfonica__210,0.08,58.39999999999999,True
210,morfonica__210,0.1,58.39999999999999,True
210,morfonica__210,0.15,58.39999999999999,True
210,morfonica__210,0.2,58.39999999999999,True
211,morfonica__211,0.01,86.1,False
211,morfonica__211,0.02,86.1,False
211,morfonica__211,0.05,57.39999999999999,True
211,morfonica__211,0.08,57.39999999999999,True
211,morfonica__211,0.1,57.39999999999999,True
211,morfonica__211,0.15,57.39999999999999,True
211,morfonica__211,0.2,57.39999999999999,True
212,morfonica__212,0.01,99.4,False
212,morfonica__212,0.02,99.4,False
212,morfonica__212,0.05,99.4,False
212,morfonica__212,0.08,66.26666666666667,True
212,morfonica__212,0.1,66.26666666666667,True
212,morfonica__212,0.15,66.26666666666667,True
212,morfonica__212,0.2,66.26666666666667,True
213,morfonica__213,0.01,99.4,False
213,morfonica__213,0.02,99.4,False
213,morfonica__213,0.05,66.26666666666667,True
213,morfonica__213,0.08,66.26666666666667,True
213,morfonica__213,0.1,66.26666666666667,True
213,morfonica__213,0.15,66.26666666666667,True
213,morfonica__213,0.2,66.26666666666667,True
214,morfonica__214,0.01,65.0,True
214,morfonica__214,0.02,65.0,True
214,morfonica__214,0.05,65.0,True
214,morfonica__214,0.08,65.0,True
214,morfonica__214,0.1,65.0,True
214,morfonica__214,0.15,65.0,True
214,morfonica__214,0.2,65.0,True
215,morfonica__215,0.01,97.5,False
215,morfonica__215,0.02,97.5,False
215,morfonica__215,0.05,65.0,True
215,morfonica__215,0.08,65.0,True
215,morfonica__215,0.1,65.0,True
215,morfonica__215,0.15,65.0,True
215,morfonica__215,0.2,65.0,True
216,morfonica__216,0.01,61.53333333333333,True
216,morfonica__216,0.02,61.53333333333333,True
216,morfonica__216,0.05,61.53333333333333,True
216,morfonica__216,0.08,61.53333333333333,True
216,morfonica__216,0.1,61.53333333333333,True
216,morfonica__216,0.15,61.53333333333333,True
216,morfonica__216,0.2,61.53333333333333,True
217,morfonica__217,0.01,92.3,False
217,morfonica__217,0.02,61.53333333333333,True
217,morfonica__217,0.05,61.53333333333333,True
217,morfonica__217,0.08,61.53333333333333,True
217,morfonica__217,0.1,61.53333333333333,True
217,morfonica__217,0.15,61.53333333333333,True
217,morfonica__217,0.2,61.53333333333333,True
218,morfonica__218,0.01,95.7,False
218,morfonica__218,0.02,95.7,False
218,morfonica__218,0.05,95.7,False
218,morfonica__218,0.08,95.7,False
218,morfonica__218,0.1,63.8,True
218,morfonica__218,0.15,63.8,True
218,morfonica__218,0.2,63.8,True
219,morfonica__219,0.01,84.7,False
219,morfonica__219,0.02,84.7,False
219,morfonica__219,0.05,84.7,False
219,morfonica__219,0.08,84.7,False
219,morfonica__219,0.1,84.7,False
219,morfonica__219,0.15,56.46666666666667,True
219,morfonica__219,0.2,56.46666666666667,True
220,morfonica__220,0.01,94.0,False
220,morfonica__220,0.02,94.0,False
220,morfonica__220,0.05,94.0,False
220,morfonica__220,0.08,94.0,False
220,morfonica__220,0.1,94.0,False
220,morfonica__220,0.15,94.0,False
220,morfonica__220,0.2,94.0,False
221,morfonica__221,0.01,64.6,False
221,morfonica__221,0.02,64.6,False
221,morfonica__221,0.05,64.6,False
221,morfonica__221,0.08,64.6,False
221,morfonica__221,0.1,64.6,False
221,morfonica__221,0.15,86.13333333333333,True
221,morfonica__221,0.2,86.13333333333333,True
222,morfonica__222,0.01,72.8,False
222,morfonica__222,0.02,48.53333333333333,True
222,morfonica__222,0.05,48.53333333333333,True
222,morfonica__222,0.08,48.53333333333333,True
222,morfonica__222,0.1,48.53333333333333,True
222,morfonica__222,0.15,48.53333333333333,True
222,morfonica__222,0.2,48.53333333333333,True
223,morfonica__223,0.01,84.7,False
223,morfonica__223,0.02,84.7,False
223,morfonica__223,0.05,56.46666666666667,True
223,morfonica__223,0.08,56.46666666666667,True
223,morfonica__223,0.1,56.46666666666667,True
223,morfonica__223,0.15,56.46666666666667,True
223,morfonica__223,0.2,56.46666666666667,True
224,morfonica__224,0.01,58.75,False
224,morfonica__224,0.02,58.75,False
224,morfonica__224,0.05,58.75,False
224,morfonica__224,0.08,78.33333333333333,True
224,morfonica__224,0.1,78.33333333333333,True
224,morfonica__224,0.15,78.33333333333333,True
224,morfonica__224,0.2,78.33333333333333,True
225,morfonica__225,0.01,90.7,False
225,morfonica__225,0.02,90.7,False
225,morfonica__225,0.05,90.7,False
225,morfonica__225,0.08,90.7,False
225,morfonica__225,0.1,90.7,False
225,morfonica__225,0.15,60.46666666666667,True
225,morfonica__225,0.2,60.46666666666667,True
226,morfonica__226,0.01,82.0,False
226,morfonica__226,0.02,82.0,False
226,morfonica__226,0.05,82.0,False
226,morfonica__226,0.08,54.66666666666666,True
226,morfonica__226,0.1,54.66666666666666,True
226,morfonica__226,0.15,54.66666666666666,True
226,morfonica__226,0.2,54.66666666666666,True
227,morfonica__227,0.01,89.1,False
227,morfonica__227,0.02,59.39999999999999,True
227,morfonica__227,0.05,59.39999999999999,True
227,morfonica__227,0.08,59.39999999999999,True
227,morfonica__227,0.1,59.39999999999999,True
227,morfonica__227,0.15,59.39999999999999,True
227,morfonica__227,0.2,59.39999999999999,True
228,morfonica__228,0.01,97.5,False
228,morfonica__228,0.02,97.5,False
228,morfonica__228,0.05,97.5,False
228,morfonica__228,0.08,65.0,True
228,morfonica__228,0.1,65.0,True
228,morfonica__228,0.15,65.0,True
228,morfonica__228,0.2,65.0,True
229,morfonica__229,0.01,68.0,False
229,morfonica__229,0.02,68.0,False
229,morfonica__229,0.05,68.0,False
229,morfonica__229,0.08,90.66666666666666,True
229,morfonica__229,0.1,90.66666666666666,True
229,morfonica__229,0.15,90.66666666666666,True
229,morfonica__229,0.2,90.66666666666666,True
230,morfonica__230,0.01,103.4,False
230,morfonica__230,0.02,103.4,False
230,morfonica__230,0.05,68.93333333333334,True
230,morfonica__230,0.08,68.93333333333334,True
230,morfonica__230,0.1,68.93333333333334,True
230,morfonica__230,0.15,68.93333333333334,True
230,morfonica__230,0.2,68.93333333333334,True
231,morfonica__231,0.01,56.46666666666667,True
231,morfonica__231,0.02,56.46666666666667,True
231,morfonica__231,0.05,56.46666666666667,True
231,morfonica__231,0.08,56.46666666666667,True
231,morfonica__231,0.1,56.46666666666667,True
231,morfonica__231,0.15,56.46666666666667,True
231,morfonica__231,0.2,56.46666666666667,True
232,morfonica__232,0.01,80.75,False
232,morfonica__232,0.02,107.66666666666666,True
232,morfonica__232,0.05,107.66666666666666,True
232,morfonica__232,0.08,107.66666666666666,True
232,morfonica__232,0.1,107.66666666666666,True
232,morfonica__232,0.15,107.66666666666666,True
232,morfonica__232,0.2,107.66666666666666,True
233,morfonica__233,0.01,34.0,False
233,morfonica__233,0.02,34.0,False
233,morfonica__233,0.05,34.0,False
233,morfonica__233,0.08,34.0,False
233,morfonica__233,0.1,90.66666666666666,True
233,morfonica__233,0.15,90.66666666666666,True
233,morfonica__233,0.2,90.66666666666666,True
234,morfonica__234,0.01,57.4,False
234,morfonica__234,0.02,57.4,False
234,morfonica__234,0.05,57.4,False
234,morfonica__234,0.08,57.4,False
234,morfonica__234,0.1,57.4,False
234,morfonica__234,0.15,76.53333333333333,True
234,morfonica__234,0.2,76.53333333333333,True
235,morfonica__235,0.01,92.3,False
235,morfonica__235,0.02,92.3,False
235,morfonica__235,0.05,61.53333333333333,True
235,morfonica__235,0.08,61.53333333333333,True
235,morfonica__235,0.1,61.53333333333333,True
235,morfonica__235,0.15,61.53333333333333,True
235,morfonica__235,0.2,61.53333333333333,True
236,morfonica__236,0.01,71.8,False
236,morfonica__236,0.02,71.8,False
236,morfonica__236,0.05,71.8,False
236,morfonica__236,0.08,71.8,False
236,morfonica__236,0.1,95.73333333333332,True
236,morfonica__236,0.15,95.73333333333332,True
236,morfonica__236,0.2,95.73333333333332,True
237,mugendai_mutype__237,0.01,60.1,False
237,mugendai_mutype__237,0.02,60.1,False
237,mugendai_mutype__237,0.05,60.1,False
237,mugendai_mutype__237,0.08,80.13333333333333,True
237,mugendai_mutype__237,0.1,80.13333333333333,True
237,mugendai_mutype__237,0.15,80.13333333333333,True
237,mugendai_mutype__237,0.2,80.13333333333333,True
238,mugendai_mutype__238,0.01,66.25,False
238,mugendai_mutype__238,0.02,66.25,False
238,mugendai_mutype__238,0.05,88.33333333333333,True
238,mugendai_mutype__238,0.08,88.33333333333333,True
238,mugendai_mutype__238,0.1,88.33333333333333,True
238,mugendai_mutype__238,0.15,88.33333333333333,True
238,mugendai_mutype__238,0.2,88.33333333333333,True
239,mugendai_mutype__239,0.01,152.0,False
239,mugendai_mutype__239,0.02,152.0,False
239,mugendai_mutype__239,0.05,152.0,False
239,mugendai_mutype__239,0.08,101.33333333333331,True
239,mugendai_mutype__239,0.1,101.33333333333331,True
239,mugendai_mutype__239,0.15,101.33333333333331,True
239,mugendai_mutype__239,0.2,101.33333333333331,True
240,mugendai_mutype__240,0.01,97.5,False
240,mugendai_mutype__240,0.02,97.5,False
240,mugendai_mutype__240,0.05,65.0,True
240,mugendai_mutype__240,0.08,65.0,True
240,mugendai_mutype__240,0.1,65.0,True
240,mugendai_mutype__240,0.15,65.0,True
240,mugendai_mutype__240,0.2,65.0,True
241,mugendai_mutype__241,0.01,104.4,True
241,mugendai_mutype__241,0.02,104.4,True
241,mugendai_mutype__241,0.05,104.4,True
241,mugendai_mutype__241,0.08,104.4,True
241,mugendai_mutype__241,0.1,104.4,True
241,mugendai_mutype__241,0.15,104.4,True
241,mugendai_mutype__241,0.2,104.4,True
242,mugendai_mutype__242,0.01,120.2,False
242,mugendai_mutype__242,0.02,80.13333333333333,True
242,mugendai_mutype__242,0.05,80.13333333333333,True
242,mugendai_mutype__242,0.08,80.13333333333333,True
242,mugendai_mutype__242,0.1,80.13333333333333,True
242,mugendai_mutype__242,0.15,80.13333333333333,True
242,mugendai_mutype__242,0.2,80.13333333333333,True
243,mugendai_mutype__243,0.01,178.2,False
243,mugendai_mutype__243,0.02,178.2,False
243,mugendai_mutype__243,0.05,178.2,False
243,mugendai_mutype__243,0.08,118.79999999999998,True
243,mugendai_mutype__243,0.1,118.79999999999998,True
