idx,tag,band,song,drum_tempo_bpm,audio_status,cand_0.25_bpm,cand_0.25_acf,cand_0.5_bpm,cand_0.5_acf,cand_1.0_bpm,cand_1.0_acf,cand_2.0_bpm,cand_2.0_acf,cand_4.0_bpm,cand_4.0_acf,cand_0.667_bpm,cand_0.667_acf,cand_1.5_bpm,cand_1.5_acf
107,hello_happy_world__107,hello_happy_world,ハイファイブ∞あどべんちゃっ,99.4,ok,24.85,0.6451880931854248,49.7,0.7253869771957397,99.4,0.7339083552360535,198.8,0.585000216960907,397.6,0.45428672432899475,66.26666666666667,0.5331037640571594,149.10000000000002,0.12436254322528839
108,hello_happy_world__108,hello_happy_world,スマイルブーケで た〜まや〜！,76.0,ok,19.0,0.42271995544433594,38.0,0.647425651550293,76.0,0.7462933659553528,152.0,0.6236529350280762,304.0,0.40573152899742126,50.666666666666664,0.5589467883110046,114.0,0.160028874874115
109,hello_happy_world__109,hello_happy_world,えがお･シング･あ･ソング,152.0,ok,38.0,0.379893958568573,76.0,0.583616316318512,152.0,0.6508516669273376,304.0,0.44030046463012695,608.0,0.17326079308986664,101.33333333333333,0.4610111713409424,228.0,0.13003551959991455
110,hello_happy_world__110,hello_happy_world,YAPPY! SCHOOL CARNIVAL☆彡,86.1,ok,21.525,0.6357271671295166,43.05,0.67018061876297,86.1,0.7027245759963989,172.2,0.6043291091918945,344.4,0.46710970997810364,57.39999999999999,0.5809511542320251,129.14999999999998,0.18757690489292145
111,hello_happy_world__111,hello_happy_world,にこ×にこ=ハイパースマイルパワー！,95.7,ok,23.925,0.4398685097694397,47.85,0.6267699003219604,95.7,0.6840741038322449,191.4,0.6152817010879517,382.8,0.40246137976646423,63.8,0.5749140977859497,143.55,0.20200160145759583
112,hello_happy_world__112,hello_happy_world,ないすみちゅっ！,87.6,ok,21.9,0.456292986869812,43.8,0.5851641893386841,87.6,0.6271057724952698,175.2,0.5712195634841919,350.4,0.5021390914916992,58.39999999999999,0.4703693985939026,131.39999999999998,0.17279498279094696
113,hello_happy_world__113,hello_happy_world,ゴーカ！ごーかい！？ファントムシーフ！,107.7,ok,26.925,0.6154927611351013,53.85,0.7035889029502869,107.7,0.6648853421211243,215.4,0.5695545077323914,430.8,0.17894421517848969,71.8,0.5504838228225708,161.55,0.35298722982406616
114,hello_happy_world__114,hello_happy_world,うぃーきゃん☆フレフレっ！,90.7,ok,22.675,0.4448792040348053,45.35,0.6458030939102173,90.7,0.7225667834281921,181.4,0.5692827105522156,362.8,0.3967658281326294,60.46666666666667,0.4769706428050995,136.05,0.13951779901981354
115,hello_happy_world__115,hello_happy_world,えがおのオーケストラっ！,139.7,ok,34.925,0.3949168026447296,69.85,0.5754496455192566,139.7,0.6092194318771362,279.4,0.4129398465156555,558.8,0.18914411962032318,93.13333333333333,0.3837083578109741,209.54999999999998,0.1496318280696869
116,hello_happy_world__116,hello_happy_world,にこにこねくと！,83.4,ok,20.85,0.6342090964317322,41.7,0.6905043125152588,83.4,0.6551447510719299,166.8,0.514718234539032,333.6,0.3660486340522766,55.6,0.5015856623649597,125.10000000000001,0.13765355944633484
117,hello_happy_world__117,hello_happy_world,ふぁいぶスマイル◯オールインっ！,126.0,ok,31.5,0.5962380766868591,63.0,0.6213994026184082,126.0,0.6021226048469543,252.0,0.48270636796951294,504.0,0.13955484330654144,84.0,0.48401567339897156,189.0,0.2132493257522583
118,hello_happy_world__118,hello_happy_world,せかいのっびのびトレジャー！,84.7,ok,21.175,0.449140727519989,42.35,0.5289868712425232,84.7,0.5561721920967102,169.4,0.1884060800075531,338.8,0.26485490798950195,56.46666666666667,0.19453124701976776,127.05000000000001,0.14178404211997986
119,hello_happy_world__119,hello_happy_world,きらっ☆と キミフェス！,129.2,ok,32.3,0.5270727872848511,64.6,0.7586971521377563,129.2,0.839273989200592,258.4,0.4944118559360504,516.8,0.14473775029182434,86.13333333333333,0.47440439462661743,193.79999999999998,0.0894060805439949
120,hello_happy_world__120,hello_happy_world,うちゃパ！で ぱっぴかポーんっ！,97.5,ok,24.375,0.5583289861679077,48.75,0.6662279963493347,97.5,0.7255393862724304,195.0,0.6350088119506836,390.0,0.4806705117225647,65.0,0.6068947911262512,146.25,0.11252672225236893
121,hello_happy_world__121,hello_happy_world,はれやか すこやか ぴかりんりん♪,114.8,ok,28.7,0.7460535168647766,57.4,0.706244707107544,114.8,0.6253380179405212,229.6,0.4453084468841553,459.2,0.11719143390655518,76.53333333333333,0.45744985342025757,172.2,0.21208563446998596
122,hello_happy_world__122,hello_happy_world,ふわふわ☆ゆめいろサンドイッチ,129.2,ok,32.3,0.662251353263855,64.6,0.6795231103897095,129.2,0.660197913646698,258.4,0.24118055403232574,516.8,0.18281877040863037,86.13333333333333,0.27914249897003174,193.79999999999998,0.3279294967651367
123,hello_happy_world__123,hello_happy_world,Happy! Happier! Happiest!,86.1,ok,21.525,0.6876700520515442,43.05,0.7424815893173218,86.1,0.7578956484794617,172.2,0.6763249039649963,344.4,0.3417258560657501,57.39999999999999,0.6519448757171631,129.14999999999998,0.1649145483970642
124,hello_happy_world__124,hello_happy_world,現るっ！大怪盗ハロハッピー！,92.3,ok,23.075,0.6602256894111633,46.15,0.6896792054176331,92.3,0.6226387023925781,184.6,0.5784475207328796,369.2,0.3986057639122009,61.53333333333333,0.5415530800819397,138.45,0.1408504843711853
125,hello_happy_world__125,hello_happy_world,わちゃ・もちゃ・ぺったん行進曲,161.5,ok,40.375,0.543788492679596,80.75,0.6599046587944031,161.5,0.6949577927589417,323.0,0.440489798784256,646.0,0.10661548376083374,107.66666666666666,0.4760148823261261,242.25,0.09992709010839462
126,hello_happy_world__126,hello_happy_world,おもいでイルミネーション,166.7,ok,41.675,0.5513350963592529,83.35,0.7091232538223267,166.7,0.7020561099052429,333.4,0.12957881391048431,666.8,0.20293790102005005,111.13333333333333,0.13469772040843964,250.04999999999998,0.3126574456691742
127,hello_happy_world__127,hello_happy_world,おもいやりハーモニー,136.0,ok,34.0,0.5537735819816589,68.0,0.6524451375007629,136.0,0.5627056956291199,272.0,0.09851590543985367,544.0,0.11600805819034576,90.66666666666666,0.10078969597816467,204.0,0.31416311860084534
128,hello_happy_world__128,hello_happy_world,ハピネスっ！ハピィーマジカルっ♪,92.3,ok,23.075,0.6296780705451965,46.15,0.6719001531600952,92.3,0.7022790312767029,184.6,0.5310098528862,369.2,0.14712601900100708,61.53333333333333,0.5173987150192261,138.45,0.3313404321670532
129,hello_happy_world__129,hello_happy_world,えがお、あーゆーれでぃ???,139.7,ok,34.925,0.4396378993988037,69.85,0.6772583723068237,139.7,0.7577643394470215,279.4,0.3491072952747345,558.8,0.17619158327579498,93.13333333333333,0.3232342004776001,209.54999999999998,0.1764754354953766
130,hello_happy_world__130,hello_happy_world,ハッピーサマーウェディング,129.2,ok,32.3,0.48689204454421997,64.6,0.7190614938735962,129.2,0.7835400104522705,258.4,0.2574389576911926,516.8,0.2070446014404297,86.13333333333333,0.2539226710796356,193.79999999999998,0.13814355432987213
131,hello_happy_world__131,hello_happy_world,ひまわりの約束,79.5,ok,19.875,0.4980756640434265,39.75,0.6143975853919983,79.5,0.6518356204032898,159.0,0.455166757106781,318.0,0.23464781045913696,53.0,0.5286550521850586,119.25,0.10413504391908646
132,hello_happy_world__132,hello_happy_world,ハッピー☆マテリアル,82.0,ok,20.5,0.47459733486175537,41.0,0.6776883602142334,82.0,0.658618152141571,164.0,0.468618243932724,328.0,0.4960760176181793,54.666666666666664,0.46535152196884155,123.0,0.15663422644138336
133,hello_happy_world__133,hello_happy_world,太陽曰く燃えよカオス,143.6,ok,35.9,0.7572013139724731,71.8,0.8242055177688599,143.6,0.7613562941551208,287.2,0.4201609492301941,574.4,0.16045251488685608,95.73333333333332,0.4034718871116638,215.39999999999998,0.13452525436878204
134,hello_happy_world__134,hello_happy_world,エクストラ・マジック・アワー,90.7,ok,22.675,0.40933749079704285,45.35,0.5923556089401245,90.7,0.662769615650177,181.4,0.5503305196762085,362.8,0.3732985854148865,60.46666666666667,0.4712904691696167,136.05,0.1491313874721527
135,hello_happy_world__135,hello_happy_world,コレカラ,161.5,ok,40.375,0.6229124069213867,80.75,0.6892632246017456,161.5,0.6472418308258057,323.0,0.42738229036331177,646.0,0.23529309034347534,107.66666666666666,0.4700256884098053,242.25,0.16682693362236023
136,hello_happy_world__136,hello_happy_world,全力少年,132.5,ok,33.125,0.405510276556015,66.25,0.6126682162284851,132.5,0.599835216999054,265.0,0.4057300388813019,530.0,0.19165299832820892,88.33333333333333,0.3836873471736908,198.75,0.14952950179576874
137,hello_happy_world__137,hello_happy_world,オレンジ,139.7,ok,34.925,0.7052154541015625,69.85,0.7544764280319214,139.7,0.7264856696128845,279.4,0.35915297269821167,558.8,0.12245837599039078,93.13333333333333,0.3969685137271881,209.54999999999998,0.11086712032556534
138,hello_happy_world__138,hello_happy_world,Happy Girl,143.6,ok,35.9,0.5160087943077087,71.8,0.6950417757034302,143.6,0.6640920042991638,287.2,0.5363637208938599,574.4,0.1813068687915802,95.73333333333332,0.5332773327827454,215.39999999999998,0.13472531735897064
139,hello_happy_world__139,hello_happy_world,ン・パカマーチ,117.5,ok,29.375,0.6528182625770569,58.75,0.6574389338493347,117.5,0.43882620334625244,235.0,0.4660049378871918,470.0,0.22361592948436737,78.33333333333333,0.46302032470703125,176.25,0.22950322926044464
140,hello_happy_world__140,hello_happy_world,サンバロハッピ〜！,129.2,ok,32.3,0.7276003360748291,64.6,0.6420518755912781,129.2,0.6162717342376709,258.4,0.5222252011299133,516.8,0.26562967896461487,86.13333333333333,0.5535105466842651,193.79999999999998,0.16286203265190125
141,hello_happy_world__141,hello_happy_world,ボクらの夏's☆ショーたいむっ！！,89.1,ok,22.275,0.7268062829971313,44.55,0.751922607421875,89.1,0.7596245408058167,178.2,0.5903638601303101,356.4,0.5163410902023315,59.39999999999999,0.5651460886001587,133.64999999999998,0.1613604873418808
142,hello_happy_world__142,hello_happy_world,むすんでわらって,129.2,ok,32.3,0.6132750511169434,64.6,0.7404330968856812,129.2,0.7553578615188599,258.4,0.4266664385795593,516.8,0.1813475340604782,86.13333333333333,0.4320378601551056,193.79999999999998,0.183978870511055
143,hello_happy_world__143,hello_happy_world,キミを れっつ・はぶ・ふぁん♪,156.6,ok,39.15,0.5646999478340149,78.3,0.6972540020942688,156.6,0.6940640211105347,313.2,0.40406423807144165,626.4,0.15376964211463928,104.39999999999999,0.4198801517486572,234.89999999999998,0.12814809381961823
144,hello_happy_world__144,hello_happy_world,らいふ・いず・みゅーじかるっ♪♪♪,139.7,ok,34.925,0.7922125458717346,69.85,0.8292921185493469,139.7,0.6682759523391724,279.4,0.37451171875,558.8,0.3092033863067627,93.13333333333333,0.36724263429641724,209.54999999999998,0.1812010556459427
145,hello_happy_world__145,hello_happy_world,れっつ・スマイル・すとり〜みんぐっ♪,74.9,ok,18.725,0.688846230506897,37.45,0.7255581021308899,74.9,0.6732998490333557,149.8,0.5482711791992188,299.6,0.4397669732570648,49.93333333333334,0.5425199270248413,112.35000000000001,0.1979900598526001
146,hello_happy_world__146,hello_happy_world,やっほー！いっぽ！わんだふぉー！,156.6,ok,39.15,0.5529327988624573,78.3,0.6598409414291382,156.6,0.7144510746002197,313.2,0.42572617530822754,626.4,0.20167385041713715,104.39999999999999,0.41668760776519775,234.89999999999998,0.1645406186580658
147,hello_happy_world__147,hello_happy_world,とーくとぅみー・とーくとぅゆー,136.0,ok,34.0,0.6347827911376953,68.0,0.7692078948020935,136.0,0.7882362604141235,272.0,0.5567557215690613,544.0,0.3081614077091217,90.66666666666666,0.5428088903427124,204.0,0.12524403631687164
148,hello_happy_world__148,hello_happy_world,ハイタッチ／＼びりーばーず☆,166.7,ok,41.675,0.5835323333740234,83.35,0.7414500117301941,166.7,0.8007009625434875,333.4,0.41279783844947815,666.8,0.09235614538192749,111.13333333333333,0.4468977153301239,250.04999999999998,0.08971131592988968
149,hello_happy_world__149,hello_happy_world,Listen to Smile!,126.0,ok,31.5,0.5628859400749207,63.0,0.7336669564247131,126.0,0.6916399598121643,252.0,0.12131170928478241,504.0,0.15131911635398865,84.0,0.12301675975322723,189.0,0.3880469501018524
150,hello_happy_world__150,hello_happy_world,スマイリーキャロル,110.0,ok,27.5,0.6369843482971191,55.0,0.5811458826065063,110.0,0.5969207882881165,220.0,0.5017796754837036,440.0,0.18921437859535217,73.33333333333333,0.48485252261161804,165.0,0.28075653314590454
151,hello_happy_world__151,hello_happy_world,えがお、み〜っけた！,143.6,ok,35.9,0.6962037682533264,71.8,0.7103902697563171,143.6,0.6959329843521118,287.2,0.4884299635887146,574.4,0.15437747538089752,95.73333333333332,0.5085761547088623,215.39999999999998,0.10629726201295853
152,hello_happy_world__152,hello_happy_world,上海ハニー (Cover),129.2,ok,32.3,0.6537931561470032,64.6,0.7624266743659973,129.2,0.74349445104599,258.4,0.41280946135520935,516.8,0.14637689292430878,86.13333333333333,0.41664832830429077,193.79999999999998,0.12181653827428818
153,hello_happy_world__153,hello_happy_world,シル・ヴ・プレジデント (Cover),87.6,ok,21.9,0.6177704930305481,43.8,0.7632289528846741,87.6,0.8068950176239014,175.2,0.7339145541191101,350.4,0.28143689036369324,58.39999999999999,0.7239823937416077,131.39999999999998,0.09767544269561768
154,hello_happy_world__154,hello_happy_world,ヒャダインのじょーじょーゆーじょー (Cover),99.4,ok,24.85,0.4962262809276581,49.7,0.6611582636833191,99.4,0.747427761554718,198.8,0.6807737946510315,397.6,0.42815452814102173,66.26666666666667,0.610481321811676,149.10000000000002,0.1836153268814087
155,hello_happy_world__155,hello_happy_world,はいよろこんで (Cover),147.7,ok,36.925,0.6432164311408997,73.85,0.7251710891723633,147.7,0.7071589827537537,295.4,0.394159197807312,590.8,0.1555771827697754,98.46666666666665,0.38254275918006897,221.54999999999998,0.07997440546751022
156,hello_happy_world__156,hello_happy_world,シカ色デイズ (Cover),92.3,ok,23.075,0.4100636839866638,46.15,0.6465208530426025,92.3,0.6543538570404053,184.6,0.5718083381652832,369.2,0.3359612822532654,61.53333333333333,0.5144698619842529,138.45,0.14028164744377136
157,hello_happy_world__157,hello_happy_world,強風オールバック (Cover),136.0,ok,34.0,0.621310293674469,68.0,0.7915477752685547,136.0,0.8295710682868958,272.0,0.40567922592163086,544.0,0.21340759098529816,90.66666666666666,0.3945748209953308,204.0,0.07226245105266571
158,hello_happy_world__158,hello_happy_world,最高到達点 (Cover),132.5,ok,33.125,0.7784639000892639,66.25,0.8292654156684875,132.5,0.8636239171028137,265.0,0.49700093269348145,530.0,0.12652888894081116,88.33333333333333,0.4908425509929657,198.75,0.11626454442739487
159,hello_happy_world__159,hello_happy_world,許婚っきゅん (Cover),147.7,ok,36.925,0.6398301720619202,73.85,0.6694183945655823,147.7,0.7096632122993469,295.4,0.47163039445877075,590.8,0.13678741455078125,98.46666666666665,0.5005389451980591,221.54999999999998,0.08165805041790009
160,hello_happy_world__160,hello_happy_world,新宝島 (Cover),156.6,ok,39.15,0.5823602080345154,78.3,0.7705286145210266,156.6,0.808862566947937,313.2,0.16901756823062897,626.4,0.08763094991445541,104.39999999999999,0.19059249758720398,234.89999999999998,0.08182089030742645
161,hello_happy_world__161,hello_happy_world,ドレミファロンド (Cover),126.0,ok,31.5,0.5337706208229065,63.0,0.6863320469856262,126.0,0.7010310292243958,252.0,0.1737004518508911,504.0,0.20896600186824799,84.0,0.17407715320587158,189.0,0.3378317654132843
162,hello_happy_world__162,hello_happy_world,きゅうくらりん (Cover),110.0,ok,27.5,0.7556706666946411,55.0,0.6949663758277893,110.0,0.6351219415664673,220.0,0.43266263604164124,440.0,0.43559756875038147,73.33333333333333,0.401531457901001,165.0,0.09680629521608353
163,hello_happy_world__163,hello_happy_world,ロメオ (Cover),139.7,ok,34.925,0.7825093269348145,69.85,0.6934702396392822,139.7,0.6932557225227356,279.4,0.3100797235965729,558.8,0.22488518059253693,93.13333333333333,0.3131222128868103,209.54999999999998,0.2393862009048462
164,hello_happy_world__164,hello_happy_world,エイリアンエイリアン (Cover),152.0,ok,38.0,0.817929744720459,76.0,0.7430031895637512,152.0,0.7493674755096436,304.0,0.45544254779815674,608.0,0.2974850535392761,101.33333333333333,0.48283207416534424,228.0,0.1911139041185379
165,hello_happy_world__165,hello_happy_world,いーあるふぁんくらぶ (Cover),143.6,ok,35.9,0.5338506102561951,71.8,0.7153890132904053,143.6,0.6931619048118591,287.2,0.446667343378067,574.4,0.2828562259674072,95.73333333333332,0.4434922933578491,215.39999999999998,0.21324948966503143
166,hello_happy_world__166,hello_happy_world,回レ！雪月花 (Cover),79.5,ok,19.875,0.48058533668518066,39.75,0.6489034295082092,79.5,0.7271676659584045,159.0,0.5824341773986816,318.0,0.39155957102775574,53.0,0.505601167678833,119.25,0.16088886559009552
167,hello_happy_world__167,hello_happy_world,恋愛裁判 (Cover),132.5,ok,33.125,0.3923344612121582,66.25,0.4912128150463104,132.5,0.5401458740234375,265.0,0.44807109236717224,530.0,0.2439439743757248,88.33333333333333,0.44962844252586365,198.75,0.1314070224761963
168,hello_happy_world__168,hello_happy_world,TOMORROW (Cover),132.5,ok,33.125,0.4818558990955353,66.25,0.6777236461639404,132.5,0.7010918855667114,265.0,0.44545748829841614,530.0,0.27506282925605774,88.33333333333333,0.4116806983947754,198.75,0.1730348765850067
169,hello_happy_world__169,hello_happy_world,GO! GO! MANIAC (Cover),126.0,ok,31.5,0.4380319118499756,63.0,0.600458562374115,126.0,0.6142803430557251,252.0,0.4978506565093994,504.0,0.1417796015739441,84.0,0.5195807218551636,189.0,0.25792139768600464
170,hello_happy_world__170,hello_happy_world,Dragon Night (Cover),123.0,ok,30.75,0.5543186068534851,61.5,0.7510499954223633,123.0,0.8027858734130859,246.0,0.4858023524284363,492.0,0.13051457703113556,82.0,0.47945958375930786,184.5,0.11894848942756653
171,hello_happy_world__171,hello_happy_world,ようこそジャパリパークへ (Cover),84.7,ok,21.175,0.6038857698440552,42.35,0.6703934669494629,84.7,0.6847549676895142,169.4,0.6064280867576599,338.8,0.5845006704330444,56.46666666666667,0.5547997355461121,127.05000000000001,0.16081175208091736
172,hello_happy_world__172,hello_happy_world,ウィーアー！ (Cover),84.7,ok,21.175,0.3277161121368408,42.35,0.5783550143241882,84.7,0.7028851509094238,169.4,0.6410415768623352,338.8,0.4618302881717682,56.46666666666667,0.6139131188392639,127.05000000000001,0.1471594125032425
173,hello_happy_world__173,hello_happy_world,おジャ魔女カーニバル!! (Cover),147.7,ok,36.925,0.7189037799835205,73.85,0.7570919990539551,147.7,0.7007092237472534,295.4,0.363508403301239,590.8,0.15154266357421875,98.46666666666665,0.3729967772960663,221.54999999999998,0.13347768783569336
174,hello_happy_world__174,hello_happy_world,ダーリンダンス (Cover),152.0,ok,38.0,0.6336475610733032,76.0,0.6774764060974121,152.0,0.7080411314964294,304.0,0.3152095377445221,608.0,0.1404597908258438,101.33333333333333,0.36874255537986755,228.0,0.18255171179771423
175,hello_happy_world__175,hello_happy_world,ノーポイッ！ (Cover),156.6,ok,39.15,0.5992303490638733,78.3,0.7325050830841064,156.6,0.7170361876487732,313.2,0.4486631453037262,626.4,0.14797735214233398,104.39999999999999,0.4483298361301422,234.89999999999998,0.11510343104600906
176,hello_happy_world__176,hello_happy_world,SHINY DAYS (Cover),110.0,ok,27.5,0.6861489415168762,55.0,0.6667371988296509,110.0,0.5631713271141052,220.0,0.49299150705337524,440.0,0.1423587054014206,73.33333333333333,0.5069977045059204,165.0,0.1408005654811859
177,hello_happy_world__177,hello_happy_world,シルエット (Cover),92.3,ok,23.075,0.42375317215919495,46.15,0.6991437077522278,92.3,0.7900466322898865,184.6,0.6648145914077759,369.2,0.3232196569442749,61.53333333333333,0.6062869429588318,138.45,0.13662070035934448
178,ikka_dumb_rock__178,ikka_dumb_rock,ホーミー・タイッ！！,129.2,ok,32.3,0.472303569316864,64.6,0.5477812886238098,129.2,0.4900166392326355,258.4,0.4590757489204407,516.8,0.3126320242881775,86.13333333333333,0.44393986463546753,193.79999999999998,0.2449214905500412
179,millsage__179,millsage,起死開戦,112.3,ok,28.075,0.34150150418281555,56.15,0.517789363861084,112.3,0.5390217900276184,224.6,0.39763718843460083,449.2,0.16420558094978333,74.86666666666666,0.3657682240009308,168.45,0.5092281699180603
180,morfonica__180,morfonica,Daylight -デイライト-,92.3,ok,23.075,0.5101935267448425,46.15,0.5832182168960571,92.3,0.5765997767448425,184.6,0.4827090799808502,369.2,0.43858611583709717,61.53333333333333,0.44523465633392334,138.45,0.15429379045963287
181,morfonica__181,morfonica,メランコリックララバイ,90.7,ok,22.675,0.6571089029312134,45.35,0.6808348894119263,90.7,0.6907290816307068,181.4,0.6579504609107971,362.8,0.4056214690208435,60.46666666666667,0.6031202673912048,136.05,0.1326562613248825
182,morfonica__182,morfonica,flame of hope,95.7,ok,23.925,0.44976863265037537,47.85,0.5907006859779358,95.7,0.6330877542495728,191.4,0.5698478817939758,382.8,0.49304482340812683,63.8,0.49711093306541443,143.55,0.1503055840730667
183,morfonica__183,morfonica,ブルームブルーム,90.7,ok,22.675,0.4280654489994049,45.35,0.5894776582717896,90.7,0.6582723259925842,181.4,0.46549710631370544,362.8,0.4397200345993042,60.46666666666667,0.4081999659538269,136.05,0.1190769374370575
184,morfonica__184,morfonica,カラフルリバティー,92.3,ok,23.075,0.5536549091339111,46.15,0.5911593437194824,92.3,0.636758029460907,184.6,0.5498140454292297,369.2,0.3741503357887268,61.53333333333333,0.46976438164711,138.45,0.169880211353302
185,morfonica__185,morfonica,fly with the night,84.7,ok,21.175,0.5892014503479004,42.35,0.6330630779266357,84.7,0.6560218930244446,169.4,0.5374661684036255,338.8,0.3788202106952667,56.46666666666667,0.5044934749603271,127.05000000000001,0.1479939967393875
186,morfonica__186,morfonica,金色へのプレリュード,87.6,ok,21.9,0.6130887866020203,43.8,0.6550325751304626,87.6,0.6273423433303833,175.2,0.5472351312637329,350.4,0.3615342676639557,58.39999999999999,0.5037316083908081,131.39999999999998,0.10042331367731094
187,morfonica__187,morfonica,The Circle Of Butterflies,87.6,ok,21.9,0.4327510595321655,43.8,0.529908299446106,87.6,0.5581626296043396,175.2,0.5032378435134888,350.4,0.40715110301971436,58.39999999999999,0.4537106454372406,131.39999999999998,0.1919616460800171
188,morfonica__188,morfonica,ハーモニー・デイ,90.7,ok,22.675,0.5439304113388062,45.35,0.5886170268058777,90.7,0.6012895107269287,181.4,0.5227420330047607,362.8,0.45285069942474365,60.46666666666667,0.5070002675056458,136.05,0.1242859810590744
189,morfonica__189,morfonica,Sweet Cheers!,110.0,ok,27.5,0.6234094500541687,55.0,0.6192083954811096,110.0,0.4747254252433777,220.0,0.5493960380554199,440.0,0.30317115783691406,73.33333333333333,0.4993661046028137,165.0,0.16018369793891907
190,morfonica__190,morfonica,"寄る辺のSunny, Sunny",92.3,ok,23.075,0.6622082591056824,46.15,0.7255178689956665,92.3,0.738910973072052,184.6,0.6793915629386902,369.2,0.3537534475326538,61.53333333333333,0.6358535289764404,138.45,0.1282055675983429
191,morfonica__191,morfonica,誓いのWingbeat,103.4,ok,25.85,0.4346005916595459,51.7,0.5402536392211914,103.4,0.6068692803382874,206.8,0.6147318482398987,413.6,0.3347289264202118,68.93333333333334,0.5176684260368347,155.10000000000002,0.1380012184381485
192,morfonica__192,morfonica,Ever Sky Blue,97.5,ok,24.375,0.6885577440261841,48.75,0.6948232650756836,97.5,0.7192783355712891,195.0,0.5734297633171082,390.0,0.4800836145877838,65.0,0.5671607851982117,146.25,0.15828554332256317
193,morfonica__193,morfonica,Polyphonyscape,152.0,ok,38.0,0.6475663781166077,76.0,0.6421804428100586,152.0,0.6120942831039429,304.0,0.4143484830856323,608.0,0.23422810435295105,101.33333333333333,0.4277656674385071,228.0,0.17804576456546783
194,morfonica__194,morfonica,Wreath of Brave,136.0,ok,34.0,0.5970377326011658,68.0,0.6966137290000916,136.0,0.6394267082214355,272.0,0.3064139485359192,544.0,0.19362488389015198,90.66666666666666,0.2849714457988739,204.0,0.1375991255044937
195,morfonica__195,morfonica,Merry Merry Thanks!!,143.6,ok,35.9,0.4958861768245697,71.8,0.6044557690620422,143.6,0.6469082832336426,287.2,0.4109567403793335,574.4,0.2875945270061493,95.73333333333332,0.42652973532676697,215.39999999999998,0.2109053134918213
196,morfonica__196,morfonica,Sonorous,132.5,ok,33.125,0.6698027849197388,66.25,0.7138014435768127,132.5,0.6452453136444092,265.0,0.40049341320991516,530.0,0.22449152171611786,88.33333333333333,0.44251877069473267,198.75,0.15027718245983124
197,morfonica__197,morfonica,両翼のBrilliance,86.1,ok,21.525,0.5991998314857483,43.05,0.6280102729797363,86.1,0.6707205772399902,172.2,0.5928713083267212,344.4,0.36610203981399536,57.39999999999999,0.5353623032569885,129.14999999999998,0.1616378277540207
198,morfonica__198,morfonica,Steer to Utopia,97.5,ok,24.375,0.7442159652709961,48.75,0.745739221572876,97.5,0.6954742670059204,195.0,0.5320655703544617,390.0,0.4314717650413513,65.0,0.5456407070159912,146.25,0.13346201181411743
199,morfonica__199,morfonica,Fateful...,132.5,ok,33.125,0.708665668964386,66.25,0.7745703458786011,132.5,0.6050972938537598,265.0,0.45923134684562683,530.0,0.18285144865512848,88.33333333333333,0.4766072630882263,198.75,0.16170650720596313
200,morfonica__200,morfonica,ティリカモニカリラ,139.7,ok,34.925,0.7011359930038452,69.85,0.7000448703765869,139.7,0.5962007641792297,279.4,0.4716908931732178,558.8,0.2267519235610962,93.13333333333333,0.4783754050731659,209.54999999999998,0.17833714187145233
201,morfonica__201,morfonica,Secret Dawn,132.5,ok,33.125,0.4399541914463043,66.25,0.5410359501838684,132.5,0.5285852551460266,265.0,0.44091492891311646,530.0,0.2623389661312103,88.33333333333333,0.5597610473632812,198.75,0.14691132307052612
202,morfonica__202,morfonica,Angel's Ladder,99.4,ok,24.85,0.6302090287208557,49.7,0.6918951869010925,99.4,0.7396395802497864,198.8,0.6438556909561157,397.6,0.4655415415763855,66.26666666666667,0.5935527682304382,149.10000000000002,0.14794480800628662
203,morfonica__203,morfonica,One step at a time,87.6,ok,21.9,0.6018717288970947,43.8,0.6638280749320984,87.6,0.7223119735717773,175.2,0.5870997905731201,350.4,0.35784095525741577,58.39999999999999,0.5440853238105774,131.39999999999998,0.13034643232822418
204,morfonica__204,morfonica,Tempest,101.3,ok,25.325,0.6382763981819153,50.65,0.657843291759491,101.3,0.6827834248542786,202.6,0.540517270565033,405.2,0.4470805525779724,67.53333333333333,0.5296547412872314,151.95,0.13521930575370789
205,morfonica__205,morfonica,フレージング ミラージュ,95.7,ok,23.925,0.5114586353302002,47.85,0.6609090566635132,95.7,0.7095215320587158,191.4,0.4863710403442383,382.8,0.39642855525016785,63.8,0.4683065414428711,143.55,0.26730433106422424
206,morfonica__206,morfonica,MUGEN Reverberate!,94.0,ok,23.5,0.5738563537597656,47.0,0.6116949915885925,94.0,0.5769164562225342,188.0,0.4866277575492859,376.0,0.42324933409690857,62.666666666666664,0.4893653094768524,141.0,0.1648978441953659
207,morfonica__207,morfonica,わたしまちがいさがし,120.2,ok,30.05,0.5705435276031494,60.1,0.5384158492088318,120.2,0.5823594927787781,240.4,0.34062322974205017,480.8,0.22052104771137238,80.13333333333333,0.31175240874290466,180.3,0.5011729598045349
208,morfonica__208,morfonica,esora no clover,161.5,ok,40.375,0.6518548727035522,80.75,0.714025616645813,161.5,0.6846100687980652,323.0,0.503545343875885,646.0,0.1812809258699417,107.66666666666666,0.5022435784339905,242.25,0.12500156462192535
209,morfonica__209,morfonica,きょうもMerry go rounD,136.0,ok,34.0,0.5215542912483215,68.0,0.5660842061042786,136.0,0.5297148823738098,272.0,0.44090428948402405,544.0,0.4112500548362732,90.66666666666666,0.4508897066116333,204.0,0.23770315945148468
