idx,band,song,duration_sec,crowd_median,crowd_p10,crowd_p90,crowd_std,noise_floor_db,rt60_est_sec,n_patches,extract_sec,error
321,pastel_palettes,Brand new Pastel Road!,255.5,0.0008963556028902531,0.00041096791392192245,0.0015468461206182837,0.0008384689572267234,-19.8,5.0,128,1.62,
322,pastel_palettes,あこがれacross,234.57,0.0006171600543893874,0.0003936538123525679,0.001041215262375772,0.00030055755632929504,-18.75,5.0,118,1.53,
323,pastel_palettes,ハレハレ☆フォーチュン,270.47,0.0009982665069401264,0.0005383786628954113,0.0017820000648498535,0.001361760194413364,-21.21,5.0,136,1.73,
324,pastel_palettes,ハナヒバナ,,,,,,-29.15,5.0,,1.62,
325,pastel_palettes,そばかす,250.57,0.0008897550869733095,0.0004620015388354659,0.0013922995422035456,0.00046147036482580006,-19.37,5.0,126,1.51,
326,pastel_palettes,気まぐれロマンティック,243.77,0.0008287864038720727,0.000487752549815923,0.0015502615133300424,0.0004746996855828911,-19.79,5.0,122,1.51,
327,pastel_palettes,ドリームパレード,234.7,0.0005883670528419316,0.000331956340232864,0.001149579300545156,0.00032908693538047373,-17.82,5.0,118,1.48,
328,pastel_palettes,ラムのラブソング,162.4,0.00044872640864923596,0.0002668743545655161,0.0007463725632987916,0.0002182996249757707,-27.14,5.0,82,1.07,
329,pastel_palettes,DANCE! おジャ魔女,196.5,0.0007105481927283108,0.0003743706038221717,0.001366805168800056,0.000714960740879178,-19.02,5.0,99,1.25,
330,pastel_palettes,DISCOTHEQUE,243.27,0.0007239917758852243,0.0003591350687202066,0.0012627922696992755,0.0003617960901465267,-20.84,5.0,122,1.49,
331,pastel_palettes,ゆりゆららららゆるゆり大事件,229.27,0.0006248489371500909,0.00034228336880914867,0.0010374054545536637,0.00033452745992690325,-19.97,5.0,115,1.09,
332,pastel_palettes,SAKURAスキップ,228.83,0.0008526842575520277,0.0004438681644387543,0.0013455511070787907,0.000408736290410161,-18.77,5.0,115,1.09,
333,pastel_palettes,Stay Alive,263.97,0.0007861868944019079,0.00042861580732278526,0.0013347732601687312,0.0008316133753396571,-23.6,5.0,132,1.66,
334,pastel_palettes,秘密の扉から会いにきて,218.6,0.000809088465757668,0.00041637299000285566,0.0013602905673906207,0.00041046596015803516,-19.16,5.0,110,1.4,
335,pastel_palettes,トリドリ＊パレット,,,,,,-17.43,5.0,,1.6,
336,pastel_palettes,ドラマチック！アライブ,259.53,0.0008658558363094926,0.000515008345246315,0.0014149573398754,0.00042630371171981096,-18.65,5.0,130,1.66,
337,pastel_palettes,Radiate Warriors,240.33,0.0009337723604403436,0.0003864399914164096,0.0015270343283191323,0.0006600995548069477,-21.59,5.0,121,1.56,
338,pastel_palettes,ReReReエボリューションず☆,214.47,0.000727883365470916,0.0004260382556822151,0.0012052231468260288,0.00045963897719047964,-18.97,5.0,108,1.39,
339,pastel_palettes,everyday flower,,,,,,-18.21,5.0,,1.55,
340,pastel_palettes,With〜きみとわたしたちの物語〜,245.87,0.0011018597288057208,0.0006145501392893493,0.001817374606616795,0.0005228990921750665,-19.12,5.0,123,1.59,
341,pastel_palettes,フレっとパレットFight Song!!,241.97,0.0008744157385081053,0.0005054831854067743,0.0014928689925000072,0.0004373443953227252,-18.29,5.0,121,1.34,
342,pastel_palettes,デイオフ・ラフ・ラブ・サンクス,243.7,0.0012210720451548696,0.000522183021530509,0.0022576251067221165,0.0010472226422280073,-19.35,5.0,122,1.37,
343,pastel_palettes,ホワイト ノスタルジア,283.83,0.0009404614102095366,0.00039509389898739755,0.0016569446306675673,0.0005262352642603219,-22.98,5.0,142,1.84,
344,pastel_palettes,Y.O.L.O！！！！！(パスパレver.),268.87,0.001054544816724956,0.0005633620894514024,0.0017723272321745753,0.0006589491968043149,-18.62,5.0,135,1.77,
345,pastel_palettes,奏（かなで） (Cover),294.37,0.0007161054527387023,0.00033315274049527943,0.001214984804391861,0.00038778118323534727,-25.71,5.0,148,1.92,
346,pastel_palettes,Sparkling Daydream (Cover),249.23,0.0006676461198367178,0.00039203636697493494,0.0013938728952780366,0.000433910870924592,-19.27,5.0,125,1.61,
347,pastel_palettes,春を告げる (Cover),198.93,0.00062940752832219,0.0003520671743899584,0.0011111568892374635,0.00030760481604374945,-27.36,5.0,100,1.25,
348,pastel_palettes,だから、ひとりじゃない (Cover),,,,,,-20.15,5.0,,1.46,
349,pastel_palettes,サインはB (Cover),215.4,0.0010529994033277035,0.0006431416841223836,0.001700792694464326,0.0006994658033363521,-20.39,5.0,108,1.19,
350,pastel_palettes,愛包ダンスホール (Cover),222.8,0.000901005114428699,0.0004097559431102127,0.0015964892227202654,0.00048325679381377995,-20.74,5.0,112,1.07,
351,pastel_palettes,最上級にかわいいの！ (Cover),191.33,0.000809541845228523,0.0004011134151369333,0.0014939992688596249,0.0005781040526926517,-18.7,5.0,96,0.89,
352,pastel_palettes,♡桃色片想い♡ (Cover),257.57,0.000701205397490412,0.00037387097836472094,0.001233225571922958,0.004775036126375198,-18.37,5.0,129,1.49,
353,pastel_palettes,金曜日のおはよう (Cover),241.73,0.0007541438681073487,0.0003818531986325979,0.001198860933072865,0.0003635999746620655,-20.52,5.0,121,1.57,
354,pastel_palettes,魔法少女とチョコレゐト (Cover),187.96,0.0007731622317805886,0.0003903846663888544,0.0013344595208764076,0.0006715893978253007,-23.33,5.0,94,1.21,
355,pastel_palettes,可愛くてごめん (Cover),,,,,,-21.33,5.0,,1.4,
356,pastel_palettes,からくりピエロ (Cover),,,,,,-28.22,5.0,,1.59,
357,pastel_palettes,みくみくにしてあげる♪【してやんよ】 (Cover),103.53,0.0006471503875218332,0.00035266124177724123,0.0010889050317928195,0.000289573596091941,-19.72,5.0,52,0.67,
358,pastel_palettes,ルカルカ★ナイトフィーバー (Cover),242.0,0.0011382783995941281,0.0006760673713870347,0.0018360395915806293,0.0006196415633894503,-19.72,5.0,121,1.54,
359,pastel_palettes,アイドル (Cover),214.37,0.000874304911121726,0.0005496008670888841,0.0018955590203404427,0.0014377209590747952,-20.02,5.0,108,1.41,
360,pastel_palettes,secret base ～君がくれたもの～ (Cover),322.0,0.0007593681220896542,0.0004002141358796507,0.0012148750247433782,0.0003505736240185797,-24.14,5.0,161,2.06,
361,pastel_palettes,ふわふわ時間 (Cover),245.23,0.0006829138728789985,0.00040649125003255904,0.00137006351724267,0.0006213067681528628,-20.89,5.0,123,1.6,
362,pastel_palettes,Fantastic future (Cover),246.9,0.0008360476931557059,0.00044116863864474,0.0018507858039811254,0.001630132319405675,-21.86,5.0,124,1.27,
363,pastel_palettes,Baby Sweet Berry Love (Cover),,,,,,-20.46,5.0,,1.46,
364,pastel_palettes,Q＆A　リサイタル！ (Cover),291.2,0.0006941503379493952,0.00035158504033461213,0.0012106688227504492,0.0003315785725135356,-21.52,5.0,146,1.88,
365,pastel_palettes,ヒトリゴト (Cover),235.27,0.0009658890776336193,0.0005865533603355289,0.001331627951003611,0.0003136141167487949,-19.71,5.0,118,1.48,
366,pastel_palettes,惑星ループ (Cover),206.77,0.0005840703379362822,0.0003300020471215248,0.0011011360911652446,0.0003465050249360502,-20.35,5.0,104,1.3,
367,pastel_palettes,世界は恋に落ちている (Cover),313.2,0.0008055436774156988,0.00043776468373835087,0.001392729813233018,0.0005563279846683145,-22.41,5.0,157,2.02,
368,pastel_palettes,ハッピーシンセサイザ (Cover),238.0,0.0006656476180069149,0.00034309274633415043,0.0011190642835572362,0.00032531487522646785,-21.15,5.0,119,1.35,
369,pastel_palettes,春擬き (Cover),269.03,0.0007415752043016255,0.0003964071802329272,0.0013091808650642633,0.00036274438025429845,-19.68,5.0,135,1.29,
370,pastel_palettes,Make it! (Cover),252.4,0.000660525809507817,0.00042048911564052105,0.001140644890256226,0.00029883862589485943,-18.04,5.0,127,1.29,
371,pastel_palettes,花ハ踊レヤいろはにほ (Cover),251.1,0.0006782530108466744,0.0004181765834800899,0.0011441479437053204,0.00032745403586886823,-20.18,5.0,126,1.63,
372,pastel_palettes,夜に駆ける (Cover),262.6,0.0007219590479508042,0.000326782203046605,0.0011418621288612485,0.00037751259515061975,-19.25,5.0,132,1.68,
373,pastel_palettes,徒花ネクロマンシー (Cover),242.7,0.0007271944778040051,0.00044057139893993735,0.0013062027283012867,0.0005789679125882685,-18.64,5.0,122,1.57,
374,pastel_palettes,ノスタルジックレインフォール (Cover),237.03,0.0007150902529247105,0.00043425659532658756,0.001339954906143248,0.00047676224494352937,-23.14,5.0,119,1.53,
375,poppin_party,Yes! BanG_Dream!,309.97,0.0008360585197806358,0.00047349362284876406,0.0017302633496001363,0.0006623248336836696,-20.74,5.0,155,1.97,
376,poppin_party,STAR BEAT!～ホシノコドウ～,320.73,0.0009641092619858682,0.0004862768983002752,0.0017169719794765115,0.0006096223369240761,-18.28,5.0,161,2.06,
377,poppin_party,走り始めたばかりのキミに,260.97,0.0008133817464113235,0.00048571397201158106,0.0017220532754436135,0.0006315720966085792,-21.93,5.0,131,1.68,
378,poppin_party,ティアドロップス,217.13,0.0007971635204739869,0.000430785323260352,0.0016214213101193309,0.0014132967917248607,-21.77,5.0,109,1.39,
379,poppin_party,ときめきエクスペリエンス！,257.67,0.0008163696620613337,0.00044432689901441336,0.0014261152828112245,0.00044035501196049154,-18.96,5.0,129,1.56,
380,poppin_party,キラキラだとか夢だとか ～Sing Girls～,305.9,0.0007981800590641797,0.0004578720254357904,0.0015030089998617768,0.00040459836600348353,-18.71,5.0,153,1.71,
381,poppin_party,私の心はチョココロネ,252.9,0.0009747392614372075,0.00043887723586522043,0.0016221938421949744,0.000488227786263451,-20.92,5.0,127,1.49,
382,poppin_party,前へススメ！,309.47,0.0009405032615177333,0.00047698841081000865,0.001993988174945116,0.0006527333171106875,-19.37,5.0,155,2.0,
383,poppin_party,夢みるSunflower,279.9,0.000784877804107964,0.00044801158946938813,0.001709457254037261,0.0006076328572817147,-21.29,5.0,140,1.8,
384,poppin_party,ティアドロップス ～Popipa Acoustic Ver.～,232.73,0.0010034036822617054,0.00034355654497630894,0.001735926722176373,0.0005538751138374209,-25.03,5.0,117,1.5,
385,poppin_party,走り始めたばかりのキミに ～Popipa Acoustic Ver.～,,,,,,-30.88,5.0,,1.55,
386,poppin_party,Time Lapse,249.0,0.0011091548949480057,0.0005328296683728695,0.002116988180205226,0.0009098349837586284,-22.49,5.0,125,1.15,
387,poppin_party,八月のif,275.73,0.0007475224556401372,0.0004432177811395377,0.0013465455267578363,0.0003859687130898237,-21.1,5.0,138,1.64,
388,poppin_party,クリスマスのうた,277.37,0.0008931542397476733,0.0003886910853907466,0.0015170056140050292,0.0017758216708898544,-21.77,5.0,139,1.77,
389,poppin_party,B.O.F,218.9,0.000867757189553231,0.0004664711013901979,0.0016107343835756183,0.0005347165861167014,-18.06,5.0,110,1.38,
390,poppin_party,CiRCLING,261.33,0.0009136421140283346,0.00045149229117669165,0.0017640594160184264,0.0007225293666124344,-19.19,5.0,131,1.67,
391,poppin_party,二重の虹(ダブル レインボウ),,,,,,-19.49,5.0,,1.56,
392,poppin_party,最高(さあ行こう)！,228.87,0.0007875991868786514,0.00045576883712783456,0.0014415925834327936,0.0004340711166150868,-18.84,5.0,115,1.48,
393,poppin_party,ガールズコード,325.23,0.000763501797337085,0.0004468357074074447,0.0013417168520390987,0.0005504281143657863,-17.45,5.0,163,2.06,
394,poppin_party,Yes! BanG_Dream! ～Popipa Acoustic Ver.～,308.4,0.0006695810589008033,0.00040082461782731116,0.0011197641724720597,0.00035532229230739176,-22.16,5.0,155,1.97,
395,poppin_party,夏空 SUN! SUN! SEVEN! ～Popipa Acoustic Ver.～,299.93,0.0008443651022389531,0.0004252413345966488,0.0012328957673162222,0.0003235658223275095,-25.47,5.0,150,1.71,
396,poppin_party,STAR BEAT!～ホシノコドウ～ ～Popipa Acoustic Ver.～,327.73,0.0009159577311947942,0.00048386483103968203,0.001449422794394195,0.0003875566180795431,-27.22,5.0,164,1.89,
397,poppin_party,Breakthrough!,275.8,0.0008782303775660694,0.0004918152699247003,0.0014971314230933785,0.00042588645010255277,-19.15,5.0,138,1.77,
398,poppin_party,NO GIRL NO CRY/Poppin'Party Ver.,312.8,0.0006939269951544702,0.00036452364292927086,0.001157179125584662,0.000369695684639737,-17.83,5.0,157,2.01,
399,poppin_party,イニシャル,295.24,0.0007359918090514839,0.0004295492253731936,0.0014743071515113115,0.00047656186507083476,-21.79,5.0,148,1.87,
400,poppin_party,Hello! Wink!,281.93,0.000820887740701437,0.00037647143471986055,0.0015244354726746678,0.0004886003443971276,-19.0,5.0,141,1.82,
401,poppin_party,Step×Step!,249.0,0.0007174995844252408,0.00034674687776714563,0.0012964914785698056,0.00040213781176134944,-25.05,5.0,125,1.6,
402,poppin_party,Jumpin',247.87,0.0008034444181248546,0.00041910354048013687,0.0013236514059826732,0.00044538432848639786,-18.81,5.0,124,1.61,
403,poppin_party,White Afternoon,299.97,0.00073858886025846,0.0004065776302013546,0.0013360605807974935,0.000380752986529842,-21.22,5.0,150,1.68,
404,poppin_party,キラキラスター！,275.97,0.0007767272181808949,0.0004207250021863729,0.001221913960762322,0.00034983642399311066,-18.67,5.0,138,1.3,
405,poppin_party,Returns,323.17,0.0007573743350803852,0.00045052325003780425,0.001388486591167748,0.0008635934209451079,-23.99,5.0,162,1.74,
406,poppin_party,Dreamers Go!,258.0,0.0008762174402363598,0.0005093521322123706,0.0013595655327662826,0.0005984026356600225,-19.17,5.0,129,1.52,
407,poppin_party,キズナミュージック♪,315.4,0.0009361420525237918,0.0004850949044339359,0.0019297709222882986,0.0005598891875706613,-18.02,5.0,158,1.99,
408,poppin_party,ミライトレイン,355.67,0.000678682466968894,0.0004275293613318354,0.0011635343544185162,0.00042826004209928215,-19.97,5.0,178,2.25,
409,poppin_party,夢を撃ち抜く瞬間に！,280.57,0.0008509394247084856,0.0004074255411978811,0.0014323232462629676,0.0003998997563030571,-18.34,5.0,141,1.78,
410,poppin_party,ぽっぴん'しゃっふる,,,,,,-18.66,5.0,,1.61,
411,poppin_party,夏空 SUN! SUN! SEVEN!,271.17,0.000809954886790365,0.0004378482699394226,0.001475342782214284,0.00042916033999063075,-17.29,5.0,136,1.58,
412,poppin_party,1000回潤んだ空,330.77,0.0006587026291526854,0.0003615798195824027,0.0012678480707108974,0.0005607968778349459,-25.89,5.0,166,2.06,
413,poppin_party,HAPPY HAPPY PARTY!,282.45,0.000748557795304805,0.0004227944591548294,0.0013015709118917584,0.0004332287353463471,-18.42,5.0,142,1.82,
414,poppin_party,夏のドーン！,221.35,0.00075144087895751,0.00047673293738625944,0.0012589764082804322,0.00042827578727155924,-19.66,5.0,111,1.39,
415,poppin_party,キミにもらったもの,235.43,0.0006700935773551464,0.000313001946778968,0.0010151874739676714,0.0002758595801424235,-28.38,5.0,118,1.51,
416,poppin_party,Light Delight,308.83,0.0009972724365070462,0.0004251151403877884,0.0017951613990589976,0.0006994595169089735,-24.72,5.0,155,1.98,
417,poppin_party,切ないSandglass,246.47,0.0007887753890827298,0.000446901423856616,0.0015587983652949333,0.000507265271153301,-23.25,5.0,124,1.61,
418,poppin_party,Home Street,228.0,0.000727270555216819,0.000475921988254413,0.0010984380496665835,0.000251453515375033,-21.05,5.0,114,1.36,
419,poppin_party,What's the POPIPA!?,278.67,0.0006521710893139243,0.00039466781890951097,0.0014014600310474634,0.0003688723954837769,-18.39,5.0,140,1.39,
420,poppin_party,SAKURA MEMORIES,254.6,0.0007846711087040603,0.00043480866588652134,0.0014430389273911715,0.0003922049072571099,-20.52,5.0,128,1.24,
421,poppin_party,アニバーサリー,273.83,0.0007367267389781773,0.0004429347172845155,0.001219601253978908,0.00029521549004130065,-17.7,5.0,137,1.65,
422,poppin_party,Tomorrow's Door,247.6,0.0006776830414310098,0.0003611957363318652,0.0013333356473594904,0.0004006972012575716,-17.29,5.0,124,1.6,
423,poppin_party,イントロダクション,221.4,0.0007548446301370859,0.000420407741330564,0.0012750051682814956,0.0003592090797610581,-19.29,5.0,111,1.39,
424,poppin_party,TARINAI,219.63,0.0006977061275392771,0.00045902677811682224,0.0014791892608627677,0.0004540928639471531,-18.6,5.0,110,1.42,
425,poppin_party,DOKI DOKI SCARY,240.36,0.0008924357243813574,0.0004188960883766413,0.0016620289534330368,0.0006807349855080247,-17.26,5.0,121,1.54,
426,poppin_party,Photograph,,,,,,-19.08,5.0,,1.58,
427,poppin_party,夏に閉じこめて,261.64,0.0008155782707035542,0.000491522194352001,0.0012668892741203308,0.00035236889380030334,-19.91,5.0,131,1.42,
428,poppin_party,ぽっぴん'どりーむ！,269.77,0.0008033730555325747,0.00041019925265572965,0.001336175249889493,0.0003776312223635614,-17.35,5.0,135,1.71,
429,poppin_party,星の約束,245.13,0.000817685853689909,0.00041310591041110456,0.001406240975484252,0.0005135359242558479,-18.78,5.0,123,1.56,
430,poppin_party,新しい季節に,211.8,0.0006688667344860733,0.00038185238372534513,0.0011182313319295645,0.00033855295623652637,-18.88,5.0,106,1.37,
431,poppin_party,トレモロアイズ,241.4,0.0007950963918119669,0.0004967767745256424,0.0012779305689036846,0.0003428923082537949,-18.09,5.0,121,1.56,
432,poppin_party,雨上がり、キミと,265.91,0.0007674135849811137,0.00043423206079751253,0.0011950930347666144,0.0003367927565705031,-15.58,5.0,133,1.74,
433,poppin_party,花咲く未来に,,,,,,-16.24,5.0,,1.79,
434,poppin_party,Live Beyond!!,314.6,0.0007799360901117325,0.00046709642629139125,0.0013115437468513846,0.0009119599126279354,-18.34,5.0,158,2.04,
435,poppin_party,Sweets BAN!,255.87,0.0007591503672301769,0.0003509685047902167,0.0011429840233176947,0.00031494966242462397,-18.93,5.0,128,1.64,
436,poppin_party,キミが始まる！,,,,,,-18.46,5.0,,1.39,
437,poppin_party,Moonlight Walk,226.57,0.0008531349012628198,0.0004153126501478255,0.001962804701179266,0.001026375568471849,-20.23,5.0,114,1.41,
438,poppin_party,ここから先は歌にならない,277.6,0.0007951841689646244,0.00045801172382198274,0.001449995907023549,0.0006153266876935959,-20.76,5.0,139,1.42,
439,poppin_party,青春 To Be Continued,256.37,0.0007152814068831503,0.00039557061973027885,0.0011358485789969563,0.0003471478121355176,-18.53,5.0,129,1.21,
440,poppin_party,Future Place,232.97,0.00066198012791574,0.0003884264442604035,0.0013460704358294606,0.0003962363989558071,-17.23,5.0,117,1.19,
441,poppin_party,大好き！,247.47,0.0007908176048658788,0.00035336101427674294,0.0014942482812330127,0.0005693366983905435,-18.44,5.0,124,1.4,
442,poppin_party,Five Letters,249.23,0.0006845209863968194,0.00039257635944522917,0.0011350681306794286,0.00034761123242788017,-21.36,5.0,125,1.53,
443,poppin_party,最強☆ソング,255.13,0.000643834238871932,0.0003671831509564072,0.0010717945406213403,0.0002586267073638737,-19.01,5.0,128,1.63,
444,poppin_party,RiNG A BELL,261.07,0.0006927140639163554,0.0004226454475428909,0.0013723206939175725,0.0005112718790769577,-17.06,5.0,131,1.69,
445,poppin_party,Drive Your Heart,268.87,0.0007179327658377588,0.00043726552394218743,0.0015111034736037254,0.0005197424907237291,-16.53,5.0,135,1.73,
446,poppin_party,とっておきAnswer,196.8,0.0006690854206681252,0.0004112440219614655,0.001173502649180591,0.00032265466870740056,-17.59,5.0,99,1.25,
447,poppin_party,START!! True dreams,242.88,0.0008863991824910045,0.00039283090154640377,0.001469286042265594,0.0004371659306343645,-16.82,5.0,122,1.53,
448,poppin_party,どきどきデエト,217.33,0.0008231957326643169,0.00044748670188710093,0.0012906129704788327,0.00030552264070138335,-17.49,5.0,109,1.35,
449,poppin_party,チョコレイトの低音レシピ,271.02,0.0006192077416926622,0.00035588268656283617,0.0010233017383143306,0.00029606473981402814,-20.95,5.0,136,1.75,
450,poppin_party,Chu Chueen!,229.9,0.0008462006226181984,0.00039384106639772654,0.001430367585271597,0.0005843203398399055,-16.69,5.0,115,1.5,
451,poppin_party,どきどきSING OUT!,,,,,,-19.04,5.0,,1.62,
452,poppin_party,Freedom,264.57,0.0008563337032683194,0.00033045466989278793,0.00139405089430511,0.00041586344013921916,-18.11,5.0,133,1.72,
453,poppin_party,Game Changer,195.77,0.00089454953558743,0.0004756420385092497,0.0016465703956782818,0.0004481988726183772,-19.65,5.0,98,1.24,
454,poppin_party,花園電気ギター！！！,199.06,0.0007250678027048707,0.00047206805902533233,0.0012640091590583324,0.0009389438782818615,-20.23,5.0,100,1.28,
455,poppin_party,す、好きなんかじゃない！,236.94,0.0008893495541997254,0.00047499261563643813,0.001415315899066627,0.0005688417586497962,-19.33,5.0,119,1.51,
456,poppin_party,遠い音楽 ～ハートビート～,243.16,0.0008193726534955204,0.0005015588249079883,0.0014276057481765747,0.00048641773173585534,-20.77,5.0,122,1.55,
457,poppin_party,ほな！,227.2,0.000668406777549535,0.00044867760152556,0.0009892814559862018,0.00027463186415843666,-17.74,5.0,114,1.44,
458,poppin_party,世界中の青空をあつめて,230.4,0.0008698030142113566,0.00044496136251837015,0.0013916579773649573,0.00036518851993605494,-17.04,5.0,116,1.46,
459,poppin_party,勇気Limit！,222.64,0.0007932315347716212,0.0004445620870683342,0.0014319170732051134,0.00042582323658280075,-18.16,5.0,112,1.03,
460,poppin_party,開けたらDream!,309.03,0.0008908975869417191,0.00043028194340877235,0.0015203747898340225,0.0005133082158863544,-19.07,5.0,155,1.45,
461,poppin_party,絆色のアンサンブル,,,,,,-19.78,5.0,,1.81,
462,poppin_party,NO GIRL NO CRY (Poppin'Party Ver.),312.8,0.0006939269951544702,0.00036452364292927086,0.001157179125584662,0.000369695684639737,-17.83,5.0,157,2.0,
463,poppin_party,ちゅ、多様性。 (Cover),,,,,,-18.04,5.0,,1.18,
464,poppin_party,フィクション (Cover),232.0,0.0007127646822482347,0.00038837629836052656,0.0010977585334330797,0.00028866110369563103,-17.53,5.0,116,1.12,
465,poppin_party,幾億光年 (Cover),275.4,0.000912995426915586,0.0005026565631851554,0.00156542775221169,0.0004069166025146842,-17.11,5.0,138,1.64,
466,poppin_party,心絵 (Cover),256.67,0.000750517298001796,0.0004344285698607564,0.0012747689615935087,0.00037966814124956727,-18.67,5.0,129,1.65,
467,poppin_party,じょいふる (Cover),194.6,0.0005562953883782029,0.0003159905900247395,0.001007863786071539,0.0004972910392098129,-17.5,5.0,98,1.26,
468,poppin_party,MATSURI BAYASHI (Cover),231.13,0.000621078594122082,0.00033316045301035047,0.001246708445250988,0.0005630663363263011,-18.6,5.0,116,1.46,
469,poppin_party,私は最強 (Cover),257.93,0.0007888206164352596,0.0004077185585629195,0.0012030948419123888,0.0003097349253948778,-18.71,5.0,129,1.65,
470,poppin_party,トウキョウ・シャンディ・ランデヴ (Cover),186.87,0.000703565136063844,0.0003431398654356599,0.0011138367699459195,0.0002999017888214439,-20.88,5.0,94,1.19,
471,poppin_party,夜行性ハイズ (Cover),226.0,0.000783497525844723,0.0003898102149832994,0.0013604017440229654,0.00040546769741922617,-20.09,5.0,113,1.45,
472,poppin_party,メランコリック (Cover),220.97,0.0007115200278349221,0.0003579056356102228,0.0013951357686892152,0.000490656471811235,-21.81,5.0,111,1.41,
473,poppin_party,怪獣の花唄 (Cover),223.1,0.001157334540039301,0.0005912679480388761,0.001735870959237218,0.0005165422335267067,-19.68,5.0,112,1.45,
474,poppin_party,光るなら (Cover),253.77,0.0008556912653148174,0.0004381653561722487,0.001433202880434692,0.000538769003469497,-19.19,5.0,127,1.62,
475,poppin_party,ミュージック・アワー (Cover),280.83,0.0008297460153698921,0.0004292053636163473,0.0013575361808761954,0.004460550844669342,-18.64,5.0,141,1.8,
476,poppin_party,only my railgun (Cover),253.27,0.0010972263989970088,0.00046520831529051065,0.001871804823167622,0.000520640576723963,-22.75,5.0,127,1.59,
477,poppin_party,ロミオとシンデレラ (Cover),280.33,0.0008359948988072574,0.0004919717903248966,0.0013545751571655273,0.0005603246972896159,-18.91,5.0,141,1.61,
478,poppin_party,Daydream café (Cover),229.03,0.0010986932320520282,0.0006077018333598971,0.002016091486439109,0.000707002414856106,-20.84,5.0,115,1.24,
479,poppin_party,君じゃなきゃダメみたい (Cover),239.73,0.0008716618176549673,0.00034487980883568525,0.00192642817273736,0.0007669663173146546,-20.97,5.0,120,1.2,
480,poppin_party,＊〜アスタリスク〜 (Cover),252.67,0.0008948445902206004,0.0005137795815244317,0.0018831186462193727,0.0006736809154972434,-18.13,5.0,127,1.36,
481,poppin_party,DAYS of DASH (Cover),253.67,0.0007144731353037059,0.0003702367248479277,0.0012873286614194512,0.0004326116177253425,-19.9,5.0,127,1.61,
482,poppin_party,檄！帝国華撃団 (Cover),184.6,0.0007672355859540403,0.0003878733259625733,0.001437144703231752,0.00043503669439814985,-19.08,5.0,93,1.19,
483,poppin_party,DAYS (Cover),235.1,0.0009098181035369635,0.00046049049706198275,0.0016628098674118519,0.0004752279201056808,-21.68,5.0,118,1.45,
484,poppin_party,ディスカバリー！ (Cover),,,,,,-19.31,5.0,,1.6,
485,poppin_party,チェリボム (Cover),246.4,0.000805162126198411,0.0003738028754014522,0.0016018030000850558,0.0021443702280521393,-17.66,5.0,124,1.39,
486,poppin_party,ヴァンパイア (Cover),,,,,,-20.35,5.0,,1.11,
487,poppin_party,怪物 (Cover),206.57,0.0006948920781724155,0.00036235121660865843,0.0013999041402712464,0.0004224932345096022,-20.91,5.0,104,1.33,
488,poppin_party,大河よ共に泣いてくれ (Cover),207.67,0.001160264015197754,0.00043458008440211415,0.0022578290663659573,0.0021042488515377045,-20.76,5.0,104,1.35,
489,poppin_party,空色デイズ (Cover),253.83,0.0009590652189217508,0.0004426642553880811,0.0017729022074490786,0.0005456061917357147,-19.06,5.0,127,1.61,
490,raise_a_suilen,Invincible Fighter,250.87,0.001017710892483592,0.0004958285135217011,0.0017356257885694504,0.0018703833920881152,-21.17,5.0,126,1.61,
491,raise_a_suilen,A DECLARATION OF ×××,315.77,0.0010289663914591074,0.0005337295006029308,0.001829352811910212,0.014580484479665756,-19.81,5.0,158,2.01,
492,raise_a_suilen,SOUL SOLDIER,239.93,0.0008837089408189058,0.0003674461040645838,0.0019890060648322105,0.004268253222107887,-18.39,5.0,120,1.56,
493,raise_a_suilen,UNSTOPPABLE,230.5,0.0008397868950851262,0.0003688533906824887,0.0014986330643296242,0.0004452246648725122,-20.11,5.0,116,1.49,
494,raise_a_suilen,HELL! or HELL?,282.34,0.0007887293468229473,0.00038443051744252443,0.0017640949226915836,0.0014491265174001455,-19.2,5.0,142,1.74,
495,raise_a_suilen,Beautiful Birthday,,,,,,-18.51,5.0,,1.29,
496,raise_a_suilen,Takin’ my Heart,286.93,0.0009810044430196285,0.0003790703194681555,0.0018486184999346733,0.0006954179261811078,-24.52,5.0,144,1.45,
497,raise_a_suilen,DRIVE US CRAZY,245.67,0.0009347302257083356,0.0005437950603663921,0.0024160074535757303,0.010115076787769794,-18.42,5.0,123,1.46,
498,raise_a_suilen,!NVADE SHOW!,265.67,0.0009058147552423179,0.000596886093262583,0.00158991280477494,0.0017621016595512629,-17.71,5.0,133,1.68,
499,raise_a_suilen,REIGNING,249.4,0.0008676914148963988,0.00048277017776854336,0.0020007884595543146,0.0008355453610420227,-21.47,5.0,125,1.59,
500,raise_a_suilen,EXPOSE ‘Burn out!!!’,283.74,0.0008829336147755384,0.0004684298764914274,0.0019108677515760064,0.001386121497489512,-19.81,5.0,142,1.71,
501,raise_a_suilen,R・I・O・T,301.5,0.0010472534922882915,0.0005114053492434323,0.002134546637535095,0.0011586268665269017,-21.33,5.0,151,1.72,
502,raise_a_suilen,V.I.P MONSTER,241.9,0.000792152073699981,0.0004443081852514297,0.0015742877731099725,0.0005824834806844592,-21.81,5.0,121,1.44,
503,raise_a_suilen,mind of Prominence,,,,,,-18.31,5.0,,1.69,
