window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,minor,0.4553
7.48,22.43,D,minor,0.6159
14.95,29.91,A#,major,0.7775
22.43,37.38,G,minor,0.7019
29.91,44.86,A#,major,0.7923
37.38,52.34,A#,major,0.8541
44.86,59.81,G,minor,0.7043
52.34,67.29,G,minor,0.7349
59.81,74.77,G,minor,0.8434
67.29,82.25,G,minor,0.7418
74.77,89.72,G,minor,0.8452
82.25,97.2,A#,major,0.7422
89.72,104.68,D,minor,0.7573
97.2,112.15,A#,major,0.7729
104.68,119.63,G,minor,0.7764
112.15,127.11,G,minor,0.73
119.63,134.58,D,minor,0.7177
127.11,142.06,G,minor,0.7953
134.58,149.54,G,minor,0.7699
142.06,157.01,G,minor,0.7696
149.54,164.49,G,minor,0.6978
157.01,171.97,A#,major,0.7289
164.49,179.44,A#,major,0.8805
171.97,186.92,G,minor,0.7106
179.44,194.4,G,minor,0.6829
186.92,201.87,G,minor,0.7832
194.4,209.35,G,minor,0.8175
201.87,216.83,G,minor,0.8245
209.35,221.1,A#,major,0.6194
