window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,major,0.7822
7.48,22.43,C#,minor,0.6768
14.95,29.91,E,major,0.6323
22.43,37.38,E,major,0.8847
29.91,44.86,C#,minor,0.8861
37.38,52.34,C#,minor,0.6763
44.86,59.81,B,minor,0.6252
52.34,67.29,B,minor,0.6733
59.81,74.77,B,major,0.6728
67.29,82.25,B,major,0.6617
74.77,89.72,E,major,0.7668
82.25,97.2,E,major,0.8194
89.72,104.68,E,major,0.7231
97.2,112.15,E,major,0.7399
104.68,119.63,E,major,0.7647
112.15,127.11,F#,minor,0.5424
119.63,134.58,B,minor,0.6335
127.11,142.06,B,minor,0.5722
134.58,149.54,C#,minor,0.5868
142.06,157.01,B,major,0.7153
149.54,164.49,E,major,0.7791
157.01,171.97,E,major,0.7606
164.49,179.44,E,major,0.6386
171.97,186.92,B,minor,0.7597
179.44,194.4,B,major,0.7715
186.92,201.87,E,major,0.626
194.4,209.35,C#,minor,0.7743
201.87,216.83,E,major,0.9671
209.35,224.3,E,major,0.8176
216.83,227.18,G,major,0.6927
