window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,major,0.8181
7.48,22.43,E,major,0.521
14.95,29.91,E,major,0.4746
22.43,37.38,F#,minor,0.5642
29.91,44.86,F#,minor,0.6948
37.38,52.34,F#,major,0.6207
44.86,59.81,A#,minor,0.5052
52.34,67.29,A#,minor,0.5584
59.81,74.77,A#,minor,0.4942
67.29,82.25,A#,minor,0.4679
74.77,89.72,F#,major,0.6022
82.25,97.2,F#,major,0.8351
89.72,104.68,F#,major,0.731
97.2,112.15,F#,major,0.7
104.68,119.63,A#,minor,0.5685
112.15,127.11,A#,minor,0.597
119.63,134.58,A#,minor,0.5657
127.11,142.06,A#,minor,0.5484
134.58,149.54,A#,minor,0.5431
142.06,157.01,A#,minor,0.5646
149.54,164.49,F#,major,0.6338
157.01,171.97,F#,minor,0.7427
164.49,179.44,F#,minor,0.7411
171.97,186.92,F#,minor,0.5235
179.44,194.4,A#,minor,0.5655
186.92,201.87,A#,minor,0.5417
194.4,209.35,A#,minor,0.5096
201.87,216.83,A#,minor,0.5583
209.35,224.3,A#,minor,0.5691
216.83,231.78,F#,major,0.583
224.3,237.8,F#,major,0.606
