window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,minor,0.6419
7.48,22.43,G,minor,0.4328
14.95,29.91,G,minor,0.4198
22.43,37.38,G,minor,0.408
29.91,44.86,G,minor,0.3135
37.38,52.34,G,minor,0.3191
44.86,59.81,G,minor,0.3784
52.34,67.29,G,minor,0.3858
59.81,74.77,G,minor,0.4296
67.29,82.25,G,minor,0.4577
74.77,89.72,G,minor,0.4431
82.25,97.2,G,minor,0.4462
89.72,104.68,G,minor,0.4116
97.2,112.15,G,minor,0.4113
104.68,119.63,G,minor,0.4469
112.15,127.11,G,minor,0.3631
119.63,134.58,G,minor,0.3054
127.11,142.06,G,minor,0.3358
134.58,149.54,G,minor,0.3261
142.06,157.01,G,minor,0.3644
149.54,164.49,G,minor,0.3959
157.01,171.97,G,minor,0.3887
164.49,179.44,G,minor,0.3843
171.97,186.92,G,minor,0.3748
179.44,194.4,G,minor,0.3082
186.92,201.87,F#,minor,0.5287
194.4,209.35,F#,minor,0.5986
201.87,216.83,F,major,0.4215
209.35,224.3,F,major,0.5661
216.83,231.78,F,major,0.5623
224.3,239.26,F,major,0.606
231.78,246.74,F,major,0.5918
239.26,254.21,F,major,0.5502
246.74,261.69,D,minor,0.4761
254.21,262.59,D,major,0.4605
