window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,minor,0.6677
7.48,22.43,A,minor,0.4268
14.95,29.91,C,minor,0.4897
22.43,37.38,C,minor,0.569
29.91,44.86,C,minor,0.5873
37.38,52.34,C,minor,0.4467
44.86,59.81,G,minor,0.3759
52.34,67.29,C,minor,0.4678
59.81,74.77,C,minor,0.5759
67.29,82.25,C,minor,0.6757
74.77,89.72,C,minor,0.6831
82.25,97.2,C,minor,0.6143
89.72,104.68,C,minor,0.6571
97.2,112.15,C,minor,0.5883
104.68,119.63,C,minor,0.5772
112.15,127.11,C,minor,0.5356
119.63,134.58,C,minor,0.4203
127.11,142.06,C,minor,0.5921
134.58,149.54,C,minor,0.6908
142.06,157.01,G#,major,0.5496
149.54,164.49,C,minor,0.567
157.01,171.97,C,minor,0.7535
164.49,179.44,F,minor,0.764
171.97,186.92,F,minor,0.8135
179.44,194.4,G#,major,0.5553
186.92,201.87,C,minor,0.668
194.4,209.35,C,minor,0.6362
201.87,216.83,G#,major,0.4955
209.35,224.3,G#,major,0.5585
216.83,224.79,G#,major,0.4355
