window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.7212
7.48,22.43,G,major,0.8685
14.95,29.91,G,major,0.7475
22.43,37.38,G,major,0.7313
29.91,44.86,G,major,0.8824
37.38,52.34,G,major,0.9078
44.86,59.81,G,major,0.8656
52.34,67.29,G,major,0.7815
59.81,74.77,G,major,0.8526
67.29,82.25,G,major,0.8422
74.77,89.72,G,major,0.8329
82.25,97.2,G,major,0.846
89.72,104.68,G,major,0.9769
97.2,112.15,G,major,0.9549
104.68,119.63,G,major,0.9353
112.15,127.11,G,major,0.8922
119.63,134.58,G,major,0.8263
127.11,142.06,G,major,0.9206
134.58,149.54,G,major,0.9251
142.06,157.01,G,major,0.8339
149.54,164.49,G,major,0.7187
157.01,171.97,D,major,0.7593
164.49,179.44,G,major,0.7988
171.97,186.92,G,major,0.8255
179.44,194.4,G,major,0.9006
186.92,201.87,G,major,0.9159
194.4,209.35,G,major,0.9271
201.87,216.83,G,major,0.9471
209.35,224.3,C,major,0.8869
216.83,231.78,C,major,0.7559
224.3,239.26,C,major,0.6731
231.78,246.74,D,minor,0.6214
239.26,254.21,G,major,0.6714
246.74,261.69,G,major,0.7853
254.21,269.17,G,major,0.8394
261.69,276.64,G,major,0.8335
269.17,284.12,G,major,0.8484
276.64,291.6,G,major,0.8495
284.12,299.07,G,major,0.8924
291.6,306.55,G,major,0.9331
299.07,313.7,G,major,0.8113
