window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,minor,0.5354
7.48,22.43,E,minor,0.5802
14.95,29.91,E,minor,0.5211
22.43,37.38,E,minor,0.5688
29.91,44.86,E,minor,0.591
37.38,52.34,E,minor,0.5438
44.86,59.81,E,minor,0.5137
52.34,67.29,E,minor,0.5778
59.81,74.77,E,minor,0.7383
67.29,82.25,E,minor,0.7895
74.77,89.72,E,minor,0.7806
82.25,97.2,E,minor,0.6897
89.72,104.68,E,minor,0.5848
97.2,112.15,E,minor,0.6032
104.68,119.63,E,minor,0.6689
112.15,127.11,E,minor,0.7071
119.63,134.58,E,minor,0.6648
127.11,142.06,E,minor,0.6342
134.58,149.54,E,minor,0.7054
142.06,157.01,E,minor,0.7546
149.54,164.49,E,minor,0.7557
157.01,171.97,E,minor,0.738
164.49,179.44,E,minor,0.6735
171.97,186.92,E,minor,0.5628
179.44,194.4,E,minor,0.6445
186.92,201.87,E,minor,0.6784
194.4,209.35,E,minor,0.6039
201.87,216.83,E,minor,0.7336
209.35,224.3,E,minor,0.7431
216.83,231.78,E,minor,0.7734
224.3,239.26,E,minor,0.7734
231.78,246.74,E,minor,0.6783
239.26,254.21,E,minor,0.5626
246.74,260.27,G,major,0.6902
