window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.4739
7.48,22.43,F,major,0.4408
14.95,29.91,D,minor,0.6631
22.43,37.38,D,minor,0.6208
29.91,44.86,A#,major,0.4837
37.38,52.34,G,minor,0.5348
44.86,59.81,D,minor,0.6996
52.34,67.29,A#,major,0.6511
59.81,74.77,A#,major,0.6251
67.29,82.25,C,minor,0.4787
74.77,89.72,D,minor,0.4324
82.25,97.2,D,minor,0.7273
89.72,104.68,D,minor,0.7781
97.2,112.15,D,minor,0.402
104.68,119.63,F,major,0.413
112.15,127.11,D,minor,0.719
119.63,134.58,D,minor,0.6829
127.11,142.06,D,minor,0.7177
134.58,149.54,F#,minor,0.5051
142.06,157.01,G,minor,0.5404
149.54,164.49,G,minor,0.6009
157.01,171.97,D,minor,0.6039
164.49,179.44,D,minor,0.74
171.97,186.92,D,minor,0.6974
179.44,190.75,D,major,0.6745
