window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.8056
7.48,22.43,G,major,0.7452
14.95,29.91,E,minor,0.3942
22.43,37.38,D#,minor,0.3278
29.91,44.86,D#,minor,0.4043
37.38,52.34,E,minor,0.3344
44.86,59.81,D,major,0.5171
52.34,67.29,E,minor,0.4389
59.81,74.77,E,minor,0.5155
67.29,82.25,E,minor,0.5173
74.77,89.72,E,minor,0.3719
82.25,97.2,D#,minor,0.3472
89.72,104.68,D#,minor,0.393
97.2,112.15,E,minor,0.3412
104.68,119.63,E,minor,0.508
112.15,127.11,E,minor,0.4522
119.63,134.58,E,minor,0.5014
127.11,142.06,E,minor,0.4568
134.58,149.54,D#,minor,0.3063
142.06,157.01,D,minor,0.4051
149.54,164.49,D,major,0.5589
157.01,171.97,E,minor,0.5329
164.49,179.44,E,minor,0.4845
171.97,186.92,G,major,0.4711
179.44,194.4,E,minor,0.4799
186.92,201.87,E,minor,0.5718
194.4,209.35,G,major,0.5706
201.87,216.83,G,major,0.5298
209.35,224.3,E,minor,0.5005
216.83,231.78,G,major,0.7051
224.3,231.83,G,major,0.7446
