window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.6598
7.48,22.43,D,minor,0.6023
14.95,29.91,G,major,0.4699
22.43,37.38,E,minor,0.5944
29.91,44.86,D#,major,0.6199
37.38,52.34,F,minor,0.6899
44.86,59.81,F,minor,0.6419
52.34,67.29,G#,major,0.6423
59.81,74.77,C#,major,0.6389
67.29,82.25,C#,major,0.492
74.77,89.72,E,minor,0.5834
82.25,97.2,E,minor,0.7186
89.72,104.68,E,minor,0.6382
97.2,112.15,D,major,0.6223
104.68,119.63,D,minor,0.6023
112.15,127.11,F,minor,0.4906
119.63,134.58,F,minor,0.6493
127.11,142.06,F,minor,0.4677
134.58,149.54,E,minor,0.2629
142.06,157.01,C,major,0.4363
149.54,164.49,E,minor,0.6866
157.01,171.97,E,minor,0.6995
164.49,179.44,E,minor,0.5614
171.97,186.92,D,major,0.7225
179.44,194.4,E,minor,0.3849
186.92,201.87,D#,major,0.4085
194.4,209.35,F,minor,0.4563
201.87,216.83,E,minor,0.7167
209.35,224.3,E,minor,0.7786
216.83,231.78,E,minor,0.6574
224.3,239.26,D,major,0.7533
231.78,246.74,G,minor,0.6895
239.26,254.21,G,minor,0.7061
246.74,261.69,G,major,0.8232
254.21,262.52,G,major,0.7434
