window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,minor,0.7998
7.48,22.43,F#,minor,0.8608
14.95,29.91,F#,minor,0.8271
22.43,37.38,F#,minor,0.7838
29.91,44.86,F#,minor,0.8397
37.38,52.34,B,major,0.6908
44.86,59.81,A,major,0.8012
52.34,67.29,A,major,0.7716
59.81,74.77,E,major,0.7971
67.29,82.25,E,major,0.7066
74.77,89.72,F#,minor,0.7432
82.25,97.2,F#,minor,0.8039
89.72,104.68,F#,minor,0.8562
97.2,112.15,F#,minor,0.7923
104.68,119.63,F#,minor,0.7846
112.15,127.11,F#,minor,0.7808
119.63,134.58,E,major,0.7568
127.11,142.06,A,major,0.7416
134.58,149.54,E,major,0.7855
142.06,157.01,E,major,0.7368
149.54,164.49,F#,minor,0.7404
157.01,171.97,F#,minor,0.8381
164.49,179.44,E,major,0.841
171.97,186.92,E,major,0.75
179.44,194.4,F#,minor,0.6769
186.92,201.87,A,major,0.8197
194.4,209.35,F#,minor,0.7637
201.87,216.83,F#,minor,0.7946
209.35,224.3,F#,minor,0.799
216.83,231.78,F#,minor,0.8109
224.3,232.04,F#,minor,0.8134
