window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,major,0.8828
7.48,22.43,F,major,0.8183
14.95,29.91,F,major,0.8807
22.43,37.38,F,major,0.8951
29.91,44.86,D,minor,0.9092
37.38,52.34,F,major,0.7712
44.86,59.81,C,major,0.7677
52.34,67.29,A,minor,0.7514
59.81,74.77,F,major,0.886
67.29,82.25,F,major,0.9061
74.77,89.72,C,major,0.8827
82.25,97.2,C,major,0.7522
89.72,104.68,F,major,0.8049
97.2,112.15,F,major,0.8486
104.68,119.63,D,minor,0.9157
112.15,127.11,F,major,0.7905
119.63,134.58,C,major,0.7648
127.11,142.06,D,minor,0.7515
134.58,149.54,F,major,0.9074
142.06,157.01,F,major,0.9046
149.54,164.49,C,major,0.8682
157.01,171.97,A,minor,0.7341
164.49,179.44,F,major,0.8254
171.97,186.92,F,minor,0.9203
179.44,194.4,F,minor,0.5682
186.92,201.87,C,major,0.7755
194.4,209.35,A,minor,0.7928
201.87,216.83,F,major,0.7443
209.35,224.3,A#,minor,0.6897
216.83,231.78,D#,minor,0.8437
224.3,239.26,F#,major,0.8716
231.78,246.74,F#,major,0.8946
239.26,254.21,D#,minor,0.7591
246.74,261.69,D#,minor,0.7815
254.21,269.17,C#,major,0.7813
261.69,276.64,C#,major,0.8585
269.17,284.12,F#,major,0.909
276.64,289.37,F#,major,0.8066
