window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,B,minor,0.8726
7.48,22.43,B,minor,0.4563
14.95,29.91,E,minor,0.362
22.43,37.38,E,minor,0.303
29.91,44.86,E,minor,0.2749
37.38,52.34,D#,minor,0.3087
44.86,59.81,D#,minor,0.3441
52.34,67.29,E,minor,0.318
59.81,74.77,E,minor,0.332
67.29,82.25,D,major,0.3211
74.77,89.72,D#,minor,0.3334
82.25,97.2,D#,minor,0.3691
89.72,104.68,D#,minor,0.3334
97.2,112.15,E,minor,0.3464
104.68,119.63,E,minor,0.3506
112.15,127.11,E,minor,0.33
119.63,134.58,D,major,0.3459
127.11,142.06,E,minor,0.3855
134.58,149.54,E,minor,0.446
142.06,157.01,E,minor,0.3876
149.54,164.49,E,minor,0.4573
157.01,171.97,E,minor,0.4327
164.49,179.44,D#,minor,0.3369
171.97,186.92,C,minor,0.5011
179.44,194.4,C,minor,0.7276
186.92,194.58,C,minor,0.805
