window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A#,major,0.8309
7.48,22.43,D#,major,0.7687
14.95,29.91,A#,major,0.8323
22.43,37.38,A#,major,0.849
29.91,44.86,A#,major,0.7861
37.38,52.34,A#,major,0.591
44.86,59.81,A#,major,0.8324
52.34,67.29,A#,major,0.9023
59.81,74.77,A#,major,0.8655
67.29,82.25,A#,major,0.884
74.77,89.72,A#,major,0.899
82.25,97.2,A#,major,0.8997
89.72,104.68,A#,major,0.8424
97.2,112.15,A#,major,0.8077
104.68,119.63,D#,major,0.7498
112.15,127.11,A#,major,0.8441
119.63,134.58,A#,major,0.8889
127.11,142.06,A#,major,0.8847
134.58,149.54,A#,major,0.9315
142.06,157.01,D#,major,0.6823
149.54,164.49,C#,major,0.4697
157.01,171.97,C#,major,0.3653
164.49,179.44,C,minor,0.5365
171.97,186.92,B,major,0.661
179.44,194.4,E,major,0.7995
186.92,201.87,B,major,0.8427
194.4,209.35,B,major,0.8406
201.87,216.83,B,major,0.7885
209.35,224.3,B,major,0.8075
216.83,231.78,E,major,0.8273
224.3,236.75,E,major,0.5197
