window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,minor,0.4386
7.48,22.43,E,minor,0.5048
14.95,29.91,E,minor,0.4963
22.43,37.38,E,minor,0.551
29.91,44.86,E,minor,0.5985
37.38,52.34,E,minor,0.6351
44.86,59.81,E,minor,0.7003
52.34,67.29,E,minor,0.6466
59.81,74.77,E,minor,0.5597
67.29,82.25,E,minor,0.5812
74.77,89.72,E,minor,0.5887
82.25,97.2,G,major,0.5572
89.72,104.68,E,minor,0.6559
97.2,112.15,E,minor,0.7262
104.68,119.63,E,minor,0.7796
112.15,127.11,E,minor,0.7626
119.63,134.58,E,minor,0.7795
127.11,142.06,E,minor,0.7129
134.58,149.54,E,minor,0.5936
142.06,157.01,E,minor,0.6004
149.54,164.49,E,minor,0.6307
157.01,171.97,E,minor,0.5583
164.49,179.44,E,minor,0.5141
171.97,186.92,E,minor,0.4926
179.44,194.4,E,minor,0.6718
186.92,194.58,E,minor,0.7038
