window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F,major,0.771
7.48,22.43,D,minor,0.5413
14.95,29.91,D,minor,0.5888
22.43,37.38,F,major,0.7758
29.91,44.86,F,major,0.8759
37.38,52.34,F,major,0.6418
44.86,59.81,D,minor,0.5406
52.34,67.29,A#,major,0.6029
59.81,74.77,D,minor,0.6415
67.29,82.25,D,minor,0.6324
74.77,89.72,D,minor,0.5484
82.25,97.2,D,minor,0.4991
89.72,104.68,D,minor,0.513
97.2,112.15,D,minor,0.5711
104.68,119.63,D,minor,0.5257
112.15,127.11,D,minor,0.5445
119.63,134.58,D,minor,0.5488
127.11,142.06,D,minor,0.5398
134.58,149.54,F,major,0.8895
142.06,157.01,F,major,0.8315
149.54,164.49,C,major,0.4022
157.01,171.97,C#,major,0.3978
164.49,179.44,C#,major,0.4069
171.97,186.92,G#,major,0.4808
179.44,194.4,C#,major,0.5353
186.92,201.87,C#,major,0.4918
194.4,209.35,C#,major,0.4437
201.87,216.83,G#,major,0.4364
209.35,220.96,D#,major,0.5422
