window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,major,0.4013
7.48,22.43,C#,minor,0.4744
14.95,29.91,C#,minor,0.6435
22.43,37.38,C#,minor,0.7774
29.91,44.86,C#,minor,0.6501
37.38,52.34,C#,minor,0.6693
44.86,59.81,C#,minor,0.7285
52.34,67.29,C#,minor,0.6407
59.81,74.77,A,major,0.626
67.29,82.25,C#,minor,0.5489
74.77,89.72,C#,minor,0.6366
82.25,97.2,C#,minor,0.6357
89.72,104.68,C#,minor,0.6126
97.2,112.15,C#,minor,0.6617
104.68,119.63,C#,minor,0.6799
112.15,127.11,C#,minor,0.7156
119.63,134.58,C#,minor,0.6722
127.11,142.06,C#,minor,0.6499
134.58,149.54,C#,minor,0.613
142.06,157.01,C#,minor,0.5538
149.54,164.49,C#,minor,0.4699
157.01,171.97,C#,minor,0.6111
164.49,179.44,C#,minor,0.7109
171.97,186.92,A,major,0.6724
179.44,194.4,A,major,0.8573
186.92,201.87,A,major,0.8739
194.4,209.35,C#,minor,0.6867
201.87,216.83,C#,minor,0.6887
209.35,223.58,A#,minor,0.5632
