window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,minor,0.6612
7.48,22.43,C,minor,0.6938
14.95,29.91,C,minor,0.7359
22.43,37.38,C,minor,0.6745
29.91,44.86,C,minor,0.6889
37.38,52.34,C,minor,0.7199
44.86,59.81,G,minor,0.6722
52.34,67.29,G,minor,0.6845
59.81,74.77,C,minor,0.6782
67.29,82.25,C,minor,0.7559
74.77,89.72,C,minor,0.7705
82.25,97.2,C,minor,0.6971
89.72,104.68,C,minor,0.7822
97.2,112.15,C,minor,0.7537
104.68,119.63,G,minor,0.664
112.15,127.11,G,minor,0.7095
119.63,134.58,C,minor,0.6847
127.11,142.06,G,minor,0.667
134.58,149.54,C,minor,0.6276
142.06,157.01,C,minor,0.4444
149.54,164.49,C,minor,0.5258
157.01,171.97,C,minor,0.5699
164.49,179.44,C,minor,0.557
171.97,186.92,C,minor,0.6739
179.44,194.4,C,minor,0.7013
186.92,201.87,C,minor,0.7085
194.4,209.35,C,minor,0.6706
201.87,216.83,C,minor,0.6811
209.35,224.3,C,minor,0.7321
216.83,231.78,C,minor,0.646
224.3,234.5,C,minor,0.5856
