window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.7939
7.48,22.43,E,minor,0.676
14.95,29.91,E,minor,0.7225
22.43,37.38,B,minor,0.7183
29.91,44.86,B,minor,0.6425
37.38,52.34,B,minor,0.6542
44.86,59.81,E,minor,0.5055
52.34,67.29,E,minor,0.5437
59.81,74.77,B,minor,0.6225
67.29,82.25,E,minor,0.6509
74.77,89.72,G,major,0.6778
82.25,97.2,B,minor,0.5723
89.72,104.68,B,minor,0.5673
97.2,112.15,B,minor,0.6863
104.68,119.63,B,minor,0.6341
112.15,127.11,E,minor,0.5756
119.63,134.58,B,minor,0.6061
127.11,142.06,B,minor,0.6189
134.58,149.54,E,minor,0.6678
142.06,157.01,E,minor,0.7727
149.54,164.49,B,minor,0.6738
157.01,171.97,B,minor,0.6463
164.49,179.44,B,minor,0.5738
171.97,186.92,G,major,0.6237
179.44,194.4,E,minor,0.7563
186.92,198.16,E,major,0.7127
