window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,minor,0.495
7.48,22.43,F#,minor,0.4894
14.95,29.91,F#,minor,0.4
22.43,37.38,F#,minor,0.4567
29.91,44.86,F#,minor,0.4819
37.38,52.34,F#,minor,0.3927
44.86,59.81,F#,minor,0.3913
52.34,67.29,F#,minor,0.4363
59.81,74.77,F#,minor,0.4854
67.29,82.25,F#,minor,0.4998
74.77,89.72,F#,minor,0.4843
82.25,97.2,F#,minor,0.5193
89.72,104.68,F#,minor,0.4719
97.2,112.15,F#,minor,0.3407
104.68,119.63,F#,minor,0.3628
112.15,127.11,F#,minor,0.4663
119.63,134.58,F#,minor,0.5153
127.11,142.06,F#,minor,0.4947
134.58,149.54,F#,minor,0.5074
142.06,157.01,F#,minor,0.5667
149.54,164.49,F#,minor,0.4835
157.01,171.97,F#,minor,0.336
164.49,179.44,F#,minor,0.3381
171.97,186.92,F#,minor,0.4501
179.44,194.4,F#,minor,0.4714
186.92,201.87,F#,minor,0.5187
194.4,209.35,F#,minor,0.5312
201.87,216.83,D,major,0.781
209.35,220.59,D,major,0.7832
