window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,minor,0.7393
7.48,22.43,E,major,0.7809
14.95,29.91,E,major,0.8023
22.43,37.38,E,major,0.8817
29.91,44.86,E,major,0.8849
37.38,52.34,E,major,0.5805
44.86,59.81,B,minor,0.6996
52.34,67.29,B,minor,0.8448
59.81,74.77,B,minor,0.8389
67.29,82.25,D,major,0.6951
74.77,89.72,A,major,0.8199
82.25,97.2,E,major,0.7698
89.72,104.68,G#,minor,0.8684
97.2,112.15,E,major,0.7562
104.68,119.63,E,major,0.8201
112.15,127.11,E,minor,0.683
119.63,134.58,B,minor,0.7946
127.11,142.06,G,major,0.8092
134.58,149.54,D,major,0.8389
142.06,157.01,D,major,0.7557
149.54,164.49,D,major,0.6569
157.01,171.97,D,major,0.6101
164.49,179.44,F#,minor,0.7995
171.97,186.92,F#,minor,0.6009
179.44,194.4,G,major,0.8356
186.92,201.87,G,major,0.8636
194.4,209.35,G,major,0.7468
201.87,216.83,B,minor,0.8618
209.35,224.3,E,major,0.7067
216.83,228.86,C#,minor,0.6445
