window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,minor,0.7409
7.48,22.43,C#,minor,0.7577
14.95,29.91,G#,minor,0.578
22.43,37.38,G#,minor,0.4303
29.91,44.86,G#,minor,0.358
37.38,52.34,G#,minor,0.3845
44.86,59.81,G#,minor,0.3994
52.34,67.29,E,major,0.4171
59.81,74.77,G#,minor,0.503
67.29,82.25,E,major,0.5654
74.77,89.72,G#,minor,0.5471
82.25,97.2,G#,minor,0.5502
89.72,104.68,G#,minor,0.5316
97.2,112.15,G#,minor,0.4479
104.68,119.63,G#,minor,0.4631
112.15,127.11,G#,minor,0.3838
119.63,134.58,G#,minor,0.3628
127.11,142.06,G#,minor,0.4855
134.58,149.54,G#,minor,0.5488
142.06,157.01,G#,minor,0.5634
149.54,164.49,G#,minor,0.6081
157.01,171.97,F,minor,0.3052
164.49,179.44,F,major,0.4039
171.97,186.92,A,minor,0.4476
179.44,194.4,A,minor,0.4834
186.92,201.87,A,minor,0.487
194.4,209.35,A,minor,0.4626
201.87,216.83,A,minor,0.6755
209.35,217.22,C,major,0.7201
