window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,major,0.6312
7.48,22.43,F#,major,0.6945
14.95,29.91,F#,major,0.6774
22.43,37.38,F#,major,0.6152
29.91,44.86,F#,major,0.6069
37.38,52.34,F#,major,0.7368
44.86,59.81,F#,major,0.4014
52.34,67.29,D,major,0.5177
59.81,74.77,G,major,0.7625
67.29,82.25,G,major,0.7466
74.77,89.72,G,major,0.6094
82.25,97.2,C#,minor,0.4226
89.72,104.68,F#,major,0.6254
97.2,112.15,F#,major,0.6412
104.68,119.63,F#,major,0.6222
112.15,127.11,F#,major,0.6647
119.63,134.58,B,minor,0.3626
127.11,142.06,G,major,0.58
134.58,149.54,G,major,0.7339
142.06,157.01,G,major,0.7768
149.54,164.49,G,major,0.6065
157.01,171.97,B,minor,0.3519
164.49,179.44,F#,major,0.692
171.97,186.92,C#,major,0.6629
179.44,194.4,F#,major,0.4655
186.92,201.87,F#,major,0.88
194.4,209.35,F#,major,0.9159
201.87,216.83,F#,major,0.6695
209.35,224.3,D,major,0.5795
216.83,231.78,G,major,0.7684
224.3,239.26,G,major,0.7618
231.78,246.74,G,major,0.7049
239.26,254.21,D,major,0.6676
246.74,261.69,D,major,0.6826
254.21,269.17,G,major,0.6208
261.69,271.02,G,major,0.4995
