window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,major,0.4579
7.48,22.43,C,minor,0.4874
14.95,29.91,C,minor,0.5876
22.43,37.38,C,minor,0.5028
29.91,44.86,F,minor,0.4013
37.38,52.34,F,minor,0.3823
44.86,59.81,F,minor,0.4443
52.34,67.29,C#,major,0.4974
59.81,74.77,F,minor,0.4775
67.29,82.25,F,minor,0.4979
74.77,89.72,F,minor,0.5524
82.25,97.2,G#,major,0.5161
89.72,104.68,G#,major,0.556
97.2,112.15,C#,major,0.5668
104.68,119.63,C#,major,0.481
112.15,127.11,C,minor,0.5096
119.63,134.58,C,minor,0.5123
127.11,142.06,F,minor,0.4355
134.58,149.54,F,minor,0.4453
142.06,157.01,F,minor,0.4519
149.54,164.49,F,minor,0.5016
157.01,171.97,F,minor,0.5052
164.49,179.44,F,minor,0.4876
171.97,186.92,F,minor,0.4835
179.44,194.4,C#,major,0.4616
186.92,201.87,C#,major,0.534
194.4,209.35,F,minor,0.5073
201.87,216.83,C,minor,0.6038
209.35,224.3,C,minor,0.6371
216.83,231.78,C,minor,0.4655
224.3,239.26,C#,major,0.456
231.78,246.74,F,minor,0.5468
239.26,254.21,G#,major,0.6507
246.74,261.69,G#,major,0.688
254.21,269.17,F,minor,0.5555
261.69,276.64,G#,major,0.85
269.17,282.01,G#,major,0.8476
