window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,major,0.8996
7.48,22.43,A,major,0.7597
14.95,29.91,A,major,0.6949
22.43,37.38,A,major,0.6883
29.91,44.86,A,major,0.7982
37.38,52.34,A,major,0.8591
44.86,59.81,C#,minor,0.6206
52.34,67.29,C#,minor,0.6909
59.81,74.77,C#,minor,0.7251
67.29,82.25,A,major,0.8226
74.77,89.72,A,major,0.738
82.25,97.2,C#,minor,0.571
89.72,104.68,A,major,0.7597
97.2,112.15,A,major,0.8755
104.68,119.63,A,major,0.8004
112.15,127.11,A,major,0.8166
119.63,134.58,C#,minor,0.595
127.11,142.06,C#,minor,0.6683
134.58,149.54,C#,minor,0.667
142.06,157.01,A,major,0.7898
149.54,164.49,A,major,0.7874
157.01,171.97,C#,minor,0.6605
164.49,179.44,A,major,0.7695
171.97,186.92,A,major,0.7896
179.44,194.4,A,major,0.8272
186.92,201.87,A,major,0.7466
194.4,209.35,C#,minor,0.5066
201.87,216.83,C#,minor,0.6443
209.35,224.3,A,major,0.7579
216.83,231.78,A,major,0.8661
224.3,239.26,A,major,0.8531
231.78,246.74,A,minor,0.7083
239.26,249.22,C,minor,0.3353
