window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.8783
7.48,22.43,G,major,0.9046
14.95,29.91,G,major,0.6708
22.43,37.38,G,major,0.6842
29.91,44.86,G,major,0.8015
37.38,52.34,G,major,0.7374
44.86,59.81,B,minor,0.5668
52.34,67.29,G,major,0.5738
59.81,74.77,G,major,0.7291
67.29,82.25,G,major,0.6973
74.77,89.72,B,minor,0.6088
82.25,97.2,B,minor,0.4523
89.72,104.68,G,major,0.6626
97.2,112.15,G,major,0.6414
104.68,119.63,D,minor,0.5993
112.15,127.11,G,major,0.6891
119.63,134.58,G,major,0.6878
127.11,142.06,B,minor,0.5753
134.58,149.54,B,minor,0.5188
142.06,157.01,G,major,0.6302
149.54,164.49,G,major,0.6616
157.01,171.97,D,major,0.6624
164.49,179.44,D,major,0.5954
171.97,186.92,A,minor,0.6986
179.44,194.4,G,major,0.6435
186.92,201.87,B,minor,0.7088
194.4,209.35,D,major,0.6144
201.87,216.83,G,major,0.8214
209.35,224.3,G,major,0.8995
216.83,231.78,G,major,0.8108
224.3,239.26,G,major,0.6361
231.78,246.74,B,minor,0.6835
239.26,254.21,B,minor,0.6182
246.74,261.69,G,major,0.8873
254.21,269.17,G,major,0.8467
261.69,270.19,G,major,0.7751
