window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A#,major,0.6675
7.48,22.43,F,major,0.7531
14.95,29.91,F,major,0.819
22.43,37.38,F,major,0.8531
29.91,44.86,F,major,0.8704
37.38,52.34,F,major,0.8431
44.86,59.81,F,major,0.8702
52.34,67.29,F,major,0.9639
59.81,74.77,A#,major,0.8554
67.29,82.25,A#,major,0.8468
74.77,89.72,A#,major,0.9486
82.25,97.2,A#,major,0.8629
89.72,104.68,F,major,0.8385
97.2,112.15,F,major,0.8093
104.68,119.63,F,major,0.8876
112.15,127.11,F,major,0.785
119.63,134.58,F,major,0.8375
127.11,142.06,F,major,0.9141
134.58,149.54,F,major,0.9057
142.06,157.01,A#,major,0.8799
149.54,164.49,A#,major,0.864
157.01,171.97,A#,major,0.8994
164.49,179.44,A#,major,0.9324
171.97,186.92,A#,major,0.8174
179.44,194.4,A#,major,0.9339
186.92,201.87,A#,major,0.6464
194.4,209.35,A#,major,0.8352
201.87,216.83,A#,major,0.8568
209.35,218.96,A#,major,0.7364
