window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G#,minor,0.756
7.48,22.43,E,major,0.593
14.95,29.91,G#,minor,0.521
22.43,37.38,E,major,0.4844
29.91,44.86,G#,minor,0.354
37.38,52.34,E,major,0.7886
44.86,59.81,E,major,0.8363
52.34,67.29,E,major,0.8894
59.81,74.77,E,major,0.7742
67.29,82.25,E,major,0.5981
74.77,89.72,G#,minor,0.4467
82.25,97.2,E,major,0.6428
89.72,104.68,E,major,0.8052
97.2,112.15,E,major,0.6738
104.68,119.63,G#,minor,0.3465
112.15,127.11,E,major,0.5017
119.63,134.58,E,major,0.6604
127.11,142.06,E,major,0.6773
134.58,149.54,E,major,0.7066
142.06,157.01,E,major,0.6544
149.54,164.49,G#,minor,0.5045
157.01,171.97,E,major,0.5412
164.49,179.44,E,major,0.8072
171.97,186.92,E,major,0.8406
179.44,194.4,E,major,0.5792
186.92,201.87,G#,minor,0.5887
194.4,209.35,G#,minor,0.6716
201.87,216.83,E,major,0.5769
209.35,224.3,E,major,0.531
216.83,231.78,E,major,0.8131
224.3,239.26,E,major,0.8339
231.78,246.74,E,major,0.7905
239.26,254.21,E,major,0.8028
246.74,261.69,E,major,0.8675
254.21,263.73,E,major,0.8951
