window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,major,0.6566
7.48,22.43,C#,major,0.6737
14.95,29.91,G#,major,0.5843
22.43,37.38,G#,major,0.4785
29.91,44.86,D#,major,0.4266
37.38,52.34,D#,major,0.357
44.86,59.81,D#,major,0.3741
52.34,67.29,D#,major,0.4894
59.81,74.77,D#,minor,0.4609
67.29,82.25,F,minor,0.6644
74.77,89.72,F,minor,0.8068
82.25,97.2,G#,major,0.6041
89.72,104.68,F,minor,0.6319
97.2,112.15,F,minor,0.6687
104.68,119.63,F,minor,0.4831
112.15,127.11,F,minor,0.5557
119.63,134.58,F,minor,0.6155
127.11,142.06,F,minor,0.739
134.58,149.54,F,minor,0.8755
142.06,157.01,F,minor,0.7562
149.54,164.49,F,minor,0.684
157.01,171.97,F,minor,0.8467
164.49,179.44,F,minor,0.7331
171.97,186.92,F,minor,0.7289
179.44,194.4,F,minor,0.6808
186.92,201.87,F#,minor,0.6439
194.4,209.35,F#,minor,0.7517
201.87,216.83,F#,minor,0.5367
209.35,224.3,F#,minor,0.5258
216.83,230.92,F#,minor,0.674
