window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F,major,0.8944
7.48,22.43,F,major,0.8683
14.95,29.91,F,major,0.9166
22.43,37.38,F,major,0.8441
29.91,44.86,F,major,0.7666
37.38,52.34,F,major,0.7018
44.86,59.81,F,major,0.6995
52.34,67.29,A,minor,0.7873
59.81,74.77,F,major,0.7467
67.29,82.25,F,major,0.8496
74.77,89.72,F,major,0.8419
82.25,97.2,F,major,0.8952
89.72,104.68,F,major,0.9075
97.2,112.15,F,major,0.822
104.68,119.63,F,major,0.8275
112.15,127.11,F,major,0.7902
119.63,134.58,F,major,0.7231
127.11,142.06,F,major,0.8882
134.58,149.54,F,major,0.8665
142.06,157.01,F,major,0.8611
149.54,164.49,F,major,0.8593
157.01,171.97,F,major,0.856
164.49,179.44,F,major,0.8365
171.97,186.92,D,minor,0.744
179.44,194.4,A,minor,0.75
186.92,201.87,A,minor,0.8566
194.4,209.35,F,major,0.8649
201.87,216.83,F,major,0.8179
209.35,224.3,F,major,0.8828
216.83,231.78,F,major,0.9013
224.3,239.26,F,major,0.8536
231.78,246.74,F,major,0.8363
239.26,254.21,F,major,0.8066
246.74,261.69,F,major,0.888
254.21,269.17,F,major,0.9182
261.69,276.64,F,major,0.747
269.17,284.12,C,major,0.8359
276.64,286.65,C,major,0.7932
