window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.7576
7.48,22.43,E,minor,0.6425
14.95,29.91,E,minor,0.697
22.43,37.38,E,minor,0.721
29.91,44.86,E,minor,0.6394
37.38,52.34,D,major,0.7073
44.86,59.81,D,major,0.6782
52.34,67.29,E,minor,0.6042
59.81,74.77,E,minor,0.7424
67.29,82.25,A,major,0.7476
74.77,89.72,E,minor,0.556
82.25,97.2,A,major,0.7361
89.72,104.68,D,major,0.7824
97.2,112.15,D,major,0.667
104.68,119.63,A,major,0.5427
112.15,127.11,E,minor,0.4453
119.63,134.58,E,minor,0.5679
127.11,142.06,E,minor,0.7069
134.58,149.54,A,major,0.8026
142.06,157.01,A,major,0.6406
149.54,164.49,F#,minor,0.5511
157.01,171.97,D,major,0.8182
164.49,179.44,A,major,0.8389
171.97,186.92,B,minor,0.5546
179.44,194.4,D,major,0.6638
186.92,201.87,D,major,0.6807
194.4,209.35,E,minor,0.651
201.87,215.43,A,major,0.6576
