window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,minor,0.7447
7.48,22.43,G,minor,0.7526
14.95,29.91,G,minor,0.7509
22.43,37.38,G,minor,0.6928
29.91,44.86,G,minor,0.5646
37.38,52.34,G,minor,0.7822
44.86,59.81,A#,major,0.7344
52.34,67.29,A#,major,0.634
59.81,74.77,D,minor,0.6402
67.29,82.25,D,minor,0.6373
74.77,89.72,D,major,0.5333
82.25,97.2,G,major,0.753
89.72,104.68,G,major,0.7891
97.2,112.15,E,minor,0.7753
104.68,119.63,G,minor,0.5622
112.15,127.11,G,minor,0.9099
119.63,134.58,G,minor,0.8337
127.11,142.06,A#,major,0.618
134.58,149.54,A#,major,0.7489
142.06,157.01,D,minor,0.7171
149.54,164.49,D,minor,0.664
157.01,171.97,D,major,0.5785
164.49,179.44,G,major,0.7631
171.97,186.92,G,major,0.7644
179.44,194.4,E,minor,0.9199
186.92,201.87,E,minor,0.9209
194.4,209.35,B,minor,0.7098
201.87,216.83,D,major,0.8271
209.35,224.3,D,minor,0.8123
216.83,231.78,A#,major,0.8254
224.3,239.26,G,minor,0.68
231.78,246.74,F,major,0.7551
239.26,254.21,F,major,0.8096
246.74,261.69,D,minor,0.6629
254.21,269.17,D,major,0.6699
261.69,276.64,G,major,0.8209
269.17,284.12,G,major,0.7886
276.64,291.6,E,minor,0.8716
284.12,299.07,E,minor,0.8349
291.6,306.55,C,major,0.7875
299.07,309.2,C,major,0.765
