window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,major,0.8623
7.48,22.43,C,major,0.8553
14.95,29.91,C,major,0.8387
22.43,37.38,C,major,0.6316
29.91,44.86,G,major,0.6975
37.38,52.34,G,major,0.7796
44.86,59.81,C,major,0.8053
52.34,67.29,C,major,0.8513
59.81,74.77,C,major,0.8398
67.29,82.25,C,major,0.8218
74.77,89.72,C,major,0.884
82.25,97.2,C,major,0.7853
89.72,104.68,C,major,0.8157
97.2,112.15,C,major,0.8615
104.68,119.63,C,major,0.8375
112.15,127.11,C,major,0.8284
119.63,134.58,C,major,0.8104
127.11,142.06,C,major,0.8274
134.58,149.54,C,major,0.8471
142.06,157.01,C,major,0.8116
149.54,164.49,C,major,0.9582
157.01,171.97,C,major,0.8823
164.49,179.44,G,minor,0.6831
171.97,186.92,C#,major,0.5465
179.44,194.4,C#,major,0.8868
186.92,201.87,C#,major,0.8631
194.4,209.35,C#,major,0.8579
201.87,216.83,C#,major,0.8976
209.35,224.3,C#,major,0.907
216.83,231.78,C#,major,0.8817
224.3,239.26,C#,major,0.8744
231.78,246.74,C#,major,0.9324
239.26,254.21,C#,major,0.9082
246.74,261.69,C#,major,0.8892
254.21,269.17,C#,major,0.9337
261.69,276.64,C#,major,0.9317
269.17,284.12,C#,major,0.8283
276.64,289.99,C#,major,0.9121
