window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.4254
7.48,22.43,C#,minor,0.3932
14.95,29.91,D,major,0.4419
22.43,37.38,G,minor,0.4227
29.91,44.86,G,minor,0.311
37.38,52.34,D,major,0.4912
44.86,59.81,D,minor,0.5399
52.34,67.29,D,minor,0.5364
59.81,74.77,A,major,0.6004
67.29,82.25,D,major,0.6834
74.77,89.72,D,major,0.8502
82.25,97.2,D,major,0.5811
89.72,104.68,G,minor,0.4672
97.2,112.15,G,minor,0.318
104.68,119.63,G,minor,0.2844
112.15,127.11,A,minor,0.6665
119.63,134.58,D,minor,0.6353
127.11,142.06,D,minor,0.3677
134.58,149.54,D,minor,0.5183
142.06,157.01,D,minor,0.6231
149.54,164.49,A,major,0.572
157.01,171.97,A,major,0.6665
164.49,179.44,A,minor,0.6545
171.97,186.92,A,minor,0.5753
179.44,194.4,A,minor,0.6673
186.92,201.87,A,minor,0.5033
194.4,209.35,A,minor,0.5355
201.87,216.83,E,major,0.6407
209.35,224.3,A,minor,0.4336
216.83,231.78,G,minor,0.6014
224.3,233.69,G,major,0.6343
