window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,major,0.671
7.48,22.43,F,minor,0.3022
14.95,29.91,F,major,0.3542
22.43,37.38,F,major,0.6385
29.91,44.86,F,major,0.5906
37.38,52.34,F,major,0.6028
44.86,59.81,D,minor,0.7269
52.34,67.29,D,minor,0.6658
59.81,74.77,F,minor,0.4093
67.29,82.25,F,major,0.4024
74.77,89.72,C,major,0.6866
82.25,97.2,C,major,0.6755
89.72,104.68,F,major,0.5714
97.2,112.15,F,major,0.7069
104.68,119.63,F,major,0.8016
112.15,127.11,F,minor,0.7499
119.63,134.58,F,minor,0.5557
127.11,142.06,A#,major,0.6457
134.58,149.54,D,minor,0.6025
142.06,157.01,C,major,0.6367
149.54,164.49,F,major,0.7463
157.01,171.97,F,major,0.6089
164.49,179.44,C,major,0.5475
171.97,186.92,C,major,0.6596
179.44,194.4,C,major,0.6294
186.92,201.87,C,major,0.6589
194.4,206.22,G,major,0.5909
