window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.7636
7.48,22.43,G,minor,0.7783
14.95,29.91,G,minor,0.6096
22.43,37.38,D,major,0.8177
29.91,44.86,D,major,0.8157
37.38,52.34,D,major,0.6722
44.86,59.81,G,minor,0.5279
52.34,67.29,G,minor,0.6445
59.81,74.77,G,minor,0.4701
67.29,82.25,E,minor,0.5299
74.77,89.72,C,major,0.5523
82.25,97.2,C,minor,0.4776
89.72,104.68,C,major,0.4746
97.2,112.15,G,minor,0.6483
104.68,119.63,G,minor,0.6026
112.15,127.11,D#,major,0.3721
119.63,134.58,F,major,0.3435
127.11,142.06,A,major,0.2446
134.58,149.54,G,minor,0.3419
142.06,157.01,G,minor,0.6558
149.54,164.49,G,minor,0.4601
157.01,171.97,E,minor,0.4641
164.49,179.44,C,major,0.5555
171.97,186.92,C,major,0.4896
179.44,194.4,D#,major,0.4876
186.92,201.87,G,minor,0.444
194.4,209.35,D#,major,0.4912
201.87,216.83,D,minor,0.3578
209.35,224.3,A,minor,0.3638
216.83,231.78,A,minor,0.2843
224.3,239.26,G,minor,0.5463
231.78,246.74,G,minor,0.8074
239.26,254.21,G,minor,0.7542
246.74,261.69,G,minor,0.6647
254.21,269.17,D#,major,0.4872
261.69,276.64,D#,major,0.4228
269.17,284.12,D,minor,0.663
276.64,291.6,D,minor,0.5977
284.12,299.07,G,minor,0.6045
291.6,306.55,G,minor,0.4913
299.07,314.03,D#,major,0.4758
306.55,321.5,D#,major,0.3349
314.03,328.98,A,major,0.3532
321.5,336.46,G,minor,0.5635
328.98,343.93,G,minor,0.6901
336.46,351.41,G,minor,0.591
343.93,357.29,G,minor,0.663
