window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D#,major,0.8289
7.48,22.43,D#,major,0.7831
14.95,29.91,G#,major,0.8483
22.43,37.38,G#,major,0.679
29.91,44.86,G#,major,0.7057
37.38,52.34,G#,major,0.8401
44.86,59.81,D#,major,0.8403
52.34,67.29,D#,major,0.8995
59.81,74.77,D#,major,0.8408
67.29,82.25,G#,major,0.8455
74.77,89.72,G#,major,0.9122
82.25,97.2,G#,major,0.8931
89.72,104.68,G#,major,0.8778
97.2,112.15,G#,major,0.9187
104.68,119.63,G#,major,0.7892
112.15,127.11,G#,major,0.6247
119.63,134.58,G#,major,0.7596
127.11,142.06,G#,major,0.8039
134.58,149.54,G#,major,0.7355
142.06,157.01,D#,major,0.7856
149.54,164.49,D#,major,0.7871
157.01,171.97,C,minor,0.7393
164.49,179.44,D#,major,0.8357
171.97,186.92,D#,major,0.8615
179.44,194.4,G#,major,0.827
186.92,201.87,G#,major,0.9036
194.4,209.35,G#,major,0.8251
201.87,216.83,G#,major,0.8723
209.35,224.3,G#,major,0.9208
216.83,231.78,G#,major,0.8845
224.3,239.26,C,minor,0.8675
231.78,239.4,C,minor,0.8727
