window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,minor,0.4413
7.48,22.43,A,minor,0.4388
14.95,29.91,A,minor,0.801
22.43,37.38,E,minor,0.8127
29.91,44.86,A,major,0.6392
37.38,52.34,A,minor,0.4745
44.86,59.81,G#,minor,0.384
52.34,67.29,A,minor,0.3961
59.81,74.77,A,minor,0.4356
67.29,82.25,A,major,0.6261
74.77,89.72,A,major,0.6355
82.25,97.2,E,minor,0.6294
89.72,104.68,E,minor,0.7463
97.2,112.15,A,minor,0.7416
104.68,119.63,A,minor,0.6319
112.15,127.11,A,minor,0.6614
119.63,134.58,A,minor,0.6172
127.11,142.06,A,minor,0.7123
134.58,149.54,F,minor,0.6258
142.06,157.01,F,minor,0.6796
149.54,164.49,F,major,0.5842
157.01,171.97,F,major,0.556
164.49,173.99,F,major,0.563
