window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.8957
7.48,22.43,D,major,0.8177
14.95,29.91,D,major,0.8606
22.43,37.38,D,major,0.893
29.91,44.86,D,major,0.7673
37.38,52.34,D,major,0.7427
44.86,59.81,D,major,0.8102
52.34,67.29,D,major,0.8473
59.81,74.77,D,major,0.8668
67.29,82.25,D,major,0.8547
74.77,89.72,D,major,0.7397
82.25,97.2,D,major,0.8077
89.72,104.68,D,major,0.8948
97.2,112.15,D,major,0.8108
104.68,119.63,D,major,0.7717
112.15,127.11,D,major,0.784
119.63,134.58,D,major,0.8106
127.11,142.06,D,major,0.881
134.58,149.54,D,major,0.8616
142.06,157.01,D,major,0.8531
149.54,164.49,D,major,0.8033
157.01,171.97,D,major,0.7899
164.49,179.44,D,major,0.9477
171.97,186.92,D,major,0.8753
179.44,194.4,D,major,0.8156
186.92,201.87,D,major,0.9054
194.4,209.35,D,major,0.8977
201.87,216.83,D,major,0.8843
209.35,220.26,D,major,0.6545
