window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C#,minor,0.6302
7.48,22.43,E,minor,0.5444
14.95,29.91,G,major,0.615
22.43,37.38,G,major,0.6029
29.91,44.86,E,minor,0.6006
37.38,52.34,E,minor,0.6763
44.86,59.81,E,minor,0.6175
52.34,67.29,E,minor,0.552
59.81,74.77,E,minor,0.4668
67.29,82.25,E,minor,0.5408
74.77,89.72,E,minor,0.5803
82.25,97.2,E,minor,0.6523
89.72,104.68,E,minor,0.7226
97.2,112.15,E,minor,0.6039
104.68,119.63,E,minor,0.5687
112.15,127.11,D,minor,0.5787
119.63,134.58,D,minor,0.4761
127.11,142.06,E,minor,0.5211
134.58,149.54,E,minor,0.5973
142.06,157.01,E,minor,0.6674
149.54,164.49,E,minor,0.7632
157.01,171.97,G,major,0.8307
164.49,179.44,G,major,0.4688
171.97,186.92,E,minor,0.5175
179.44,194.4,E,minor,0.5607
186.92,201.87,E,minor,0.5349
194.4,209.35,E,minor,0.4991
201.87,215.55,B,major,0.6098
