window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,B,major,0.7614
7.48,22.43,F#,major,0.8164
14.95,29.91,F#,major,0.8259
22.43,37.38,C#,minor,0.7208
29.91,44.86,B,major,0.6448
37.38,52.34,B,major,0.5868
44.86,59.81,C#,minor,0.5837
52.34,67.29,C#,minor,0.547
59.81,74.77,C#,minor,0.4374
67.29,82.25,C#,minor,0.3915
74.77,89.72,C#,minor,0.3898
82.25,97.2,C#,minor,0.4737
89.72,104.68,C#,minor,0.4084
97.2,112.15,D#,minor,0.4133
104.68,119.63,C#,minor,0.5854
112.15,127.11,C#,minor,0.5871
119.63,134.58,C#,minor,0.4956
127.11,142.06,D#,minor,0.4546
134.58,149.54,C#,minor,0.4395
142.06,157.01,C#,minor,0.5351
149.54,164.49,G#,minor,0.5193
157.01,171.97,C#,minor,0.621
164.49,179.44,C#,minor,0.6493
171.97,186.92,C#,minor,0.5077
179.44,194.4,B,major,0.5286
186.92,201.87,B,major,0.5172
194.4,209.35,C#,minor,0.5077
201.87,216.83,C#,minor,0.4909
209.35,224.3,C#,minor,0.5939
216.83,231.78,B,major,0.6903
224.3,239.26,B,major,0.76
231.78,246.74,B,major,0.714
239.26,254.21,C#,minor,0.7012
246.74,259.55,F#,major,0.7024
