window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,major,0.8426
7.48,22.43,F#,major,0.8804
14.95,29.91,F#,major,0.8437
22.43,37.38,F#,minor,0.7222
29.91,44.86,F#,minor,0.6493
37.38,52.34,F#,minor,0.7323
44.86,59.81,A,major,0.6777
52.34,67.29,B,major,0.6509
59.81,74.77,D#,minor,0.8759
67.29,82.25,F#,major,0.9039
74.77,89.72,F#,major,0.8893
82.25,97.2,F#,major,0.8502
89.72,104.68,F#,minor,0.7511
97.2,112.15,A,major,0.8584
104.68,119.63,A,major,0.7573
112.15,127.11,B,minor,0.6922
119.63,134.58,E,major,0.5856
127.11,142.06,D#,minor,0.775
134.58,149.54,F#,major,0.8923
142.06,157.01,F#,major,0.9011
149.54,164.49,F#,major,0.9431
157.01,171.97,F#,major,0.9358
164.49,179.44,F#,major,0.8416
171.97,186.92,F#,major,0.8192
179.44,194.4,C#,major,0.8132
186.92,201.87,F#,major,0.8196
194.4,209.35,F#,major,0.8472
201.87,216.83,F#,major,0.8595
209.35,224.3,D#,minor,0.8805
216.83,231.78,F#,major,0.9413
224.3,239.26,F#,major,0.9571
231.78,246.74,F#,major,0.9033
239.26,254.21,F#,major,0.8548
246.74,261.69,F#,major,0.7744
254.21,262.59,F#,major,0.7013
