window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,major,0.7654
7.48,22.43,C#,minor,0.7309
14.95,29.91,F#,major,0.4931
22.43,37.38,C#,minor,0.54
29.91,44.86,F#,major,0.6126
37.38,52.34,D#,minor,0.6778
44.86,59.81,C#,minor,0.6455
52.34,67.29,F#,major,0.6669
59.81,74.77,F#,major,0.5527
67.29,82.25,C#,major,0.7758
74.77,89.72,C#,major,0.726
82.25,97.2,C#,major,0.5667
89.72,104.68,C#,major,0.4916
97.2,112.15,D#,minor,0.4793
104.68,119.63,B,major,0.5394
112.15,127.11,F#,major,0.6181
119.63,134.58,D#,minor,0.7346
127.11,142.06,F#,major,0.7187
134.58,149.54,F#,major,0.6097
142.06,157.01,C#,major,0.5733
149.54,164.49,C#,major,0.7226
157.01,171.97,F#,major,0.727
164.49,179.44,C#,minor,0.5601
171.97,186.92,E,major,0.8606
179.44,194.4,E,major,0.8839
186.92,201.87,B,major,0.8812
194.4,209.35,B,major,0.7463
201.87,216.83,F#,major,0.681
209.35,224.3,F#,major,0.7496
216.83,231.78,C#,major,0.7829
224.3,239.26,C#,major,0.7414
231.78,246.74,A#,minor,0.7934
239.26,254.21,A#,minor,0.8202
246.74,261.69,F#,major,0.8119
254.21,269.17,F#,major,0.7777
261.69,276.64,F#,major,0.8052
269.17,277.59,B,major,0.4945
