window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,major,0.317
7.48,22.43,C,major,0.5896
14.95,29.91,A,minor,0.4109
22.43,37.38,A,minor,0.4796
29.91,44.86,A,minor,0.5006
37.38,52.34,A,minor,0.4415
44.86,59.81,A,minor,0.3856
52.34,67.29,A,minor,0.3739
59.81,74.77,C,major,0.392
67.29,82.25,C,major,0.3954
74.77,89.72,A,minor,0.372
82.25,97.2,A,minor,0.4263
89.72,104.68,A,minor,0.4911
97.2,112.15,C,major,0.4536
104.68,119.63,G,major,0.438
112.15,127.11,A,minor,0.5082
119.63,134.58,A,minor,0.4936
127.11,142.06,A,minor,0.4932
134.58,149.54,A,minor,0.6042
142.06,157.01,A,minor,0.5653
149.54,164.49,A,minor,0.4171
157.01,171.97,A,minor,0.4452
164.49,179.44,A,minor,0.4514
171.97,186.92,A,minor,0.5935
179.44,190.89,A,minor,0.8282
