window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,E,major,0.5534
7.48,22.43,E,major,0.6832
14.95,29.91,A,major,0.6971
22.43,37.38,A,major,0.6763
29.91,44.86,A,major,0.6221
37.38,52.34,F#,minor,0.5903
44.86,59.81,B,minor,0.6429
52.34,67.29,A,major,0.7071
59.81,74.77,E,major,0.5516
67.29,82.25,E,major,0.4819
74.77,89.72,E,major,0.6254
82.25,97.2,A,major,0.6524
89.72,104.68,A,major,0.679
97.2,112.15,F#,minor,0.6187
104.68,119.63,A,major,0.6462
112.15,127.11,A,major,0.5637
119.63,134.58,A,major,0.5342
127.11,142.06,A,major,0.607
134.58,149.54,A,major,0.5004
142.06,157.01,A,major,0.5143
149.54,164.49,A,major,0.4977
157.01,171.97,G#,minor,0.591
164.49,179.44,G#,minor,0.7096
171.97,186.92,E,major,0.7262
179.44,194.4,A,major,0.4713
186.92,201.87,E,major,0.4653
194.4,209.35,E,major,0.5558
201.87,214.92,E,major,0.6107
