window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,minor,0.6871
7.48,22.43,D,minor,0.6694
14.95,29.91,D,minor,0.7099
22.43,37.38,D,major,0.6896
29.91,44.86,A,major,0.6625
37.38,52.34,D,minor,0.5456
44.86,59.81,A,minor,0.4889
52.34,67.29,A,minor,0.5939
59.81,74.77,F,major,0.5423
67.29,82.25,A,minor,0.7002
74.77,89.72,A,minor,0.8465
82.25,97.2,D,minor,0.7468
89.72,104.68,D,minor,0.7889
97.2,112.15,A,minor,0.7665
104.68,119.63,D,major,0.6516
112.15,127.11,A,major,0.5985
119.63,134.58,A,major,0.5854
127.11,142.06,A,minor,0.6224
134.58,149.54,A,minor,0.5031
142.06,157.01,F,major,0.5545
149.54,164.49,A,minor,0.7055
157.01,171.97,A,minor,0.6839
164.49,179.44,A,minor,0.5421
171.97,186.92,D,minor,0.6423
179.44,194.4,D,minor,0.6574
186.92,201.87,G,minor,0.5366
194.4,209.35,D,minor,0.7448
201.87,216.83,A#,major,0.709
209.35,224.3,G,minor,0.8625
216.83,231.78,G,minor,0.8624
224.3,239.26,A#,major,0.7336
231.78,246.74,A#,major,0.6694
239.26,254.21,D,minor,0.6278
246.74,261.69,A,major,0.7314
254.21,269.17,D,major,0.8318
261.69,276.64,D,major,0.714
269.17,284.12,C,major,0.8081
276.64,291.6,F,major,0.8279
284.12,299.07,F,major,0.82
291.6,306.55,F,major,0.7999
299.07,314.03,C,major,0.7593
306.55,321.5,F,major,0.8013
314.03,328.98,F,major,0.809
321.5,336.46,F,major,0.7048
328.98,343.93,A,minor,0.499
336.46,351.41,A,minor,0.5018
343.93,358.89,F,major,0.5869
351.41,366.36,A,minor,0.5391
358.89,373.84,A,minor,0.6662
366.36,381.32,D,major,0.641
373.84,388.79,D,minor,0.6944
381.32,390.0,D,major,0.69
