window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,major,0.8589
7.48,22.43,A,major,0.7466
14.95,29.91,D,major,0.7906
22.43,37.38,D,major,0.8619
29.91,44.86,D,major,0.9078
37.38,52.34,D,major,0.8378
44.86,59.81,D,major,0.7148
52.34,67.29,D,major,0.7176
59.81,74.77,D,major,0.6416
67.29,82.25,A,major,0.7087
74.77,89.72,A,major,0.735
82.25,97.2,D,major,0.8285
89.72,104.68,D,major,0.8743
97.2,112.15,D,major,0.8676
104.68,119.63,D,major,0.7365
112.15,127.11,D,major,0.7699
119.63,134.58,D,major,0.8545
127.11,142.06,D,major,0.857
134.58,149.54,D,major,0.78
142.06,155.99,D,major,0.8551
