window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D#,minor,0.4313
7.48,22.43,D#,minor,0.3814
14.95,29.91,D#,minor,0.3604
22.43,37.38,B,major,0.4478
29.91,44.86,B,major,0.5524
37.38,52.34,D#,minor,0.5805
44.86,59.81,D#,minor,0.4951
52.34,67.29,B,major,0.465
59.81,74.77,B,major,0.6096
67.29,82.25,B,major,0.6014
74.77,89.72,B,major,0.4749
82.25,97.2,D#,minor,0.4571
89.72,104.68,D#,minor,0.4502
97.2,112.15,B,major,0.4471
104.68,119.63,D#,minor,0.5561
112.15,127.11,B,major,0.6284
119.63,134.58,B,major,0.4733
127.11,142.06,B,major,0.5306
134.58,149.54,B,major,0.7786
142.06,157.01,B,major,0.6809
149.54,164.49,B,major,0.5588
157.01,171.97,B,major,0.5731
164.49,179.44,D#,minor,0.4193
171.97,186.92,D#,minor,0.4129
179.44,188.08,E,minor,0.2897
