window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F,major,0.397
7.48,22.43,C,major,0.7467
14.95,29.91,F,major,0.7223
22.43,37.38,F,major,0.7405
29.91,44.86,F,major,0.7671
37.38,52.34,F,major,0.8769
44.86,59.81,D,minor,0.7795
52.34,67.29,D,minor,0.6222
59.81,74.77,F,major,0.524
67.29,82.25,F,major,0.7558
74.77,89.72,F,major,0.7851
82.25,97.2,F,major,0.8779
89.72,104.68,F,major,0.593
97.2,112.15,D,minor,0.4711
104.68,119.63,F,major,0.896
112.15,127.11,F,major,0.8794
119.63,134.58,F,major,0.7218
127.11,142.06,F,major,0.8442
134.58,149.54,F,major,0.9168
142.06,157.01,A#,major,0.7971
149.54,164.49,D,minor,0.8743
157.01,171.97,C,major,0.8209
164.49,179.44,C,major,0.6837
171.97,186.92,F,major,0.8366
179.44,194.4,F,major,0.8134
186.92,201.87,F,major,0.7361
194.4,209.35,F,major,0.3186
201.87,216.83,D#,minor,0.3751
209.35,217.32,G,minor,0.5169
