window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,D,major,0.5626
7.48,22.43,D,major,0.3853
14.95,29.91,D,minor,0.3319
22.43,37.38,D,minor,0.4259
29.91,44.86,D,minor,0.4497
37.38,52.34,D,minor,0.4179
44.86,59.81,F#,minor,0.4247
52.34,67.29,F#,minor,0.5623
59.81,74.77,F#,minor,0.4336
67.29,82.25,D,major,0.3707
74.77,89.72,D,major,0.6101
82.25,97.2,B,minor,0.7756
89.72,104.68,B,minor,0.4753
97.2,112.15,D,minor,0.473
104.68,119.63,D,minor,0.4065
112.15,127.11,F#,minor,0.4694
119.63,134.58,F#,minor,0.4902
127.11,142.06,D,major,0.4963
134.58,149.54,D,major,0.6279
142.06,157.01,D,major,0.4517
149.54,164.49,G,minor,0.5394
157.01,171.97,D,major,0.6049
164.49,179.44,D,major,0.5877
171.97,186.92,F#,minor,0.4455
179.44,194.4,C#,major,0.4005
186.92,201.87,G,minor,0.3623
194.4,209.35,B,minor,0.7064
201.87,216.83,B,minor,0.6702
209.35,220.26,D,major,0.6268
