window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,A,minor,0.8038
7.48,22.43,A,minor,0.6782
14.95,29.91,D,major,0.6284
22.43,37.38,E,minor,0.5077
29.91,44.86,A,minor,0.357
37.38,52.34,A,major,0.3845
44.86,59.81,A,minor,0.4058
52.34,67.29,D,major,0.5986
59.81,74.77,D,major,0.6203
67.29,82.25,D,major,0.4083
74.77,89.72,F#,minor,0.4077
82.25,97.2,A,minor,0.4858
89.72,104.68,A,minor,0.5135
97.2,112.15,A,minor,0.4739
104.68,119.63,D,major,0.6716
112.15,127.11,E,minor,0.5709
119.63,134.58,G,major,0.3923
127.11,142.06,D,major,0.5139
134.58,149.54,D,major,0.6682
142.06,157.01,D,major,0.5849
149.54,164.49,D,major,0.55
157.01,171.97,E,minor,0.4962
164.49,178.21,A,minor,0.5293
