window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G#,minor,0.8952
7.48,22.43,G#,minor,0.7431
14.95,29.91,F#,major,0.8481
22.43,37.38,F#,major,0.8335
29.91,44.86,B,major,0.8149
37.38,52.34,B,major,0.7521
44.86,59.81,B,major,0.7203
52.34,67.29,F#,major,0.7721
59.81,74.77,F#,major,0.7074
67.29,82.25,G#,minor,0.8224
74.77,89.72,G#,minor,0.7407
82.25,97.2,F#,major,0.8373
89.72,104.68,B,major,0.8101
97.2,112.15,G#,minor,0.8855
104.68,119.63,G#,minor,0.8172
112.15,127.11,G#,minor,0.5094
119.63,134.58,B,major,0.5648
127.11,142.06,B,major,0.6907
134.58,149.54,B,major,0.6667
142.06,157.01,B,major,0.6564
149.54,164.49,B,major,0.6087
157.01,171.97,G#,minor,0.5492
164.49,179.44,G#,minor,0.5533
171.97,186.92,D#,minor,0.4698
179.44,194.4,D#,minor,0.5125
186.92,201.87,D#,minor,0.5771
194.4,209.35,D#,minor,0.4956
201.87,216.83,D#,minor,0.4394
209.35,224.3,D#,minor,0.5587
216.83,231.78,D#,minor,0.5973
224.3,239.26,D#,minor,0.47
231.78,246.74,D#,minor,0.5082
239.26,254.21,B,major,0.6598
246.74,261.69,B,major,0.8976
254.21,269.17,B,major,0.8415
261.69,275.06,G#,minor,0.7857
