window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,F#,major,0.7393
7.48,22.43,F#,major,0.7747
14.95,29.91,F#,major,0.9194
22.43,37.38,F#,major,0.5917
29.91,44.86,C#,major,0.3122
37.38,52.34,C#,major,0.3288
44.86,59.81,C#,major,0.3285
52.34,67.29,C#,major,0.3098
59.81,74.77,F#,minor,0.4191
67.29,82.25,F#,minor,0.5536
74.77,89.72,F#,major,0.5434
82.25,97.2,F#,major,0.4415
89.72,104.68,F#,major,0.3958
97.2,112.15,F#,major,0.4238
104.68,119.63,F#,major,0.3709
112.15,127.11,F#,major,0.3381
119.63,134.58,C#,major,0.3551
127.11,142.06,C#,major,0.3527
134.58,149.54,C#,major,0.3374
142.06,157.01,C#,major,0.3661
149.54,164.49,F#,minor,0.6798
157.01,171.97,F#,major,0.4951
164.49,179.44,C#,major,0.4556
171.97,186.92,F#,major,0.3964
179.44,194.4,F#,major,0.4001
186.92,201.87,F#,major,0.3249
194.4,209.35,C#,major,0.276
201.87,216.83,F#,minor,0.4985
209.35,224.3,F#,minor,0.8136
216.83,231.78,C#,major,0.5535
224.3,239.26,C#,major,0.4809
231.78,246.74,F#,major,0.3877
239.26,254.21,F#,major,0.398
246.74,261.69,F#,major,0.3884
254.21,269.17,F#,major,0.4048
261.69,276.64,F#,major,0.3874
269.17,284.12,F#,major,0.4034
276.64,291.6,F#,major,0.3894
284.12,299.07,F#,major,0.372
291.6,306.55,F#,major,0.3718
299.07,314.03,F#,major,0.4062
306.55,320.39,F#,major,0.3723
