window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,G,major,0.6925
7.48,22.43,G,major,0.5859
14.95,29.91,G,major,0.4035
22.43,37.38,E,minor,0.6437
29.91,44.86,E,major,0.7661
37.38,52.34,B,major,0.8511
44.86,59.81,B,major,0.7289
52.34,67.29,F#,minor,0.6409
59.81,74.77,B,minor,0.778
67.29,82.25,B,minor,0.6184
74.77,89.72,G,major,0.45
82.25,97.2,D,major,0.4536
89.72,104.68,D,major,0.4365
97.2,112.15,D,major,0.6378
104.68,119.63,B,major,0.7682
112.15,127.11,B,major,0.7617
119.63,134.58,B,major,0.7664
127.11,142.06,E,major,0.6835
134.58,149.54,B,minor,0.7698
142.06,157.01,B,minor,0.7038
149.54,164.49,B,major,0.4106
157.01,171.97,B,major,0.408
164.49,179.44,G#,minor,0.358
171.97,186.92,B,major,0.4742
179.44,194.4,B,minor,0.7245
186.92,201.87,B,minor,0.7896
194.4,209.35,B,major,0.9174
201.87,216.83,B,major,0.6896
209.35,224.3,B,minor,0.4157
216.83,231.78,G,major,0.3838
224.3,239.26,D,major,0.3642
231.78,246.74,D,major,0.3948
239.26,254.21,D,major,0.5804
246.74,261.69,G,major,0.5008
254.21,269.17,G,major,0.6484
261.69,276.13,G,minor,0.7258
