window_start_sec,window_end_sec,key,mode,corr
0.0,14.95,C,minor,0.8062
7.48,22.43,C,minor,0.8661
14.95,29.91,C,minor,0.8344
22.43,37.38,C,minor,0.8871
29.91,44.86,C,minor,0.9138
37.38,52.34,C,minor,0.8841
44.86,59.81,C,minor,0.6802
52.34,67.29,C,minor,0.641
59.81,74.77,C,minor,0.7071
67.29,82.25,C,minor,0.7382
74.77,89.72,C,minor,0.7433
82.25,97.2,C,minor,0.702
89.72,104.68,A#,major,0.7852
97.2,112.15,D#,major,0.7711
104.68,119.63,C,minor,0.7617
112.15,127.11,D#,major,0.9075
119.63,134.58,C,minor,0.9158
127.11,142.06,C,minor,0.759
134.58,149.54,C,minor,0.7503
142.06,157.01,C,minor,0.7066
149.54,164.49,C,minor,0.6915
157.01,171.97,C,minor,0.7494
164.49,179.44,C,minor,0.6919
171.97,186.92,C,minor,0.6505
179.44,194.4,C,minor,0.7922
186.92,201.87,C,minor,0.6856
194.4,209.35,F,minor,0.4594
201.87,216.83,C,minor,0.576
209.35,224.3,C,minor,0.7447
216.83,231.78,C,minor,0.7355
224.3,239.26,C,minor,0.6833
231.78,246.74,C,minor,0.7349
239.26,254.21,C,major,0.6705
246.74,261.69,C,minor,0.7314
254.21,269.17,C,minor,0.8154
261.69,276.64,C,minor,0.7858
269.17,283.72,C,minor,0.7352
